Actividad económica,cod_municipio,cod_provincia,geocode,municipio,num_casos,Periodo,provincia,Sexo
Construcción,38024,38,20210101_38024_D03_S002,Los Llanos de Aridane,36.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20210101_38024_D03_S003,Los Llanos de Aridane,4.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20210101_38024_D03_S003,Los Llanos de Aridane,40.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D01_S001,Los Llanos de Aridane,8.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D01_S001,Los Llanos de Aridane,61.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D01_S002,Los Llanos de Aridane,5.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D01_S002,Los Llanos de Aridane,45.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D01_S003,Los Llanos de Aridane,4.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D01_S003,Los Llanos de Aridane,51.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D01_S004,Los Llanos de Aridane,3.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D01_S004,Los Llanos de Aridane,29.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D01_S005,Los Llanos de Aridane,6.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D01_S005,Los Llanos de Aridane,17.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D01_S006,Los Llanos de Aridane,3.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D01_S006,Los Llanos de Aridane,38.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D01_S007,Los Llanos de Aridane,6.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D01_S007,Los Llanos de Aridane,57.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D01_S008,Los Llanos de Aridane,6.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D01_S008,Los Llanos de Aridane,48.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D02_S001,Los Llanos de Aridane,8.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D02_S001,Los Llanos de Aridane,40.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D02_S002,Los Llanos de Aridane,10.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D02_S002,Los Llanos de Aridane,49.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D03_S001,Los Llanos de Aridane,19.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D03_S001,Los Llanos de Aridane,54.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D03_S002,Los Llanos de Aridane,7.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D03_S002,Los Llanos de Aridane,38.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20220101_38024_D03_S003,Los Llanos de Aridane,4.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20220101_38024_D03_S003,Los Llanos de Aridane,41.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D01_S001,Los Llanos de Aridane,12.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D01_S001,Los Llanos de Aridane,78.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D01_S002,Los Llanos de Aridane,3.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D01_S002,Los Llanos de Aridane,56.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D01_S003,Los Llanos de Aridane,6.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D01_S003,Los Llanos de Aridane,67.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D01_S004,Los Llanos de Aridane,3.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D01_S004,Los Llanos de Aridane,43.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D01_S005,Los Llanos de Aridane,5.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D01_S005,Los Llanos de Aridane,19.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D01_S006,Los Llanos de Aridane,2.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D01_S006,Los Llanos de Aridane,40.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D01_S007,Los Llanos de Aridane,8.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D01_S007,Los Llanos de Aridane,70.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D01_S008,Los Llanos de Aridane,9.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D01_S008,Los Llanos de Aridane,49.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D02_S001,Los Llanos de Aridane,10.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D02_S001,Los Llanos de Aridane,40.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D02_S002,Los Llanos de Aridane,12.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D02_S002,Los Llanos de Aridane,60.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D03_S001,Los Llanos de Aridane,14.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D03_S001,Los Llanos de Aridane,55.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D03_S002,Los Llanos de Aridane,5.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D03_S002,Los Llanos de Aridane,38.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38024,38,20230101_38024_D03_S003,Los Llanos de Aridane,3.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38024,38,20230101_38024_D03_S003,Los Llanos de Aridane,44.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20210101_38025_D01_S001,La Matanza de Acentejo,6.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20210101_38025_D01_S001,La Matanza de Acentejo,124.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20210101_38025_D01_S002,La Matanza de Acentejo,6.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20210101_38025_D01_S002,La Matanza de Acentejo,62.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20210101_38025_D01_S003,La Matanza de Acentejo,7.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20210101_38025_D01_S003,La Matanza de Acentejo,72.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20210101_38025_D01_S004,La Matanza de Acentejo,7.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20210101_38025_D01_S004,La Matanza de Acentejo,70.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20210101_38025_D01_S005,La Matanza de Acentejo,3.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20210101_38025_D01_S005,La Matanza de Acentejo,38.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20220101_38025_D01_S001,La Matanza de Acentejo,7.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20220101_38025_D01_S001,La Matanza de Acentejo,127.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20220101_38025_D01_S002,La Matanza de Acentejo,6.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20220101_38025_D01_S002,La Matanza de Acentejo,69.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20220101_38025_D01_S003,La Matanza de Acentejo,10.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20220101_38025_D01_S003,La Matanza de Acentejo,77.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20220101_38025_D01_S004,La Matanza de Acentejo,8.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20220101_38025_D01_S004,La Matanza de Acentejo,70.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20220101_38025_D01_S005,La Matanza de Acentejo,3.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20220101_38025_D01_S005,La Matanza de Acentejo,48.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20230101_38025_D01_S001,La Matanza de Acentejo,5.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20230101_38025_D01_S001,La Matanza de Acentejo,137.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20230101_38025_D01_S002,La Matanza de Acentejo,6.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20230101_38025_D01_S002,La Matanza de Acentejo,74.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20230101_38025_D01_S003,La Matanza de Acentejo,9.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20230101_38025_D01_S003,La Matanza de Acentejo,86.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20230101_38025_D01_S004,La Matanza de Acentejo,9.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20230101_38025_D01_S004,La Matanza de Acentejo,84.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38025,38,20230101_38025_D01_S005,La Matanza de Acentejo,4.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38025,38,20230101_38025_D01_S005,La Matanza de Acentejo,56.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D01_S001,La Orotava,4.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D01_S001,La Orotava,28.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D01_S002,La Orotava,2.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D01_S002,La Orotava,36.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D01_S004,La Orotava,4.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D01_S004,La Orotava,24.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D02_S001,La Orotava,2.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D02_S001,La Orotava,38.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D02_S002,La Orotava,4.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D02_S002,La Orotava,32.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D02_S003,La Orotava,9.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D02_S003,La Orotava,73.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D02_S004,La Orotava,1.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D02_S004,La Orotava,22.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D03_S001,La Orotava,2.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D03_S001,La Orotava,65.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D03_S002,La Orotava,0.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D03_S002,La Orotava,39.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D03_S003,La Orotava,6.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D03_S003,La Orotava,31.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D03_S004,La Orotava,4.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D03_S004,La Orotava,55.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D03_S005,La Orotava,4.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D03_S005,La Orotava,35.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D03_S006,La Orotava,4.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D03_S006,La Orotava,45.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D03_S007,La Orotava,4.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D03_S007,La Orotava,42.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D04_S001,La Orotava,3.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D04_S001,La Orotava,42.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D04_S002,La Orotava,3.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D04_S002,La Orotava,52.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D04_S003,La Orotava,5.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D04_S003,La Orotava,24.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D04_S004,La Orotava,2.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D04_S004,La Orotava,15.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D04_S005,La Orotava,3.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D04_S005,La Orotava,32.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D05_S001,La Orotava,3.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D05_S001,La Orotava,101.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D05_S002,La Orotava,2.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D05_S002,La Orotava,53.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D05_S003,La Orotava,7.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D05_S003,La Orotava,84.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D05_S004,La Orotava,1.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D05_S004,La Orotava,35.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D05_S005,La Orotava,5.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D05_S005,La Orotava,68.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D06_S001,La Orotava,1.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D06_S001,La Orotava,55.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D06_S002,La Orotava,2.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D06_S002,La Orotava,73.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D06_S003,La Orotava,8.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D06_S003,La Orotava,70.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20210101_38026_D06_S004,La Orotava,3.0,2021,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20210101_38026_D06_S004,La Orotava,139.0,2021,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D01_S001,La Orotava,5.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D01_S001,La Orotava,24.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D01_S002,La Orotava,5.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D01_S002,La Orotava,38.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D01_S004,La Orotava,6.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D01_S004,La Orotava,19.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D02_S001,La Orotava,2.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D02_S001,La Orotava,39.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D02_S002,La Orotava,5.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D02_S002,La Orotava,41.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D02_S003,La Orotava,10.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D02_S003,La Orotava,73.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D02_S004,La Orotava,1.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D02_S004,La Orotava,26.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D03_S001,La Orotava,3.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D03_S001,La Orotava,67.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D03_S002,La Orotava,0.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D03_S002,La Orotava,41.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D03_S003,La Orotava,9.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D03_S003,La Orotava,35.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D03_S004,La Orotava,8.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D03_S004,La Orotava,63.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D03_S005,La Orotava,2.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D03_S005,La Orotava,37.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D03_S006,La Orotava,6.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D03_S006,La Orotava,47.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D03_S007,La Orotava,4.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D03_S007,La Orotava,47.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D04_S001,La Orotava,3.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D04_S001,La Orotava,43.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D04_S002,La Orotava,4.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D04_S002,La Orotava,50.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D04_S003,La Orotava,4.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D04_S003,La Orotava,25.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D04_S004,La Orotava,3.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D04_S004,La Orotava,13.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D04_S005,La Orotava,2.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D04_S005,La Orotava,34.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D05_S001,La Orotava,7.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D05_S001,La Orotava,104.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D05_S002,La Orotava,2.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D05_S002,La Orotava,55.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D05_S003,La Orotava,5.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D05_S003,La Orotava,94.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D05_S004,La Orotava,2.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D05_S004,La Orotava,42.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D05_S005,La Orotava,6.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D05_S005,La Orotava,71.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D06_S001,La Orotava,1.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D06_S001,La Orotava,59.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D06_S002,La Orotava,3.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D06_S002,La Orotava,74.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D06_S003,La Orotava,9.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D06_S003,La Orotava,87.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20220101_38026_D06_S004,La Orotava,2.0,2022,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20220101_38026_D06_S004,La Orotava,151.0,2022,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D01_S001,La Orotava,2.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D01_S001,La Orotava,25.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D01_S002,La Orotava,4.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D01_S002,La Orotava,36.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D01_S004,La Orotava,6.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D01_S004,La Orotava,23.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D02_S001,La Orotava,1.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D02_S001,La Orotava,39.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D02_S002,La Orotava,6.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D02_S002,La Orotava,44.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D02_S003,La Orotava,10.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D02_S003,La Orotava,78.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D02_S004,La Orotava,0.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D02_S004,La Orotava,26.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D03_S001,La Orotava,2.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D03_S001,La Orotava,73.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D03_S002,La Orotava,0.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D03_S002,La Orotava,43.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D03_S003,La Orotava,7.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D03_S003,La Orotava,47.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D03_S004,La Orotava,6.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D03_S004,La Orotava,71.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D03_S005,La Orotava,1.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D03_S005,La Orotava,35.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D03_S006,La Orotava,9.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D03_S006,La Orotava,50.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D03_S007,La Orotava,2.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D03_S007,La Orotava,55.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D04_S001,La Orotava,2.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D04_S001,La Orotava,55.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D04_S002,La Orotava,4.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D04_S002,La Orotava,54.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D04_S003,La Orotava,3.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D04_S003,La Orotava,23.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D04_S004,La Orotava,2.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D04_S004,La Orotava,14.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D04_S005,La Orotava,1.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D04_S005,La Orotava,32.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D05_S001,La Orotava,5.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D05_S001,La Orotava,106.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D05_S002,La Orotava,2.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D05_S002,La Orotava,56.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D05_S003,La Orotava,5.0,2023,Santa Cruz de Tenerife,Mujeres
Construcción,38026,38,20230101_38026_D05_S003,La Orotava,96.0,2023,Santa Cruz de Tenerife,Hombres
Construcción,38026,38,20230101_38026_D05_S004,La Orotava,2.0,2023,Santa Cruz de Tenerife,Mujeres
