TERRITORIO,TIME_PERIOD,MEDIDAS,OBS_VALUE,tipo_territorio
Santa Brígida,2018,Prestaciones por desempleo,1.3,municipio
Santa Brígida,2023,Prestaciones por desempleo,1.3,municipio
Santa Brígida,2022,Prestaciones por desempleo,1.4,municipio
Santa Brígida,2019,Prestaciones por desempleo,1.4,municipio
Santa Brígida,2017,Prestaciones por desempleo,1.5,municipio
El Rosario,2023,Prestaciones por desempleo,1.5,municipio
Teguise,2023,Prestaciones por desempleo,1.6,municipio
Adeje,2016,Otras prestaciones,1.6,municipio
Adeje,2015,Otras prestaciones,1.7,municipio
El Rosario,2022,Prestaciones por desempleo,1.7,municipio
Betancuria,2022,Prestaciones por desempleo,1.7,municipio
Santa Brígida,2016,Prestaciones por desempleo,1.7,municipio
Tías,2023,Prestaciones por desempleo,1.7,municipio
Tías,2016,Otras prestaciones,1.8,municipio
Pájara,2015,Otras prestaciones,1.8,municipio
Candelaria,2023,Prestaciones por desempleo,1.8,municipio
El Rosario,2019,Prestaciones por desempleo,1.8,municipio
El Rosario,2018,Prestaciones por desempleo,1.8,municipio
Teguise,2022,Prestaciones por desempleo,1.8,municipio
El Rosario,2017,Prestaciones por desempleo,1.8,municipio
Tegueste,2023,Prestaciones por desempleo,1.8,municipio
Adeje,2017,Otras prestaciones,1.8,municipio
Yaiza,2023,Prestaciones por desempleo,1.8,municipio
Pájara,2016,Otras prestaciones,1.8,municipio
Tinajo,2023,Prestaciones por desempleo,1.8,municipio
Vilaflor de Chasna,2015,Otras prestaciones,1.9,municipio
Tegueste,2022,Prestaciones por desempleo,1.9,municipio
Santa Brígida,2015,Prestaciones por desempleo,1.9,municipio
San Sebastián de La Gomera,2023,Prestaciones por desempleo,1.9,municipio
Betancuria,2023,Prestaciones por desempleo,1.9,municipio
Vilaflor de Chasna,2016,Otras prestaciones,1.9,municipio
Santa Cruz de Tenerife,2023,Prestaciones por desempleo,1.9,municipio
San Bartolomé,2023,Prestaciones por desempleo,1.9,municipio
Breña Baja,2022,Prestaciones por desempleo,1.9,municipio
Las Palmas de Gran Canaria,2023,Prestaciones por desempleo,1.9,municipio
Alajeró,2023,Prestaciones por desempleo,1.9,municipio
San Miguel de Abona,2016,Otras prestaciones,1.9,municipio
La Oliva,2015,Otras prestaciones,2.0,municipio
San Andrés y Sauces,2023,Prestaciones por desempleo,2.0,municipio
Teguise,2018,Prestaciones por desempleo,2.0,municipio
Santa Cruz de Tenerife,2022,Prestaciones por desempleo,2.0,municipio
Puerto de la Cruz,2023,Prestaciones por desempleo,2.0,municipio
Candelaria,2022,Prestaciones por desempleo,2.0,municipio
Tías,2015,Otras prestaciones,2.0,municipio
Tías,2017,Otras prestaciones,2.0,municipio
Lanzarote,2023,Prestaciones por desempleo,2.0,isla
El Sauzal,2023,Prestaciones por desempleo,2.0,municipio
San Miguel de Abona,2015,Otras prestaciones,2.0,municipio
Breña Baja,2023,Prestaciones por desempleo,2.0,municipio
Tegueste,2018,Prestaciones por desempleo,2.0,municipio
Haría,2023,Prestaciones por desempleo,2.0,municipio
Breña Alta,2015,Otras prestaciones,2.0,municipio
Yaiza,2015,Otras prestaciones,2.0,municipio
San Andrés y Sauces,2022,Prestaciones por desempleo,2.1,municipio
Pájara,2017,Otras prestaciones,2.1,municipio
San Miguel de Abona,2017,Otras prestaciones,2.1,municipio
Arona,2016,Otras prestaciones,2.1,municipio
San Sebastián de La Gomera,2022,Prestaciones por desempleo,2.1,municipio
Yaiza,2016,Otras prestaciones,2.1,municipio
Santa Cruz de La Palma,2022,Prestaciones por desempleo,2.1,municipio
La Oliva,2016,Otras prestaciones,2.1,municipio
Teguise,2019,Prestaciones por desempleo,2.1,municipio
Tegueste,2019,Prestaciones por desempleo,2.1,municipio
Teguise,2015,Otras prestaciones,2.1,municipio
Alajeró,2022,Prestaciones por desempleo,2.1,municipio
Valverde,2023,Prestaciones por desempleo,2.1,municipio
Tacoronte,2023,Prestaciones por desempleo,2.1,municipio
Las Palmas de Gran Canaria,2022,Prestaciones por desempleo,2.1,municipio
Breña Alta,2016,Otras prestaciones,2.1,municipio
Tejeda,2019,Prestaciones por desempleo,2.1,municipio
Santa Cruz de La Palma,2023,Prestaciones por desempleo,2.2,municipio
Yaiza,2022,Prestaciones por desempleo,2.2,municipio
Teguise,2017,Prestaciones por desempleo,2.2,municipio
La Oliva,2017,Otras prestaciones,2.2,municipio
San Bartolomé,2015,Otras prestaciones,2.2,municipio
Breña Alta,2023,Prestaciones por desempleo,2.2,municipio
El Sauzal,2022,Prestaciones por desempleo,2.2,municipio
Santa Cruz de Tenerife,2019,Prestaciones por desempleo,2.2,municipio
Santa Cruz de Tenerife,2018,Prestaciones por desempleo,2.2,municipio
Tejeda,2022,Prestaciones por desempleo,2.2,municipio
Adeje,2018,Otras prestaciones,2.2,municipio
Adeje,2019,Otras prestaciones,2.2,municipio
Adeje,2023,Prestaciones por desempleo,2.2,municipio
San Cristóbal de La Laguna,2023,Prestaciones por desempleo,2.2,municipio
San Bartolomé,2016,Otras prestaciones,2.2,municipio
Tegueste,2017,Prestaciones por desempleo,2.2,municipio
El Rosario,2015,Otras prestaciones,2.2,municipio
El Rosario,2016,Otras prestaciones,2.2,municipio
La Gomera,2023,Prestaciones por desempleo,2.2,isla
El Rosario,2016,Prestaciones por desempleo,2.2,municipio
Teguise,2016,Otras prestaciones,2.2,municipio
Tías,2022,Prestaciones por desempleo,2.2,municipio
Tías,2018,Otras prestaciones,2.2,municipio
Vega de San Mateo,2023,Prestaciones por desempleo,2.2,municipio
Puntallana,2023,Prestaciones por desempleo,2.2,municipio
Arona,2015,Otras prestaciones,2.2,municipio
Las Palmas de Gran Canaria,2018,Prestaciones por desempleo,2.2,municipio
Yaiza,2017,Otras prestaciones,2.2,municipio
Haría,2022,Prestaciones por desempleo,2.2,municipio
Las Palmas de Gran Canaria,2019,Prestaciones por desempleo,2.2,municipio
Candelaria,2018,Prestaciones por desempleo,2.2,municipio
Artenara,2023,Prestaciones por desempleo,2.2,municipio
Valverde,2019,Prestaciones por desempleo,2.2,municipio
Antigua,2016,Otras prestaciones,2.2,municipio
Breña Alta,2022,Prestaciones por desempleo,2.2,municipio
San Bartolomé de Tirajana,2023,Prestaciones por desempleo,2.3,municipio
Tenerife,2023,Prestaciones por desempleo,2.3,isla
Arucas,2023,Prestaciones por desempleo,2.3,municipio
San Bartolomé,2022,Prestaciones por desempleo,2.3,municipio
Santa Brígida,2021,Prestaciones por desempleo,2.3,municipio
Valleseco,2023,Prestaciones por desempleo,2.3,municipio
El Sauzal,2019,Prestaciones por desempleo,2.3,municipio
Tejeda,2023,Prestaciones por desempleo,2.3,municipio
Breña Baja,2018,Prestaciones por desempleo,2.3,municipio
Lanzarote,2015,Otras prestaciones,2.3,isla
Santiago del Teide,2016,Otras prestaciones,2.3,municipio
Canarias,2023,Prestaciones por desempleo,2.3,isla
Tías,2019,Otras prestaciones,2.3,municipio
Tejeda,2018,Prestaciones por desempleo,2.3,municipio
El Pinar de El Hierro,2015,Otras prestaciones,2.3,municipio
San Andrés y Sauces,2019,Prestaciones por desempleo,2.3,municipio
San Andrés y Sauces,2017,Prestaciones por desempleo,2.3,municipio
Fuerteventura,2016,Otras prestaciones,2.3,isla
Gran Canaria,2023,Prestaciones por desempleo,2.3,isla
Teguise,2017,Otras prestaciones,2.3,municipio
San Andrés y Sauces,2018,Prestaciones por desempleo,2.3,municipio
Santiago del Teide,2023,Prestaciones por desempleo,2.3,municipio
Las Palmas,2023,Prestaciones por desempleo,2.3,provincia
Haría,2018,Prestaciones por desempleo,2.3,municipio
Artenara,2022,Prestaciones por desempleo,2.3,municipio
Candelaria,2019,Prestaciones por desempleo,2.3,municipio
Las Palmas de Gran Canaria,2017,Prestaciones por desempleo,2.3,municipio
Teror,2023,Prestaciones por desempleo,2.4,municipio
Villa de Mazo,2022,Prestaciones por desempleo,2.4,municipio
Tegueste,2016,Prestaciones por desempleo,2.4,municipio
Tacoronte,2022,Prestaciones por desempleo,2.4,municipio
Santa Cruz de La Palma,2018,Prestaciones por desempleo,2.4,municipio
Santa Cruz de La Palma,2019,Prestaciones por desempleo,2.4,municipio
Vega de San Mateo,2022,Prestaciones por desempleo,2.4,municipio
El Rosario,2017,Otras prestaciones,2.4,municipio
Tinajo,2016,Otras prestaciones,2.4,municipio
Puerto del Rosario,2016,Otras prestaciones,2.4,municipio
Teguise,2016,Prestaciones por desempleo,2.4,municipio
La Orotava,2023,Prestaciones por desempleo,2.4,municipio
Puerto del Rosario,2023,Prestaciones por desempleo,2.4,municipio
Agulo,2022,Prestaciones por desempleo,2.4,municipio
Breña Baja,2019,Prestaciones por desempleo,2.4,municipio
Puntallana,2022,Prestaciones por desempleo,2.4,municipio
Valverde,2016,Otras prestaciones,2.4,municipio
San Miguel de Abona,2023,Prestaciones por desempleo,2.4,municipio
Antigua,2023,Prestaciones por desempleo,2.4,municipio
Lanzarote,2016,Otras prestaciones,2.4,isla
Santiago del Teide,2017,Otras prestaciones,2.4,municipio
Lanzarote,2022,Prestaciones por desempleo,2.4,isla
La Gomera,2022,Prestaciones por desempleo,2.4,isla
Valleseco,2022,Prestaciones por desempleo,2.4,municipio
San Andrés y Sauces,2016,Prestaciones por desempleo,2.4,municipio
El Rosario,2015,Prestaciones por desempleo,2.4,municipio
Breña Baja,2016,Otras prestaciones,2.4,municipio
Valle Gran Rey,2023,Prestaciones por desempleo,2.4,municipio
La Oliva,2018,Otras prestaciones,2.4,municipio
San Bartolomé,2017,Otras prestaciones,2.4,municipio
San Cristóbal de La Laguna,2022,Prestaciones por desempleo,2.4,municipio
El Sauzal,2018,Prestaciones por desempleo,2.4,municipio
Santa Cruz de Tenerife,2017,Prestaciones por desempleo,2.4,municipio
Haría,2017,Prestaciones por desempleo,2.4,municipio
Puerto de la Cruz,2022,Prestaciones por desempleo,2.4,municipio
Arucas,2022,Prestaciones por desempleo,2.4,municipio
El Pinar de El Hierro,2016,Otras prestaciones,2.4,municipio
Antigua,2017,Otras prestaciones,2.4,municipio
Antigua,2018,Otras prestaciones,2.4,municipio
Tinajo,2022,Prestaciones por desempleo,2.4,municipio
Valverde,2022,Prestaciones por desempleo,2.4,municipio
Candelaria,2017,Prestaciones por desempleo,2.5,municipio
Antigua,2019,Otras prestaciones,2.5,municipio
Breña Alta,2017,Otras prestaciones,2.5,municipio
Las Palmas,2022,Prestaciones por desempleo,2.5,provincia
Santa María de Guía de Gran Canaria,2023,Prestaciones por desempleo,2.5,municipio
Barlovento,2022,Prestaciones por desempleo,2.5,municipio
Santa María de Guía de Gran Canaria,2022,Prestaciones por desempleo,2.5,municipio
Santa Úrsula,2023,Prestaciones por desempleo,2.5,municipio
Teror,2018,Prestaciones por desempleo,2.5,municipio
Teror,2022,Prestaciones por desempleo,2.5,municipio
Teror,2017,Prestaciones por desempleo,2.5,municipio
El Rosario,2018,Otras prestaciones,2.5,municipio
Pájara,2023,Prestaciones por desempleo,2.5,municipio
La Oliva,2019,Otras prestaciones,2.5,municipio
Gran Canaria,2022,Prestaciones por desempleo,2.5,isla
Yaiza,2018,Otras prestaciones,2.5,municipio
Barlovento,2023,Prestaciones por desempleo,2.5,municipio
Fuerteventura,2017,Otras prestaciones,2.5,isla
Fuerteventura,2023,Prestaciones por desempleo,2.5,isla
Lanzarote,2017,Otras prestaciones,2.5,isla
El Hierro,2023,Prestaciones por desempleo,2.5,isla
Santiago del Teide,2015,Otras prestaciones,2.5,municipio
El Hierro,2019,Prestaciones por desempleo,2.5,isla
Teguise,2019,Otras prestaciones,2.5,municipio
Teguise,2018,Otras prestaciones,2.5,municipio
Tinajo,2015,Otras prestaciones,2.5,municipio
Vilaflor de Chasna,2017,Otras prestaciones,2.5,municipio
Fuerteventura,2015,Otras prestaciones,2.5,isla
Arafo,2023,Prestaciones por desempleo,2.5,municipio
Guía de Isora,2016,Otras prestaciones,2.5,municipio
Arafo,2022,Prestaciones por desempleo,2.5,municipio
Tías,2019,Prestaciones por desempleo,2.5,municipio
Firgas,2023,Prestaciones por desempleo,2.5,municipio
Arucas,2018,Prestaciones por desempleo,2.5,municipio
Valverde,2015,Otras prestaciones,2.5,municipio
Antigua,2015,Otras prestaciones,2.5,municipio
Fuencaliente de La Palma,2016,Otras prestaciones,2.5,municipio
Arona,2017,Otras prestaciones,2.5,municipio
Granadilla de Abona,2015,Otras prestaciones,2.5,municipio
Arucas,2019,Prestaciones por desempleo,2.5,municipio
Tinajo,2019,Otras prestaciones,2.6,municipio
Los Silos,2018,Otras prestaciones,2.6,municipio
El Rosario,2019,Otras prestaciones,2.6,municipio
Yaiza,2019,Otras prestaciones,2.6,municipio
Adeje,2022,Prestaciones por desempleo,2.6,municipio
Santa Cruz de La Palma,2017,Prestaciones por desempleo,2.6,municipio
Arico,2016,Otras prestaciones,2.6,municipio
Arafo,2015,Otras prestaciones,2.6,municipio
San Sebastián de La Gomera,2018,Prestaciones por desempleo,2.6,municipio
Moya,2022,Prestaciones por desempleo,2.6,municipio
San Cristóbal de La Laguna,2019,Prestaciones por desempleo,2.6,municipio
Tegueste,2016,Otras prestaciones,2.6,municipio
Tegueste,2015,Otras prestaciones,2.6,municipio
Villa de Mazo,2023,Prestaciones por desempleo,2.6,municipio
Teror,2019,Prestaciones por desempleo,2.6,municipio
Agaete,2022,Prestaciones por desempleo,2.6,municipio
Valleseco,2019,Prestaciones por desempleo,2.6,municipio
Pájara,2018,Otras prestaciones,2.6,municipio
Tías,2017,Prestaciones por desempleo,2.6,municipio
Tinajo,2017,Otras prestaciones,2.6,municipio
Mogán,2023,Prestaciones por desempleo,2.6,municipio
Arrecife,2023,Prestaciones por desempleo,2.6,municipio
Haría,2019,Prestaciones por desempleo,2.6,municipio
Vega de San Mateo,2018,Prestaciones por desempleo,2.6,municipio
Breña Baja,2015,Otras prestaciones,2.6,municipio
Betancuria,2019,Prestaciones por desempleo,2.6,municipio
Breña Baja,2017,Otras prestaciones,2.6,municipio
Valleseco,2018,Prestaciones por desempleo,2.6,municipio
Vilaflor de Chasna,2019,Otras prestaciones,2.6,municipio
Guía de Isora,2015,Otras prestaciones,2.6,municipio
San Cristóbal de La Laguna,2018,Prestaciones por desempleo,2.6,municipio
Breña Alta,2018,Prestaciones por desempleo,2.6,municipio
Guía de Isora,2017,Otras prestaciones,2.6,municipio
Tuineje,2023,Prestaciones por desempleo,2.6,municipio
Las Palmas de Gran Canaria,2016,Prestaciones por desempleo,2.6,municipio
Tenerife,2022,Prestaciones por desempleo,2.6,isla
Arucas,2017,Prestaciones por desempleo,2.6,municipio
Granadilla de Abona,2016,Otras prestaciones,2.6,municipio
Fuencaliente de La Palma,2017,Otras prestaciones,2.6,municipio
Tías,2018,Prestaciones por desempleo,2.6,municipio
Puntallana,2019,Prestaciones por desempleo,2.6,municipio
Agüimes,2023,Prestaciones por desempleo,2.6,municipio
Agulo,2023,Prestaciones por desempleo,2.6,municipio
Firgas,2018,Prestaciones por desempleo,2.6,municipio
Tinajo,2019,Prestaciones por desempleo,2.6,municipio
Firgas,2019,Prestaciones por desempleo,2.6,municipio
San Miguel de Abona,2018,Otras prestaciones,2.6,municipio
Fasnia,2015,Otras prestaciones,2.6,municipio
Haría,2016,Prestaciones por desempleo,2.6,municipio
Moya,2023,Prestaciones por desempleo,2.6,municipio
Valverde,2018,Prestaciones por desempleo,2.6,municipio
Canarias,2022,Prestaciones por desempleo,2.6,isla
Puntallana,2018,Prestaciones por desempleo,2.6,municipio
Adeje,2023,Otras prestaciones,2.7,municipio
San Bartolomé de Tirajana,2022,Prestaciones por desempleo,2.7,municipio
Tacoronte,2019,Prestaciones por desempleo,2.7,municipio
Tacoronte,2018,Prestaciones por desempleo,2.7,municipio
La Oliva,2023,Prestaciones por desempleo,2.7,municipio
Güímar,2023,Prestaciones por desempleo,2.7,municipio
Gran Canaria,2018,Prestaciones por desempleo,2.7,isla
Santa Cruz de La Palma,2016,Otras prestaciones,2.7,municipio
Vilaflor de Chasna,2018,Otras prestaciones,2.7,municipio
Teguise,2023,Otras prestaciones,2.7,municipio
Arrecife,2015,Otras prestaciones,2.7,municipio
Arafo,2018,Prestaciones por desempleo,2.7,municipio
Breña Alta,2019,Prestaciones por desempleo,2.7,municipio
Puntagorda,2019,Otras prestaciones,2.7,municipio
Villa de Mazo,2015,Otras prestaciones,2.7,municipio
Valsequillo de Gran Canaria,2023,Prestaciones por desempleo,2.7,municipio
San Bartolomé,2018,Otras prestaciones,2.7,municipio
San Bartolomé,2019,Otras prestaciones,2.7,municipio
Breña Alta,2019,Otras prestaciones,2.7,municipio
Santa Cruz de Tenerife,2016,Prestaciones por desempleo,2.7,municipio
El Pinar de El Hierro,2023,Prestaciones por desempleo,2.7,municipio
Breña Alta,2018,Otras prestaciones,2.7,municipio
Breña Baja,2017,Prestaciones por desempleo,2.7,municipio
San Miguel de Abona,2019,Otras prestaciones,2.7,municipio
Artenara,2018,Prestaciones por desempleo,2.7,municipio
Fasnia,2016,Otras prestaciones,2.7,municipio
Betancuria,2016,Otras prestaciones,2.7,municipio
Haría,2015,Prestaciones por desempleo,2.7,municipio
Tuineje,2016,Otras prestaciones,2.7,municipio
Valle Gran Rey,2022,Prestaciones por desempleo,2.7,municipio
Santa Cruz de La Palma,2015,Otras prestaciones,2.7,municipio
Valsequillo de Gran Canaria,2022,Prestaciones por desempleo,2.7,municipio
Puerto de la Cruz,2018,Prestaciones por desempleo,2.7,municipio
Puerto de la Cruz,2019,Prestaciones por desempleo,2.7,municipio
Santiago del Teide,2022,Prestaciones por desempleo,2.7,municipio
Arona,2023,Prestaciones por desempleo,2.7,municipio
Pájara,2019,Otras prestaciones,2.7,municipio
Santa Brígida,2016,Otras prestaciones,2.7,municipio
Lanzarote,2018,Otras prestaciones,2.7,isla
Santa Úrsula,2016,Otras prestaciones,2.7,municipio
La Guancha,2023,Prestaciones por desempleo,2.7,municipio
Santa Úrsula,2015,Otras prestaciones,2.7,municipio
Agaete,2023,Prestaciones por desempleo,2.7,municipio
El Sauzal,2016,Otras prestaciones,2.7,municipio
Puerto del Rosario,2022,Prestaciones por desempleo,2.7,municipio
Gáldar,2023,Prestaciones por desempleo,2.7,municipio
Santa María de Guía de Gran Canaria,2019,Prestaciones por desempleo,2.7,municipio
Santa María de Guía de Gran Canaria,2018,Prestaciones por desempleo,2.7,municipio
San Andrés y Sauces,2021,Prestaciones por desempleo,2.7,municipio
Teguise,2015,Prestaciones por desempleo,2.7,municipio
San Sebastián de La Gomera,2019,Prestaciones por desempleo,2.7,municipio
Mogán,2016,Otras prestaciones,2.7,municipio
Mogán,2015,Otras prestaciones,2.7,municipio
Vega de San Mateo,2019,Prestaciones por desempleo,2.7,municipio
Tejeda,2016,Prestaciones por desempleo,2.7,municipio
Firgas,2017,Prestaciones por desempleo,2.7,municipio
El Hierro,2016,Otras prestaciones,2.7,isla
Granadilla de Abona,2017,Otras prestaciones,2.7,municipio
Firgas,2022,Prestaciones por desempleo,2.7,municipio
El Pinar de El Hierro,2019,Prestaciones por desempleo,2.7,municipio
El Pinar de El Hierro,2018,Otras prestaciones,2.8,municipio
El Pinar de El Hierro,2022,Prestaciones por desempleo,2.8,municipio
Fasnia,2023,Prestaciones por desempleo,2.8,municipio
Valverde,2017,Otras prestaciones,2.8,municipio
Candelaria,2016,Prestaciones por desempleo,2.8,municipio
Santa Brígida,2018,Otras prestaciones,2.8,municipio
Tías,2022,Otras prestaciones,2.8,municipio
San Andrés y Sauces,2015,Prestaciones por desempleo,2.8,municipio
Tías,2023,Otras prestaciones,2.8,municipio
Tías,2016,Prestaciones por desempleo,2.8,municipio
Vega de San Mateo,2017,Prestaciones por desempleo,2.8,municipio
La Palma,2016,Otras prestaciones,2.8,isla
Santa Brígida,2015,Otras prestaciones,2.8,municipio
Tinajo,2018,Prestaciones por desempleo,2.8,municipio
La Orotava,2022,Prestaciones por desempleo,2.8,municipio
Valleseco,2017,Prestaciones por desempleo,2.8,municipio
Puerto del Rosario,2017,Otras prestaciones,2.8,municipio
Tinajo,2018,Otras prestaciones,2.8,municipio
Santa Cruz de Tenerife,2015,Otras prestaciones,2.8,municipio
El Sauzal,2017,Prestaciones por desempleo,2.8,municipio
El Sauzal,2015,Otras prestaciones,2.8,municipio
Teguise,2020,Otras prestaciones,2.8,municipio
San Cristóbal de La Laguna,2017,Prestaciones por desempleo,2.8,municipio
Güímar,2016,Otras prestaciones,2.8,municipio
Yaiza,2023,Otras prestaciones,2.8,municipio
Tuineje,2015,Otras prestaciones,2.8,municipio
Tenerife,2015,Otras prestaciones,2.8,isla
Los Silos,2018,Prestaciones por desempleo,2.8,municipio
Tijarafe,2023,Prestaciones por desempleo,2.8,municipio
Haría,2015,Otras prestaciones,2.8,municipio
Güímar,2015,Otras prestaciones,2.8,municipio
San Bartolomé,2018,Prestaciones por desempleo,2.8,municipio
Betancuria,2015,Otras prestaciones,2.8,municipio
Valsequillo de Gran Canaria,2018,Prestaciones por desempleo,2.8,municipio
Adeje,2022,Otras prestaciones,2.8,municipio
Gran Canaria,2017,Prestaciones por desempleo,2.8,isla
Gran Canaria,2019,Prestaciones por desempleo,2.8,isla
Moya,2018,Prestaciones por desempleo,2.8,municipio
Adeje,2020,Otras prestaciones,2.8,municipio
Tegueste,2015,Prestaciones por desempleo,2.8,municipio
Arrecife,2016,Otras prestaciones,2.8,municipio
Breña Alta,2017,Prestaciones por desempleo,2.8,municipio
Teror,2016,Prestaciones por desempleo,2.8,municipio
Arafo,2019,Prestaciones por desempleo,2.8,municipio
San Sebastián de La Gomera,2016,Otras prestaciones,2.8,municipio
Guía de Isora,2023,Prestaciones por desempleo,2.8,municipio
Fuerteventura,2018,Otras prestaciones,2.8,isla
Frontera,2023,Prestaciones por desempleo,2.8,municipio
Fuencaliente de La Palma,2015,Otras prestaciones,2.8,municipio
Arona,2019,Otras prestaciones,2.8,municipio
Arona,2018,Otras prestaciones,2.8,municipio
Tejeda,2017,Prestaciones por desempleo,2.8,municipio
El Hierro,2015,Otras prestaciones,2.8,isla
Hermigua,2023,Prestaciones por desempleo,2.8,municipio
Lanzarote,2019,Otras prestaciones,2.8,isla
El Hierro,2022,Prestaciones por desempleo,2.8,isla
Telde,2023,Prestaciones por desempleo,2.8,municipio
Vilaflor de Chasna,2023,Prestaciones por desempleo,2.8,municipio
Gáldar,2022,Prestaciones por desempleo,2.8,municipio
Arico,2015,Otras prestaciones,2.8,municipio
Villa de Mazo,2016,Otras prestaciones,2.8,municipio
Fasnia,2022,Prestaciones por desempleo,2.9,municipio
Santa Cruz de Tenerife,2016,Otras prestaciones,2.9,municipio
San Cristóbal de La Laguna,2015,Otras prestaciones,2.9,municipio
Güímar,2022,Prestaciones por desempleo,2.9,municipio
Tegueste,2017,Otras prestaciones,2.9,municipio
Arrecife,2017,Otras prestaciones,2.9,municipio
Mogán,2017,Otras prestaciones,2.9,municipio
Puntagorda,2016,Otras prestaciones,2.9,municipio
Villa de Mazo,2019,Prestaciones por desempleo,2.9,municipio
Moya,2019,Prestaciones por desempleo,2.9,municipio
Valsequillo de Gran Canaria,2019,Prestaciones por desempleo,2.9,municipio
Los Llanos de Aridane,2015,Otras prestaciones,2.9,municipio
San Bartolomé,2017,Prestaciones por desempleo,2.9,municipio
San Bartolomé,2019,Prestaciones por desempleo,2.9,municipio
Puerto de la Cruz,2017,Prestaciones por desempleo,2.9,municipio
Tacoronte,2015,Otras prestaciones,2.9,municipio
Tenerife,2018,Prestaciones por desempleo,2.9,isla
Tacoronte,2016,Otras prestaciones,2.9,municipio
Tenerife,2016,Otras prestaciones,2.9,isla
La Palma,2019,Prestaciones por desempleo,2.9,isla
Teguise,2022,Otras prestaciones,2.9,municipio
Valleseco,2016,Prestaciones por desempleo,2.9,municipio
El Paso,2016,Otras prestaciones,2.9,municipio
Santa Brígida,2017,Otras prestaciones,2.9,municipio
Santiago del Teide,2018,Otras prestaciones,2.9,municipio
La Palma,2023,Prestaciones por desempleo,2.9,isla
Canarias,2018,Prestaciones por desempleo,2.9,isla
El Pinar de El Hierro,2019,Otras prestaciones,2.9,municipio
Santa Brígida,2019,Otras prestaciones,2.9,municipio
Tías,2021,Otras prestaciones,2.9,municipio
Puntallana,2017,Prestaciones por desempleo,2.9,municipio
Las Palmas,2019,Prestaciones por desempleo,2.9,provincia
Arucas,2016,Prestaciones por desempleo,2.9,municipio
Las Palmas,2018,Prestaciones por desempleo,2.9,provincia
Garachico,2022,Prestaciones por desempleo,2.9,municipio
Arafo,2016,Otras prestaciones,2.9,municipio
Arafo,2017,Otras prestaciones,2.9,municipio
Villa de Mazo,2018,Prestaciones por desempleo,2.9,municipio
El Hierro,2018,Prestaciones por desempleo,2.9,isla
Vilaflor de Chasna,2019,Prestaciones por desempleo,2.9,municipio
Granadilla de Abona,2023,Prestaciones por desempleo,2.9,municipio
Frontera,2019,Prestaciones por desempleo,2.9,municipio
Breña Baja,2019,Otras prestaciones,2.9,municipio
Garachico,2023,Prestaciones por desempleo,2.9,municipio
Telde,2022,Prestaciones por desempleo,2.9,municipio
Arico,2017,Otras prestaciones,2.9,municipio
Fuerteventura,2022,Prestaciones por desempleo,2.9,isla
Ingenio,2023,Prestaciones por desempleo,2.9,municipio
Betancuria,2018,Prestaciones por desempleo,2.9,municipio
Hermigua,2022,Prestaciones por desempleo,2.9,municipio
La Palma,2015,Otras prestaciones,2.9,isla
Santa Úrsula,2022,Prestaciones por desempleo,2.9,municipio
El Pinar de El Hierro,2018,Prestaciones por desempleo,2.9,municipio
Valverde,2017,Prestaciones por desempleo,2.9,municipio
Canarias,2019,Prestaciones por desempleo,2.9,isla
Fasnia,2018,Prestaciones por desempleo,2.9,municipio
Puntallana,2016,Otras prestaciones,3.0,municipio
La Palma,2018,Prestaciones por desempleo,3.0,isla
Teguise,2021,Otras prestaciones,3.0,municipio
La Orotava,2015,Otras prestaciones,3.0,municipio
Puntagorda,2017,Otras prestaciones,3.0,municipio
El Paso,2015,Otras prestaciones,3.0,municipio
Santa Cruz de Tenerife,2015,Prestaciones por desempleo,3.0,municipio
San Cristóbal de La Laguna,2016,Otras prestaciones,3.0,municipio
La Matanza de Acentejo,2022,Prestaciones por desempleo,3.0,municipio
San Sebastián de La Gomera,2017,Prestaciones por desempleo,3.0,municipio
Guía de Isora,2019,Otras prestaciones,3.0,municipio
Arrecife,2018,Otras prestaciones,3.0,municipio
Guía de Isora,2018,Otras prestaciones,3.0,municipio
El Rosario,2020,Otras prestaciones,3.0,municipio
Tegueste,2021,Prestaciones por desempleo,3.0,municipio
El Rosario,2022,Otras prestaciones,3.0,municipio
El Rosario,2021,Otras prestaciones,3.0,municipio
Los Llanos de Aridane,2016,Otras prestaciones,3.0,municipio
Haría,2019,Otras prestaciones,3.0,municipio
El Rosario,2023,Otras prestaciones,3.0,municipio
Los Realejos,2023,Prestaciones por desempleo,3.0,municipio
Tuineje,2017,Otras prestaciones,3.0,municipio
Las Palmas de Gran Canaria,2015,Prestaciones por desempleo,3.0,municipio
Güímar,2017,Otras prestaciones,3.0,municipio
Haría,2016,Otras prestaciones,3.0,municipio
Yaiza,2020,Otras prestaciones,3.0,municipio
Tacoronte,2017,Otras prestaciones,3.0,municipio
Tenerife,2019,Prestaciones por desempleo,3.0,isla
Puerto de la Cruz,2016,Prestaciones por desempleo,3.0,municipio
La Oliva,2022,Prestaciones por desempleo,3.0,municipio
Barlovento,2017,Prestaciones por desempleo,3.0,municipio
San Bartolomé,2023,Otras prestaciones,3.0,municipio
Santa Cruz de La Palma,2019,Otras prestaciones,3.0,municipio
Tacoronte,2018,Otras prestaciones,3.0,municipio
Vallehermoso,2023,Prestaciones por desempleo,3.0,municipio
Yaiza,2022,Otras prestaciones,3.0,municipio
