TERRITORIO,TIME_PERIOD,MEDIDAS,OBS_VALUE,tipo_territorio
Agulo,2015,Pensiones,31.6,municipio
Vallehermoso,2016,Pensiones,31.7,municipio
Garafía,2020,Pensiones,32.0,municipio
Vallehermoso,2015,Pensiones,32.3,municipio
Agulo,2017,Pensiones,32.8,municipio
Garafía,2019,Pensiones,33.6,municipio
Garafía,2018,Pensiones,34.6,municipio
Garafía,2017,Pensiones,35.3,municipio
Garafía,2016,Pensiones,37.0,municipio
Garafía,2015,Pensiones,38.1,municipio
Garafía,2015,Sueldos y salarios,40.8,municipio
Garafía,2016,Sueldos y salarios,41.4,municipio
Garafía,2017,Sueldos y salarios,42.9,municipio
Garafía,2018,Sueldos y salarios,43.5,municipio
Puerto de la Cruz,2020,Sueldos y salarios,44.3,municipio
Garafía,2019,Sueldos y salarios,45.0,municipio
Tijarafe,2018,Sueldos y salarios,45.5,municipio
Tijarafe,2020,Sueldos y salarios,45.5,municipio
Vallehermoso,2015,Sueldos y salarios,45.6,municipio
Mogán,2020,Sueldos y salarios,45.8,municipio
Valle Gran Rey,2020,Sueldos y salarios,45.9,municipio
Vallehermoso,2020,Sueldos y salarios,46.0,municipio
Garafía,2023,Sueldos y salarios,46.3,municipio
Garafía,2020,Sueldos y salarios,46.3,municipio
Tijarafe,2017,Sueldos y salarios,46.5,municipio
Betancuria,2020,Sueldos y salarios,46.6,municipio
Agulo,2020,Sueldos y salarios,46.6,municipio
Puerto de la Cruz,2021,Sueldos y salarios,46.6,municipio
Tijarafe,2021,Sueldos y salarios,46.7,municipio
Vallehermoso,2016,Sueldos y salarios,46.7,municipio
Valle Gran Rey,2021,Sueldos y salarios,46.9,municipio
Agulo,2021,Sueldos y salarios,47.0,municipio
Tijarafe,2016,Sueldos y salarios,47.1,municipio
Tijarafe,2023,Sueldos y salarios,47.3,municipio
Tijarafe,2015,Sueldos y salarios,47.3,municipio
Mogán,2021,Sueldos y salarios,47.4,municipio
Barlovento,2020,Sueldos y salarios,47.5,municipio
Agulo,2017,Sueldos y salarios,47.7,municipio
San Bartolomé de Tirajana,2020,Sueldos y salarios,47.7,municipio
Tejeda,2020,Sueldos y salarios,47.7,municipio
Tijarafe,2019,Sueldos y salarios,47.8,municipio
Santiago del Teide,2020,Sueldos y salarios,47.9,municipio
Betancuria,2021,Sueldos y salarios,47.9,municipio
Buenavista del Norte,2020,Sueldos y salarios,48.1,municipio
Tijarafe,2022,Sueldos y salarios,48.1,municipio
Tejeda,2021,Sueldos y salarios,48.1,municipio
Barlovento,2021,Sueldos y salarios,48.2,municipio
Puerto de la Cruz,2022,Sueldos y salarios,48.3,municipio
Barlovento,2018,Sueldos y salarios,48.4,municipio
El Tanque,2020,Sueldos y salarios,48.5,municipio
Garafía,2021,Sueldos y salarios,48.5,municipio
Vilaflor de Chasna,2021,Sueldos y salarios,48.8,municipio
Arona,2020,Sueldos y salarios,49.0,municipio
Vilaflor de Chasna,2020,Sueldos y salarios,49.1,municipio
Vallehermoso,2017,Sueldos y salarios,49.1,municipio
Vallehermoso,2021,Sueldos y salarios,49.1,municipio
Garafía,2022,Sueldos y salarios,49.1,municipio
Garachico,2020,Sueldos y salarios,49.1,municipio
Buenavista del Norte,2021,Sueldos y salarios,49.2,municipio
Hermigua,2020,Sueldos y salarios,49.2,municipio
Tejeda,2015,Sueldos y salarios,49.2,municipio
Agulo,2022,Sueldos y salarios,49.3,municipio
Puerto de la Cruz,2023,Sueldos y salarios,49.4,municipio
Agulo,2016,Sueldos y salarios,49.5,municipio
San Bartolomé de Tirajana,2021,Sueldos y salarios,49.7,municipio
Agulo,2015,Sueldos y salarios,49.8,municipio
Barlovento,2015,Sueldos y salarios,49.8,municipio
Agulo,2018,Sueldos y salarios,49.8,municipio
La Aldea de San Nicolás,2020,Sueldos y salarios,49.8,municipio
Adeje,2020,Sueldos y salarios,49.9,municipio
Tejeda,2023,Sueldos y salarios,49.9,municipio
Tejeda,2022,Sueldos y salarios,49.9,municipio
Barlovento,2023,Sueldos y salarios,49.9,municipio
Vallehermoso,2018,Sueldos y salarios,49.9,municipio
Santiago del Teide,2021,Sueldos y salarios,50.0,municipio
Yaiza,2020,Sueldos y salarios,50.1,municipio
Puerto de la Cruz,2019,Sueldos y salarios,50.2,municipio
Barlovento,2019,Sueldos y salarios,50.3,municipio
San Andrés y Sauces,2018,Sueldos y salarios,50.3,municipio
Barlovento,2016,Sueldos y salarios,50.4,municipio
Puerto de la Cruz,2015,Sueldos y salarios,50.4,municipio
Tías,2021,Sueldos y salarios,50.5,municipio
Fuencaliente de La Palma,2020,Sueldos y salarios,50.5,municipio
Puerto de la Cruz,2018,Sueldos y salarios,50.5,municipio
Tazacorte,2015,Sueldos y salarios,50.6,municipio
Tazacorte,2020,Sueldos y salarios,50.6,municipio
Guía de Isora,2020,Sueldos y salarios,50.7,municipio
San Andrés y Sauces,2020,Sueldos y salarios,50.7,municipio
Tejeda,2016,Sueldos y salarios,50.8,municipio
Tejeda,2019,Sueldos y salarios,50.8,municipio
Barlovento,2017,Sueldos y salarios,50.8,municipio
Agulo,2019,Sueldos y salarios,50.9,municipio
Hermigua,2016,Sueldos y salarios,50.9,municipio
Puerto de la Cruz,2017,Sueldos y salarios,50.9,municipio
Icod de los Vinos,2020,Sueldos y salarios,51.0,municipio
La Aldea de San Nicolás,2021,Sueldos y salarios,51.0,municipio
Buenavista del Norte,2022,Sueldos y salarios,51.0,municipio
Betancuria,2022,Sueldos y salarios,51.0,municipio
La Oliva,2020,Sueldos y salarios,51.0,municipio
Agulo,2023,Sueldos y salarios,51.1,municipio
La Aldea de San Nicolás,2015,Sueldos y salarios,51.1,municipio
Tazacorte,2021,Sueldos y salarios,51.1,municipio
Pájara,2020,Sueldos y salarios,51.1,municipio
Tías,2020,Sueldos y salarios,51.1,municipio
Vallehermoso,2022,Sueldos y salarios,51.1,municipio
Puerto de la Cruz,2016,Sueldos y salarios,51.2,municipio
El Tanque,2021,Sueldos y salarios,51.3,municipio
Tazacorte,2018,Sueldos y salarios,51.3,municipio
Garachico,2021,Sueldos y salarios,51.3,municipio
Tazacorte,2017,Sueldos y salarios,51.4,municipio
Los Silos,2021,Sueldos y salarios,51.4,municipio
Barlovento,2022,Sueldos y salarios,51.4,municipio
Vallehermoso,2019,Sueldos y salarios,51.5,municipio
Buenavista del Norte,2015,Sueldos y salarios,51.6,municipio
Valle Gran Rey,2022,Sueldos y salarios,51.6,municipio
San Andrés y Sauces,2015,Sueldos y salarios,51.6,municipio
Tazacorte,2016,Sueldos y salarios,51.6,municipio
Betancuria,2018,Sueldos y salarios,51.6,municipio
Hermigua,2021,Sueldos y salarios,51.7,municipio
Arona,2021,Sueldos y salarios,51.7,municipio
Tejeda,2017,Sueldos y salarios,51.8,municipio
Tazacorte,2023,Sueldos y salarios,51.9,municipio
San Andrés y Sauces,2021,Sueldos y salarios,51.9,municipio
Puntagorda,2020,Sueldos y salarios,52.1,municipio
Tejeda,2018,Sueldos y salarios,52.1,municipio
Adeje,2021,Sueldos y salarios,52.1,municipio
Vallehermoso,2023,Sueldos y salarios,52.2,municipio
San Andrés y Sauces,2017,Sueldos y salarios,52.2,municipio
El Paso,2020,Sueldos y salarios,52.2,municipio
Valle Gran Rey,2023,Sueldos y salarios,52.3,municipio
La Aldea de San Nicolás,2023,Sueldos y salarios,52.4,municipio
Puntagorda,2023,Sueldos y salarios,52.6,municipio
El Paso,2017,Sueldos y salarios,52.6,municipio
Tazacorte,2022,Sueldos y salarios,52.6,municipio
San Andrés y Sauces,2023,Sueldos y salarios,52.7,municipio
Fasnia,2020,Sueldos y salarios,52.7,municipio
La Aldea de San Nicolás,2016,Sueldos y salarios,52.7,municipio
San Andrés y Sauces,2016,Sueldos y salarios,52.8,municipio
Yaiza,2021,Sueldos y salarios,52.8,municipio
Betancuria,2019,Sueldos y salarios,52.8,municipio
Icod de los Vinos,2021,Sueldos y salarios,52.8,municipio
Hermigua,2018,Sueldos y salarios,52.8,municipio
San Andrés y Sauces,2022,Sueldos y salarios,52.8,municipio
Puntagorda,2018,Sueldos y salarios,52.9,municipio
Hermigua,2015,Sueldos y salarios,52.9,municipio
Los Silos,2020,Sueldos y salarios,53.0,municipio
La Aldea de San Nicolás,2022,Sueldos y salarios,53.0,municipio
Los Llanos de Aridane,2020,Sueldos y salarios,53.1,municipio
Buenavista del Norte,2023,Sueldos y salarios,53.1,municipio
La Aldea de San Nicolás,2019,Sueldos y salarios,53.1,municipio
El Paso,2023,Sueldos y salarios,53.1,municipio
Puntagorda,2021,Sueldos y salarios,53.2,municipio
Valle Gran Rey,2019,Sueldos y salarios,53.2,municipio
Tazacorte,2019,Sueldos y salarios,53.2,municipio
San Andrés y Sauces,2019,Sueldos y salarios,53.2,municipio
Buenavista del Norte,2016,Sueldos y salarios,53.3,municipio
Betancuria,2023,Sueldos y salarios,53.3,municipio
Puntagorda,2015,Sueldos y salarios,53.3,municipio
Buenavista del Norte,2018,Sueldos y salarios,53.3,municipio
La Aldea de San Nicolás,2017,Sueldos y salarios,53.3,municipio
Fuencaliente de La Palma,2015,Sueldos y salarios,53.3,municipio
El Paso,2018,Sueldos y salarios,53.4,municipio
Puntagorda,2017,Sueldos y salarios,53.5,municipio
Valle Gran Rey,2018,Sueldos y salarios,53.5,municipio
Hermigua,2017,Sueldos y salarios,53.5,municipio
Garachico,2015,Sueldos y salarios,53.6,municipio
Fuencaliente de La Palma,2021,Sueldos y salarios,53.7,municipio
La Oliva,2021,Sueldos y salarios,53.7,municipio
El Paso,2022,Sueldos y salarios,53.7,municipio
Alajeró,2020,Sueldos y salarios,53.8,municipio
El Paso,2021,Sueldos y salarios,53.8,municipio
Los Silos,2015,Sueldos y salarios,53.8,municipio
Fuencaliente de La Palma,2018,Sueldos y salarios,53.8,municipio
Fuencaliente de La Palma,2016,Sueldos y salarios,53.9,municipio
Los Silos,2022,Sueldos y salarios,53.9,municipio
Guía de Isora,2021,Sueldos y salarios,53.9,municipio
El Paso,2019,Sueldos y salarios,53.9,municipio
La Aldea de San Nicolás,2018,Sueldos y salarios,53.9,municipio
Garachico,2022,Sueldos y salarios,54.0,municipio
Buenavista del Norte,2017,Sueldos y salarios,54.3,municipio
Santa Brígida,2020,Sueldos y salarios,54.3,municipio
Hermigua,2019,Sueldos y salarios,54.3,municipio
El Paso,2016,Sueldos y salarios,54.3,municipio
Hermigua,2022,Sueldos y salarios,54.3,municipio
Valle Gran Rey,2015,Sueldos y salarios,54.4,municipio
Puntagorda,2016,Sueldos y salarios,54.5,municipio
Los Llanos de Aridane,2021,Sueldos y salarios,54.5,municipio
Los Silos,2017,Sueldos y salarios,54.5,municipio
Icod de los Vinos,2015,Sueldos y salarios,54.6,municipio
Santa Brígida,2023,Sueldos y salarios,54.6,municipio
La Guancha,2020,Sueldos y salarios,54.6,municipio
Valle Gran Rey,2016,Sueldos y salarios,54.7,municipio
Los Llanos de Aridane,2022,Sueldos y salarios,54.7,municipio
Santa Brígida,2022,Sueldos y salarios,54.7,municipio
El Paso,2015,Sueldos y salarios,54.8,municipio
Los Realejos,2020,Sueldos y salarios,54.8,municipio
Los Silos,2016,Sueldos y salarios,54.8,municipio
Moya,2015,Sueldos y salarios,54.8,municipio
Buenavista del Norte,2019,Sueldos y salarios,54.8,municipio
Santa Brígida,2019,Sueldos y salarios,54.8,municipio
Tuineje,2020,Sueldos y salarios,54.9,municipio
Garachico,2016,Sueldos y salarios,55.0,municipio
Valleseco,2015,Sueldos y salarios,55.0,municipio
La Orotava,2020,Sueldos y salarios,55.0,municipio
San Miguel de Abona,2020,Sueldos y salarios,55.0,municipio
Moya,2023,Sueldos y salarios,55.1,municipio
Garachico,2019,Sueldos y salarios,55.2,municipio
Garachico,2017,Sueldos y salarios,55.2,municipio
Garachico,2018,Sueldos y salarios,55.2,municipio
La Palma,2020,Sueldos y salarios,55.2,isla
Haría,2020,Sueldos y salarios,55.2,municipio
Moya,2020,Sueldos y salarios,55.2,municipio
Valle Gran Rey,2017,Sueldos y salarios,55.2,municipio
Garachico,2023,Sueldos y salarios,55.3,municipio
Valleseco,2020,Sueldos y salarios,55.3,municipio
Hermigua,2023,Sueldos y salarios,55.3,municipio
El Tanque,2015,Sueldos y salarios,55.3,municipio
La Gomera,2020,Sueldos y salarios,55.4,isla
Los Silos,2023,Sueldos y salarios,55.4,municipio
Fuencaliente de La Palma,2017,Sueldos y salarios,55.4,municipio
Santa Brígida,2018,Sueldos y salarios,55.5,municipio
Los Llanos de Aridane,2017,Sueldos y salarios,55.5,municipio
Los Llanos de Aridane,2018,Sueldos y salarios,55.5,municipio
Los Llanos de Aridane,2016,Sueldos y salarios,55.5,municipio
Haría,2021,Sueldos y salarios,55.5,municipio
Fuencaliente de La Palma,2023,Sueldos y salarios,55.6,municipio
Los Llanos de Aridane,2023,Sueldos y salarios,55.6,municipio
Betancuria,2016,Sueldos y salarios,55.6,municipio
Los Silos,2019,Sueldos y salarios,55.6,municipio
Los Llanos de Aridane,2015,Sueldos y salarios,55.7,municipio
Puntagorda,2022,Sueldos y salarios,55.7,municipio
Santa Brígida,2017,Sueldos y salarios,55.8,municipio
Santa Cruz de Tenerife,2020,Sueldos y salarios,55.8,municipio
Puntagorda,2019,Sueldos y salarios,55.8,municipio
Santa Lucía de Tirajana,2020,Sueldos y salarios,55.8,municipio
Vilaflor de Chasna,2018,Sueldos y salarios,56.0,municipio
Vilaflor de Chasna,2022,Sueldos y salarios,56.0,municipio
La Victoria de Acentejo,2020,Sueldos y salarios,56.0,municipio
Moya,2021,Sueldos y salarios,56.1,municipio
Valleseco,2023,Sueldos y salarios,56.1,municipio
Icod de los Vinos,2016,Sueldos y salarios,56.1,municipio
Icod de los Vinos,2022,Sueldos y salarios,56.1,municipio
Moya,2022,Sueldos y salarios,56.1,municipio
San Juan de la Rambla,2020,Sueldos y salarios,56.1,municipio
Tenerife,2020,Sueldos y salarios,56.2,isla
San Bartolomé de Tirajana,2023,Sueldos y salarios,56.2,municipio
Santa Brígida,2021,Sueldos y salarios,56.3,municipio
Fasnia,2016,Sueldos y salarios,56.3,municipio
Valleseco,2016,Sueldos y salarios,56.3,municipio
Santa Cruz de La Palma,2020,Sueldos y salarios,56.3,municipio
Los Llanos de Aridane,2019,Sueldos y salarios,56.3,municipio
Valleseco,2017,Sueldos y salarios,56.4,municipio
Santa Brígida,2016,Sueldos y salarios,56.4,municipio
Valleseco,2021,Sueldos y salarios,56.4,municipio
Moya,2017,Sueldos y salarios,56.5,municipio
Betancuria,2017,Sueldos y salarios,56.5,municipio
Antigua,2020,Sueldos y salarios,56.5,municipio
Fuencaliente de La Palma,2019,Sueldos y salarios,56.6,municipio
Vilaflor de Chasna,2019,Sueldos y salarios,56.6,municipio
Betancuria,2015,Sueldos y salarios,56.6,municipio
Canarias,2020,Sueldos y salarios,56.6,isla
Vilaflor de Chasna,2016,Sueldos y salarios,56.7,municipio
La Palma,2021,Sueldos y salarios,56.7,isla
La Orotava,2021,Sueldos y salarios,56.7,municipio
La Guancha,2021,Sueldos y salarios,56.7,municipio
Las Palmas de Gran Canaria,2020,Sueldos y salarios,56.7,municipio
Vilaflor de Chasna,2017,Sueldos y salarios,56.7,municipio
Icod de los Vinos,2017,Sueldos y salarios,56.8,municipio
Agaete,2020,Sueldos y salarios,56.8,municipio
Alajeró,2021,Sueldos y salarios,56.8,municipio
Haría,2022,Sueldos y salarios,56.8,municipio
Vilaflor de Chasna,2015,Sueldos y salarios,56.8,municipio
Los Realejos,2021,Sueldos y salarios,56.8,municipio
Valleseco,2022,Sueldos y salarios,56.9,municipio
Arrecife,2020,Sueldos y salarios,56.9,municipio
Las Palmas,2020,Sueldos y salarios,56.9,provincia
San Bartolomé de Tirajana,2022,Sueldos y salarios,56.9,municipio
Gran Canaria,2020,Sueldos y salarios,56.9,isla
La Gomera,2021,Sueldos y salarios,57.0,isla
Granadilla de Abona,2020,Sueldos y salarios,57.0,municipio
Santa Úrsula,2020,Sueldos y salarios,57.0,municipio
Puntallana,2020,Sueldos y salarios,57.0,municipio
Fasnia,2021,Sueldos y salarios,57.0,municipio
Fasnia,2017,Sueldos y salarios,57.0,municipio
Fuencaliente de La Palma,2022,Sueldos y salarios,57.0,municipio
Puntallana,2015,Sueldos y salarios,57.1,municipio
Moya,2016,Sueldos y salarios,57.1,municipio
Icod de los Vinos,2023,Sueldos y salarios,57.1,municipio
Fuerteventura,2020,Sueldos y salarios,57.1,isla
La Palma,2018,Sueldos y salarios,57.1,isla
Lanzarote,2020,Sueldos y salarios,57.1,isla
La Palma,2017,Sueldos y salarios,57.2,isla
Haría,2023,Sueldos y salarios,57.2,municipio
Frontera,2020,Sueldos y salarios,57.2,municipio
Agaete,2023,Sueldos y salarios,57.2,municipio
La Guancha,2015,Sueldos y salarios,57.2,municipio
Puntallana,2018,Sueldos y salarios,57.3,municipio
Icod de los Vinos,2018,Sueldos y salarios,57.3,municipio
Icod de los Vinos,2019,Sueldos y salarios,57.3,municipio
Santa Cruz de Tenerife,2021,Sueldos y salarios,57.3,municipio
Agaete,2017,Sueldos y salarios,57.3,municipio
La Palma,2015,Sueldos y salarios,57.3,isla
La Palma,2023,Sueldos y salarios,57.3,isla
La Victoria de Acentejo,2015,Sueldos y salarios,57.4,municipio
El Tanque,2017,Sueldos y salarios,57.5,municipio
Ingenio,2020,Sueldos y salarios,57.5,municipio
Fasnia,2018,Sueldos y salarios,57.5,municipio
Puntallana,2017,Sueldos y salarios,57.5,municipio
La Palma,2022,Sueldos y salarios,57.6,isla
Moya,2019,Sueldos y salarios,57.6,municipio
La Palma,2016,Sueldos y salarios,57.6,isla
Vilaflor de Chasna,2023,Sueldos y salarios,57.7,municipio
Moya,2018,Sueldos y salarios,57.7,municipio
Agaete,2015,Sueldos y salarios,57.7,municipio
Agaete,2018,Sueldos y salarios,57.7,municipio
Valleseco,2018,Sueldos y salarios,57.8,municipio
Puntallana,2016,Sueldos y salarios,57.8,municipio
Artenara,2023,Sueldos y salarios,57.9,municipio
El Tanque,2016,Sueldos y salarios,57.9,municipio
El Tanque,2022,Sueldos y salarios,57.9,municipio
Tenerife,2021,Sueldos y salarios,57.9,isla
Gáldar,2020,Sueldos y salarios,57.9,municipio
El Tanque,2018,Sueldos y salarios,58.0,municipio
Puntallana,2021,Sueldos y salarios,58.0,municipio
Vega de San Mateo,2020,Sueldos y salarios,58.0,municipio
El Pinar de El Hierro,2020,Sueldos y salarios,58.0,municipio
Agaete,2022,Sueldos y salarios,58.1,municipio
Santa Cruz de Tenerife,2022,Sueldos y salarios,58.1,municipio
Fasnia,2019,Sueldos y salarios,58.1,municipio
La Victoria de Acentejo,2021,Sueldos y salarios,58.1,municipio
La Palma,2019,Sueldos y salarios,58.1,isla
Santa Cruz de La Palma,2021,Sueldos y salarios,58.1,municipio
Artenara,2021,Sueldos y salarios,58.1,municipio
San Juan de la Rambla,2021,Sueldos y salarios,58.1,municipio
Agaete,2019,Sueldos y salarios,58.1,municipio
Santa Cruz de La Palma,2018,Sueldos y salarios,58.2,municipio
Agaete,2016,Sueldos y salarios,58.2,municipio
Frontera,2023,Sueldos y salarios,58.2,municipio
El Tanque,2019,Sueldos y salarios,58.2,municipio
Las Palmas de Gran Canaria,2021,Sueldos y salarios,58.2,municipio
Artenara,2020,Sueldos y salarios,58.2,municipio
El Tanque,2023,Sueldos y salarios,58.2,municipio
Santa María de Guía de Gran Canaria,2020,Sueldos y salarios,58.2,municipio
Arico,2020,Sueldos y salarios,58.3,municipio
San Miguel de Abona,2021,Sueldos y salarios,58.3,municipio
Canarias,2021,Sueldos y salarios,58.3,isla
Tías,2023,Sueldos y salarios,58.3,municipio
El Pinar de El Hierro,2016,Sueldos y salarios,58.3,municipio
La Guancha,2022,Sueldos y salarios,58.3,municipio
Vega de San Mateo,2015,Sueldos y salarios,58.3,municipio
Gáldar,2015,Sueldos y salarios,58.3,municipio
Santa Cruz de La Palma,2017,Sueldos y salarios,58.4,municipio
Santa Cruz de La Palma,2015,Sueldos y salarios,58.4,municipio
La Guancha,2016,Sueldos y salarios,58.4,municipio
Antigua,2021,Sueldos y salarios,58.4,municipio
Pájara,2021,Sueldos y salarios,58.5,municipio
Lanzarote,2021,Sueldos y salarios,58.5,isla
Frontera,2017,Sueldos y salarios,58.6,municipio
El Pinar de El Hierro,2017,Sueldos y salarios,58.6,municipio
Santa Cruz de Tenerife,2023,Sueldos y salarios,58.6,municipio
Gran Canaria,2021,Sueldos y salarios,58.6,isla
Las Palmas de Gran Canaria,2022,Sueldos y salarios,58.6,municipio
Las Palmas de Gran Canaria,2023,Sueldos y salarios,58.6,municipio
Santa Cruz de Tenerife,2019,Sueldos y salarios,58.7,municipio
Santa Cruz de Tenerife,2017,Sueldos y salarios,58.7,municipio
Santa Cruz de Tenerife,2015,Sueldos y salarios,58.7,municipio
Santa Cruz de Tenerife,2016,Sueldos y salarios,58.7,municipio
Santa Cruz de La Palma,2023,Sueldos y salarios,58.7,municipio
Frontera,2018,Sueldos y salarios,58.7,municipio
Tías,2022,Sueldos y salarios,58.7,municipio
Haría,2018,Sueldos y salarios,58.7,municipio
Santa Cruz de Tenerife,2018,Sueldos y salarios,58.8,municipio
Haría,2017,Sueldos y salarios,58.8,municipio
Frontera,2022,Sueldos y salarios,58.8,municipio
Santa Cruz de La Palma,2022,Sueldos y salarios,58.8,municipio
Valleseco,2019,Sueldos y salarios,58.8,municipio
El Pinar de El Hierro,2018,Sueldos y salarios,58.8,municipio
La Orotava,2015,Sueldos y salarios,58.8,municipio
Las Palmas,2021,Sueldos y salarios,58.8,provincia
Santa María de Guía de Gran Canaria,2023,Sueldos y salarios,58.8,municipio
Santa Brígida,2015,Sueldos y salarios,58.9,municipio
Tinajo,2020,Sueldos y salarios,58.9,municipio
Agaete,2021,Sueldos y salarios,58.9,municipio
Santa Úrsula,2021,Sueldos y salarios,58.9,municipio
Frontera,2015,Sueldos y salarios,58.9,municipio
Santa María de Guía de Gran Canaria,2015,Sueldos y salarios,58.9,municipio
Puntallana,2022,Sueldos y salarios,58.9,municipio
El Pinar de El Hierro,2023,Sueldos y salarios,58.9,municipio
Fasnia,2022,Sueldos y salarios,58.9,municipio
El Pinar de El Hierro,2019,Sueldos y salarios,59.0,municipio
El Pinar de El Hierro,2015,Sueldos y salarios,59.0,municipio
Haría,2019,Sueldos y salarios,59.0,municipio
Santa Cruz de La Palma,2016,Sueldos y salarios,59.0,municipio
Puntallana,2023,Sueldos y salarios,59.1,municipio
Vega de San Mateo,2016,Sueldos y salarios,59.1,municipio
Tuineje,2021,Sueldos y salarios,59.1,municipio
La Victoria de Acentejo,2016,Sueldos y salarios,59.1,municipio
Artenara,2017,Sueldos y salarios,59.1,municipio
Santa María de Guía de Gran Canaria,2021,Sueldos y salarios,59.1,municipio
Arico,2021,Sueldos y salarios,59.1,municipio
La Gomera,2015,Sueldos y salarios,59.2,isla
La Gomera,2016,Sueldos y salarios,59.2,isla
Santa María de Guía de Gran Canaria,2022,Sueldos y salarios,59.2,municipio
Santa Cruz de La Palma,2019,Sueldos y salarios,59.2,municipio
Santiago del Teide,2022,Sueldos y salarios,59.2,municipio
Frontera,2019,Sueldos y salarios,59.2,municipio
Vega de San Mateo,2021,Sueldos y salarios,59.2,municipio
Puntallana,2019,Sueldos y salarios,59.2,municipio
El Hierro,2020,Sueldos y salarios,59.2,isla
Villa de Mazo,2020,Sueldos y salarios,59.2,municipio
Gáldar,2016,Sueldos y salarios,59.2,municipio
Artenara,2018,Sueldos y salarios,59.3,municipio
La Orotava,2022,Sueldos y salarios,59.3,municipio
Arrecife,2021,Sueldos y salarios,59.3,municipio
Santa Lucía de Tirajana,2021,Sueldos y salarios,59.4,municipio
La Orotava,2016,Sueldos y salarios,59.4,municipio
Vega de San Mateo,2017,Sueldos y salarios,59.4,municipio
La Guancha,2023,Sueldos y salarios,59.4,municipio
Mogán,2022,Sueldos y salarios,59.4,municipio
San Bartolomé de Tirajana,2019,Sueldos y salarios,59.4,municipio
Haría,2015,Sueldos y salarios,59.4,municipio
Fasnia,2023,Sueldos y salarios,59.4,municipio
Fasnia,2015,Sueldos y salarios,59.5,municipio
Gáldar,2023,Sueldos y salarios,59.5,municipio
El Hierro,2023,Sueldos y salarios,59.5,isla
Haría,2016,Sueldos y salarios,59.5,municipio
Artenara,2022,Sueldos y salarios,59.5,municipio
Frontera,2021,Sueldos y salarios,59.5,municipio
La Orotava,2017,Sueldos y salarios,59.6,municipio
San Bartolomé de Tirajana,2018,Sueldos y salarios,59.6,municipio
Artenara,2015,Sueldos y salarios,59.6,municipio
Artenara,2019,Sueldos y salarios,59.6,municipio
Las Palmas de Gran Canaria,2015,Sueldos y salarios,59.6,municipio
La Guancha,2018,Sueldos y salarios,59.6,municipio
Frontera,2016,Sueldos y salarios,59.6,municipio
Las Palmas de Gran Canaria,2019,Sueldos y salarios,59.6,municipio
Las Palmas de Gran Canaria,2017,Sueldos y salarios,59.7,municipio
La Gomera,2022,Sueldos y salarios,59.7,isla
Vega de San Mateo,2019,Sueldos y salarios,59.7,municipio
Mogán,2023,Sueldos y salarios,59.7,municipio
Artenara,2016,Sueldos y salarios,59.8,municipio
Agüimes,2020,Sueldos y salarios,59.8,municipio
Gáldar,2021,Sueldos y salarios,59.8,municipio
La Gomera,2018,Sueldos y salarios,59.8,isla
Vega de San Mateo,2022,Sueldos y salarios,59.8,municipio
Vega de San Mateo,2018,Sueldos y salarios,59.8,municipio
Gáldar,2017,Sueldos y salarios,59.9,municipio
Gáldar,2022,Sueldos y salarios,59.9,municipio
El Pinar de El Hierro,2021,Sueldos y salarios,59.9,municipio
La Gomera,2023,Sueldos y salarios,59.9,isla
La Guancha,2019,Sueldos y salarios,59.9,municipio
La Orotava,2018,Sueldos y salarios,60.0,municipio
Las Palmas de Gran Canaria,2016,Sueldos y salarios,60.0,municipio
La Orotava,2023,Sueldos y salarios,60.0,municipio
El Pinar de El Hierro,2022,Sueldos y salarios,60.0,municipio
La Gomera,2017,Sueldos y salarios,60.0,isla
Gáldar,2019,Sueldos y salarios,60.1,municipio
Granadilla de Abona,2021,Sueldos y salarios,60.1,municipio
La Guancha,2017,Sueldos y salarios,60.1,municipio
Arafo,2020,Sueldos y salarios,60.1,municipio
Las Palmas de Gran Canaria,2018,Sueldos y salarios,60.1,municipio
Santa María de Guía de Gran Canaria,2017,Sueldos y salarios,60.1,municipio
Ingenio,2021,Sueldos y salarios,60.2,municipio
Villa de Mazo,2021,Sueldos y salarios,60.2,municipio
Santa Úrsula,2022,Sueldos y salarios,60.2,municipio
San Bartolomé de Tirajana,2017,Sueldos y salarios,60.3,municipio
Tacoronte,2020,Sueldos y salarios,60.3,municipio
La Gomera,2019,Sueldos y salarios,60.3,isla
Mogán,2015,Sueldos y salarios,60.3,municipio
El Hierro,2018,Sueldos y salarios,60.3,isla
Santa María de Guía de Gran Canaria,2016,Sueldos y salarios,60.3,municipio
Los Realejos,2015,Sueldos y salarios,60.3,municipio
Gáldar,2018,Sueldos y salarios,60.4,municipio
La Victoria de Acentejo,2022,Sueldos y salarios,60.4,municipio
El Hierro,2022,Sueldos y salarios,60.4,isla
Güímar,2020,Sueldos y salarios,60.4,municipio
Vega de San Mateo,2023,Sueldos y salarios,60.4,municipio
Teror,2020,Sueldos y salarios,60.4,municipio
Gran Canaria,2023,Sueldos y salarios,60.4,isla
Valverde,2023,Sueldos y salarios,60.5,municipio
Gran Canaria,2022,Sueldos y salarios,60.5,isla
San Bartolomé de Tirajana,2015,Sueldos y salarios,60.5,municipio
Fuerteventura,2021,Sueldos y salarios,60.5,isla
El Hierro,2021,Sueldos y salarios,60.6,isla
San Cristóbal de La Laguna,2020,Sueldos y salarios,60.6,municipio
