año,MEDIDAS_CODE,MEDIDAS#es,TERRITORIO_CODE,distrito,seccion,municipio,OBS_VALUE
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D02_S007,2,7, Santa Cruz de Tenerife,22847.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D02_S008,2,8, Santa Cruz de Tenerife,25502.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D02_S009,2,9, Santa Cruz de Tenerife,22316.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S001,3,1, Santa Cruz de Tenerife,30429.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S002,3,2, Santa Cruz de Tenerife,17265.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S003,3,3, Santa Cruz de Tenerife,18389.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S004,3,4, Santa Cruz de Tenerife,14088.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S005,3,5, Santa Cruz de Tenerife,15475.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S006,3,6, Santa Cruz de Tenerife,23898.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S007,3,7, Santa Cruz de Tenerife,13590.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S008,3,8, Santa Cruz de Tenerife,17468.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S009,3,9, Santa Cruz de Tenerife,18611.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S010,3,10, Santa Cruz de Tenerife,15803.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S011,3,11, Santa Cruz de Tenerife,23470.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S013,3,13, Santa Cruz de Tenerife,19666.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S014,3,14, Santa Cruz de Tenerife,19600.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S015,3,15, Santa Cruz de Tenerife,17420.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S016,3,16, Santa Cruz de Tenerife,13525.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S017,3,17, Santa Cruz de Tenerife,17869.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S018,3,18, Santa Cruz de Tenerife,13280.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S019,3,19, Santa Cruz de Tenerife,19257.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D03_S020,3,20, Santa Cruz de Tenerife,25497.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S001,4,1, Santa Cruz de Tenerife,10586.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S002,4,2, Santa Cruz de Tenerife,9570.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S003,4,3, Santa Cruz de Tenerife,10367.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S004,4,4, Santa Cruz de Tenerife,10544.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S005,4,5, Santa Cruz de Tenerife,9864.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S006,4,6, Santa Cruz de Tenerife,9714.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S007,4,7, Santa Cruz de Tenerife,11073.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S009,4,9, Santa Cruz de Tenerife,9893.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S011,4,11, Santa Cruz de Tenerife,9806.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S012,4,12, Santa Cruz de Tenerife,10670.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S014,4,14, Santa Cruz de Tenerife,11338.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D04_S015,4,15, Santa Cruz de Tenerife,8168.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S001,5,1, Santa Cruz de Tenerife,30337.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S002,5,2, Santa Cruz de Tenerife,22629.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S003,5,3, Santa Cruz de Tenerife,19659.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S004,5,4, Santa Cruz de Tenerife,19604.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S005,5,5, Santa Cruz de Tenerife,19518.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S006,5,6, Santa Cruz de Tenerife,18362.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S007,5,7, Santa Cruz de Tenerife,17539.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S008,5,8, Santa Cruz de Tenerife,19983.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S009,5,9, Santa Cruz de Tenerife,33041.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S010,5,10, Santa Cruz de Tenerife,32865.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S011,5,11, Santa Cruz de Tenerife,19350.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S012,5,12, Santa Cruz de Tenerife,24598.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S013,5,13, Santa Cruz de Tenerife,15758.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S014,5,14, Santa Cruz de Tenerife,16076.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D05_S015,5,15, Santa Cruz de Tenerife,19267.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S001,6,1, Santa Cruz de Tenerife,17852.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S002,6,2, Santa Cruz de Tenerife,23612.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S003,6,3, Santa Cruz de Tenerife,11833.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S004,6,4, Santa Cruz de Tenerife,10919.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S005,6,5, Santa Cruz de Tenerife,14818.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S006,6,6, Santa Cruz de Tenerife,25091.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S007,6,7, Santa Cruz de Tenerife,16467.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S008,6,8, Santa Cruz de Tenerife,23434.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S010,6,10, Santa Cruz de Tenerife,13997.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S011,6,11, Santa Cruz de Tenerife,13243.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S012,6,12, Santa Cruz de Tenerife,17622.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S013,6,13, Santa Cruz de Tenerife,22009.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S014,6,14, Santa Cruz de Tenerife,16452.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S016,6,16, Santa Cruz de Tenerife,9144.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S017,6,17, Santa Cruz de Tenerife,12697.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S018,6,18, Santa Cruz de Tenerife,16205.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S019,6,19, Santa Cruz de Tenerife,15674.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S020,6,20, Santa Cruz de Tenerife,11417.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S021,6,21, Santa Cruz de Tenerife,13897.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S022,6,22, Santa Cruz de Tenerife,18421.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S023,6,23, Santa Cruz de Tenerife,11571.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S025,6,25, Santa Cruz de Tenerife,24153.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S026,6,26, Santa Cruz de Tenerife,9500.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S028,6,28, Santa Cruz de Tenerife,16752.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D06_S029,6,29, Santa Cruz de Tenerife,19216.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D07_S001,7,1, Santa Cruz de Tenerife,16128.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D07_S002,7,2, Santa Cruz de Tenerife,12232.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D07_S003,7,3, Santa Cruz de Tenerife,12983.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D07_S004,7,4, Santa Cruz de Tenerife,9719.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D07_S005,7,5, Santa Cruz de Tenerife,11910.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D07_S006,7,6, Santa Cruz de Tenerife,10237.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D07_S007,7,7, Santa Cruz de Tenerife,11543.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D07_S009,7,9, Santa Cruz de Tenerife,13415.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D08_S001,8,1, Santa Cruz de Tenerife,11381.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S001,9,1, Santa Cruz de Tenerife,10756.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S002,9,2, Santa Cruz de Tenerife,9939.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S003,9,3, Santa Cruz de Tenerife,10804.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S006,9,6, Santa Cruz de Tenerife,11831.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S007,9,7, Santa Cruz de Tenerife,11803.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S009,9,9, Santa Cruz de Tenerife,9022.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S010,9,10, Santa Cruz de Tenerife,9390.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S011,9,11, Santa Cruz de Tenerife,9388.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S012,9,12, Santa Cruz de Tenerife,11166.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S014,9,14, Santa Cruz de Tenerife,9076.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S015,9,15, Santa Cruz de Tenerife,11490.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S016,9,16, Santa Cruz de Tenerife,10486.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S018,9,18, Santa Cruz de Tenerife,11089.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S019,9,19, Santa Cruz de Tenerife,11656.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S021,9,21, Santa Cruz de Tenerife,11318.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D09_S022,9,22, Santa Cruz de Tenerife,9428.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S001,10,1, Santa Cruz de Tenerife,11035.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S002,10,2, Santa Cruz de Tenerife,11262.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S003,10,3, Santa Cruz de Tenerife,11308.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S004,10,4, Santa Cruz de Tenerife,11285.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S005,10,5, Santa Cruz de Tenerife,11167.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S006,10,6, Santa Cruz de Tenerife,17317.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S007,10,7, Santa Cruz de Tenerife,15891.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S008,10,8, Santa Cruz de Tenerife,14008.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S009,10,9, Santa Cruz de Tenerife,12733.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S010,10,10, Santa Cruz de Tenerife,11087.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S011,10,11, Santa Cruz de Tenerife,14525.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S012,10,12, Santa Cruz de Tenerife,10442.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S013,10,13, Santa Cruz de Tenerife,13269.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S014,10,14, Santa Cruz de Tenerife,13447.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S015,10,15, Santa Cruz de Tenerife,15658.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D10_S016,10,16, Santa Cruz de Tenerife,14172.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S001,11,1, Santa Cruz de Tenerife,9972.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S002,11,2, Santa Cruz de Tenerife,12027.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S003,11,3, Santa Cruz de Tenerife,13408.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S004,11,4, Santa Cruz de Tenerife,10527.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S005,11,5, Santa Cruz de Tenerife,11589.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S006,11,6, Santa Cruz de Tenerife,10339.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S007,11,7, Santa Cruz de Tenerife,10452.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S008,11,8, Santa Cruz de Tenerife,12790.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S009,11,9, Santa Cruz de Tenerife,8805.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S010,11,10, Santa Cruz de Tenerife,11176.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S011,11,11, Santa Cruz de Tenerife,7161.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S012,11,12, Santa Cruz de Tenerife,7585.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S013,11,13, Santa Cruz de Tenerife,11870.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S014,11,14, Santa Cruz de Tenerife,19254.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S015,11,15, Santa Cruz de Tenerife,11612.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S016,11,16, Santa Cruz de Tenerife,10327.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S017,11,17, Santa Cruz de Tenerife,10159.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S018,11,18, Santa Cruz de Tenerife,13321.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S019,11,19, Santa Cruz de Tenerife,10122.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S020,11,20, Santa Cruz de Tenerife,12557.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D11_S021,11,21, Santa Cruz de Tenerife,21938.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D12_S001,12,1, Santa Cruz de Tenerife,12628.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D12_S002,12,2, Santa Cruz de Tenerife,11808.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D12_S003,12,3, Santa Cruz de Tenerife,10423.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D12_S004,12,4, Santa Cruz de Tenerife,12072.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D12_S005,12,5, Santa Cruz de Tenerife,12572.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D12_S006,12,6, Santa Cruz de Tenerife,11430.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D12_S007,12,7, Santa Cruz de Tenerife,12101.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D12_S008,12,8, Santa Cruz de Tenerife,13076.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D12_S009,12,9, Santa Cruz de Tenerife,14197.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D12_S010,12,10, Santa Cruz de Tenerife,13372.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38038_D12_S011,12,11, Santa Cruz de Tenerife,10902.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38039_D01_S001,1,1, Santa Úrsula,9827.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38039_D01_S002,1,2, Santa Úrsula,9730.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38039_D01_S003,1,3, Santa Úrsula,9297.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38039_D01_S004,1,4, Santa Úrsula,15251.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38039_D01_S005,1,5, Santa Úrsula,10929.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38039_D01_S006,1,6, Santa Úrsula,11375.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38039_D01_S007,1,7, Santa Úrsula,12286.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38039_D01_S008,1,8, Santa Úrsula,11321.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38039_D01_S009,1,9, Santa Úrsula,19377.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38040_D01_S001,1,1, Santiago del Teide,10454.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38040_D01_S002,1,2, Santiago del Teide,11041.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38040_D01_S003,1,3, Santiago del Teide,10245.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38040_D01_S004,1,4, Santiago del Teide,9875.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38041_D01_S001,1,1, El Sauzal,18396.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38041_D01_S002,1,2, El Sauzal,11748.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38041_D01_S003,1,3, El Sauzal,10830.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38041_D01_S004,1,4, El Sauzal,17989.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38041_D01_S005,1,5, El Sauzal,14759.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38041_D01_S006,1,6, El Sauzal,11248.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38042_D01_S001,1,1, Los Silos,12663.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38042_D01_S002,1,2, Los Silos,9775.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38042_D01_S003,1,3, Los Silos,9862.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38042_D01_S004,1,4, Los Silos,10582.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S001,1,1, Tacoronte,15071.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S002,1,2, Tacoronte,14916.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S003,1,3, Tacoronte,14405.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S004,1,4, Tacoronte,10622.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S005,1,5, Tacoronte,17145.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S006,1,6, Tacoronte,14352.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S007,1,7, Tacoronte,12081.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S008,1,8, Tacoronte,15851.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S009,1,9, Tacoronte,14711.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S010,1,10, Tacoronte,16581.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S011,1,11, Tacoronte,14749.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S012,1,12, Tacoronte,10915.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S013,1,13, Tacoronte,11694.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S014,1,14, Tacoronte,18436.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38043_D01_S015,1,15, Tacoronte,14835.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38044_D01_S001,1,1, El Tanque,10664.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38044_D01_S002,1,2, El Tanque,8990.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38045_D01_S001,1,1, Tazacorte,11763.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38045_D01_S002,1,2, Tazacorte,11901.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38045_D01_S003,1,3, Tazacorte,11044.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38045_D01_S004,1,4, Tazacorte,9268.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38046_D01_S001,1,1, Tegueste,18287.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38046_D01_S002,1,2, Tegueste,14051.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38046_D01_S003,1,3, Tegueste,14258.0
2021,RENTA_BRUTA_MEDIA_PERSONA,Renta bruta media por persona,20220101_38046_D01_S004,1,4, Tegueste,15206.0
