ocupacion,code_municipio,code_distrito,code_seccion,año,municipio,seccion,sexo,num_casos,geocode
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,1,2021,Adeje,1001,Hombres,74,20210101_38001_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,1,2021,Adeje,1001,Mujeres,78,20210101_38001_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,1,2022,Adeje,1001,Hombres,88,20220101_38001_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,1,2022,Adeje,1001,Mujeres,84,20220101_38001_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,1,2023,Adeje,1001,Hombres,88,20230101_38001_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,1,2023,Adeje,1001,Mujeres,89,20230101_38001_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,2,2021,Adeje,1002,Hombres,83,20210101_38001_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,2,2021,Adeje,1002,Mujeres,78,20210101_38001_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,2,2022,Adeje,1002,Hombres,92,20220101_38001_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,2,2022,Adeje,1002,Mujeres,89,20220101_38001_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,2,2023,Adeje,1002,Hombres,99,20230101_38001_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,2,2023,Adeje,1002,Mujeres,85,20230101_38001_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,3,2021,Adeje,1003,Hombres,101,20210101_38001_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,3,2021,Adeje,1003,Mujeres,93,20210101_38001_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,3,2022,Adeje,1003,Hombres,125,20220101_38001_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,3,2022,Adeje,1003,Mujeres,97,20220101_38001_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,3,2023,Adeje,1003,Hombres,132,20230101_38001_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,3,2023,Adeje,1003,Mujeres,100,20230101_38001_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,4,2021,Adeje,1004,Hombres,64,20210101_38001_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,4,2021,Adeje,1004,Mujeres,41,20210101_38001_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,4,2022,Adeje,1004,Hombres,77,20220101_38001_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,4,2022,Adeje,1004,Mujeres,49,20220101_38001_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,4,2023,Adeje,1004,Hombres,87,20230101_38001_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,4,2023,Adeje,1004,Mujeres,60,20230101_38001_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,5,2021,Adeje,1005,Hombres,110,20210101_38001_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,5,2021,Adeje,1005,Mujeres,93,20210101_38001_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,5,2022,Adeje,1005,Hombres,123,20220101_38001_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,5,2022,Adeje,1005,Mujeres,104,20220101_38001_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,5,2023,Adeje,1005,Hombres,135,20230101_38001_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,5,2023,Adeje,1005,Mujeres,122,20230101_38001_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,6,2021,Adeje,1006,Hombres,103,20210101_38001_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,6,2021,Adeje,1006,Mujeres,93,20210101_38001_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,6,2022,Adeje,1006,Hombres,121,20220101_38001_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,6,2022,Adeje,1006,Mujeres,102,20220101_38001_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,6,2023,Adeje,1006,Hombres,126,20230101_38001_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,6,2023,Adeje,1006,Mujeres,112,20230101_38001_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,7,2021,Adeje,1007,Hombres,156,20210101_38001_D01_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,7,2021,Adeje,1007,Mujeres,113,20210101_38001_D01_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,7,2022,Adeje,1007,Hombres,188,20220101_38001_D01_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,7,2022,Adeje,1007,Mujeres,135,20220101_38001_D01_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,7,2023,Adeje,1007,Hombres,189,20230101_38001_D01_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,7,2023,Adeje,1007,Mujeres,130,20230101_38001_D01_S007
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,8,2021,Adeje,1008,Hombres,143,20210101_38001_D01_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,8,2021,Adeje,1008,Mujeres,137,20210101_38001_D01_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,8,2022,Adeje,1008,Hombres,158,20220101_38001_D01_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,8,2022,Adeje,1008,Mujeres,164,20220101_38001_D01_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,8,2023,Adeje,1008,Hombres,175,20230101_38001_D01_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,8,2023,Adeje,1008,Mujeres,167,20230101_38001_D01_S008
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,9,2021,Adeje,1009,Hombres,179,20210101_38001_D01_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,9,2021,Adeje,1009,Mujeres,199,20210101_38001_D01_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,9,2022,Adeje,1009,Hombres,187,20220101_38001_D01_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,9,2022,Adeje,1009,Mujeres,209,20220101_38001_D01_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,9,2023,Adeje,1009,Hombres,194,20230101_38001_D01_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,9,2023,Adeje,1009,Mujeres,210,20230101_38001_D01_S009
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,10,2021,Adeje,1010,Hombres,74,20210101_38001_D01_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,10,2021,Adeje,1010,Mujeres,80,20210101_38001_D01_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,10,2022,Adeje,1010,Hombres,73,20220101_38001_D01_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,10,2022,Adeje,1010,Mujeres,82,20220101_38001_D01_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,10,2023,Adeje,1010,Hombres,75,20230101_38001_D01_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,10,2023,Adeje,1010,Mujeres,82,20230101_38001_D01_S010
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,11,2021,Adeje,1011,Hombres,165,20210101_38001_D01_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,11,2021,Adeje,1011,Mujeres,140,20210101_38001_D01_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,11,2022,Adeje,1011,Hombres,184,20220101_38001_D01_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,11,2022,Adeje,1011,Mujeres,147,20220101_38001_D01_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,11,2023,Adeje,1011,Hombres,216,20230101_38001_D01_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,11,2023,Adeje,1011,Mujeres,174,20230101_38001_D01_S011
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,12,2021,Adeje,1012,Hombres,98,20210101_38001_D01_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,12,2021,Adeje,1012,Mujeres,76,20210101_38001_D01_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,12,2022,Adeje,1012,Hombres,106,20220101_38001_D01_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,12,2022,Adeje,1012,Mujeres,95,20220101_38001_D01_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,12,2023,Adeje,1012,Hombres,119,20230101_38001_D01_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,12,2023,Adeje,1012,Mujeres,103,20230101_38001_D01_S012
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,13,2021,Adeje,1013,Hombres,218,20210101_38001_D01_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,13,2021,Adeje,1013,Mujeres,181,20210101_38001_D01_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,13,2022,Adeje,1013,Hombres,235,20220101_38001_D01_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,13,2022,Adeje,1013,Mujeres,222,20220101_38001_D01_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,13,2023,Adeje,1013,Hombres,248,20230101_38001_D01_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,13,2023,Adeje,1013,Mujeres,220,20230101_38001_D01_S013
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,14,2021,Adeje,1014,Hombres,55,20210101_38001_D01_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,14,2021,Adeje,1014,Mujeres,54,20210101_38001_D01_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,14,2022,Adeje,1014,Hombres,62,20220101_38001_D01_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,14,2022,Adeje,1014,Mujeres,60,20220101_38001_D01_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,14,2023,Adeje,1014,Hombres,68,20230101_38001_D01_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,14,2023,Adeje,1014,Mujeres,70,20230101_38001_D01_S014
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,15,2021,Adeje,1015,Hombres,90,20210101_38001_D01_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,15,2021,Adeje,1015,Mujeres,65,20210101_38001_D01_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,15,2022,Adeje,1015,Hombres,93,20220101_38001_D01_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,15,2022,Adeje,1015,Mujeres,82,20220101_38001_D01_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,15,2023,Adeje,1015,Hombres,97,20230101_38001_D01_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,15,2023,Adeje,1015,Mujeres,84,20230101_38001_D01_S015
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,16,2021,Adeje,1016,Hombres,65,20210101_38001_D01_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,16,2021,Adeje,1016,Mujeres,65,20210101_38001_D01_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,16,2022,Adeje,1016,Hombres,70,20220101_38001_D01_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,16,2022,Adeje,1016,Mujeres,73,20220101_38001_D01_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,16,2023,Adeje,1016,Hombres,64,20230101_38001_D01_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,16,2023,Adeje,1016,Mujeres,81,20230101_38001_D01_S016
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,17,2021,Adeje,1017,Hombres,141,20210101_38001_D01_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,17,2021,Adeje,1017,Mujeres,107,20210101_38001_D01_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,17,2022,Adeje,1017,Hombres,152,20220101_38001_D01_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,17,2022,Adeje,1017,Mujeres,116,20220101_38001_D01_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,17,2023,Adeje,1017,Hombres,179,20230101_38001_D01_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,17,2023,Adeje,1017,Mujeres,140,20230101_38001_D01_S017
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,18,2021,Adeje,1018,Hombres,285,20210101_38001_D01_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,18,2021,Adeje,1018,Mujeres,218,20210101_38001_D01_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,18,2022,Adeje,1018,Hombres,309,20220101_38001_D01_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,18,2022,Adeje,1018,Mujeres,236,20220101_38001_D01_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,18,2023,Adeje,1018,Hombres,306,20230101_38001_D01_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38001,1,18,2023,Adeje,1018,Mujeres,243,20230101_38001_D01_S018
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38002,1,1,2021,Agulo,1001,Hombres,45,20210101_38002_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38002,1,1,2021,Agulo,1001,Mujeres,54,20210101_38002_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38002,1,1,2022,Agulo,1001,Hombres,55,20220101_38002_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38002,1,1,2022,Agulo,1001,Mujeres,61,20220101_38002_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38002,1,1,2023,Agulo,1001,Hombres,52,20230101_38002_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38002,1,1,2023,Agulo,1001,Mujeres,62,20230101_38002_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38003,1,1,2021,Alajeró,1001,Hombres,80,20210101_38003_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38003,1,1,2021,Alajeró,1001,Mujeres,84,20210101_38003_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38003,1,1,2022,Alajeró,1001,Hombres,92,20220101_38003_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38003,1,1,2022,Alajeró,1001,Mujeres,96,20220101_38003_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38003,1,1,2023,Alajeró,1001,Hombres,102,20230101_38003_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38003,1,1,2023,Alajeró,1001,Mujeres,90,20230101_38003_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,1,2021,Arafo,1001,Hombres,128,20210101_38004_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,1,2021,Arafo,1001,Mujeres,122,20210101_38004_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,1,2022,Arafo,1001,Hombres,127,20220101_38004_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,1,2022,Arafo,1001,Mujeres,128,20220101_38004_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,1,2023,Arafo,1001,Hombres,142,20230101_38004_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,1,2023,Arafo,1001,Mujeres,134,20230101_38004_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,2,2021,Arafo,1002,Hombres,78,20210101_38004_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,2,2021,Arafo,1002,Mujeres,78,20210101_38004_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,2,2022,Arafo,1002,Hombres,81,20220101_38004_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,2,2022,Arafo,1002,Mujeres,90,20220101_38004_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,2,2023,Arafo,1002,Hombres,78,20230101_38004_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,2,2023,Arafo,1002,Mujeres,93,20230101_38004_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,3,2021,Arafo,1003,Hombres,113,20210101_38004_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,3,2021,Arafo,1003,Mujeres,134,20210101_38004_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,3,2022,Arafo,1003,Hombres,120,20220101_38004_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,3,2022,Arafo,1003,Mujeres,142,20220101_38004_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,3,2023,Arafo,1003,Hombres,123,20230101_38004_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38004,1,3,2023,Arafo,1003,Mujeres,150,20230101_38004_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,1,2021,Arico,1001,Hombres,25,20210101_38005_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,1,2021,Arico,1001,Mujeres,24,20210101_38005_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,1,2022,Arico,1001,Hombres,22,20220101_38005_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,1,2022,Arico,1001,Mujeres,19,20220101_38005_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,1,2023,Arico,1001,Hombres,23,20230101_38005_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,1,2023,Arico,1001,Mujeres,26,20230101_38005_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,2,2021,Arico,1002,Hombres,20,20210101_38005_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,2,2021,Arico,1002,Mujeres,19,20210101_38005_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,2,2022,Arico,1002,Hombres,23,20220101_38005_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,2,2022,Arico,1002,Mujeres,19,20220101_38005_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,2,2023,Arico,1002,Hombres,26,20230101_38005_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,2,2023,Arico,1002,Mujeres,22,20230101_38005_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,3,2021,Arico,1003,Hombres,42,20210101_38005_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,3,2021,Arico,1003,Mujeres,42,20210101_38005_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,3,2022,Arico,1003,Hombres,46,20220101_38005_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,3,2022,Arico,1003,Mujeres,50,20220101_38005_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,3,2023,Arico,1003,Hombres,53,20230101_38005_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,3,2023,Arico,1003,Mujeres,62,20230101_38005_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,4,2021,Arico,1004,Hombres,166,20210101_38005_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,4,2021,Arico,1004,Mujeres,145,20210101_38005_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,4,2022,Arico,1004,Hombres,184,20220101_38005_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,4,2022,Arico,1004,Mujeres,179,20220101_38005_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,4,2023,Arico,1004,Hombres,182,20230101_38005_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,4,2023,Arico,1004,Mujeres,178,20230101_38005_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,5,2021,Arico,1005,Hombres,77,20210101_38005_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,5,2021,Arico,1005,Mujeres,69,20210101_38005_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,5,2022,Arico,1005,Hombres,94,20220101_38005_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,5,2022,Arico,1005,Mujeres,90,20220101_38005_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,5,2023,Arico,1005,Hombres,91,20230101_38005_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,5,2023,Arico,1005,Mujeres,96,20230101_38005_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,6,2021,Arico,1006,Hombres,23,20210101_38005_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,6,2021,Arico,1006,Mujeres,14,20210101_38005_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,6,2022,Arico,1006,Hombres,25,20220101_38005_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,6,2022,Arico,1006,Mujeres,16,20220101_38005_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,6,2023,Arico,1006,Hombres,29,20230101_38005_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38005,1,6,2023,Arico,1006,Mujeres,14,20230101_38005_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,1,2021,Arona,1001,Hombres,45,20210101_38006_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,1,2021,Arona,1001,Mujeres,52,20210101_38006_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,1,2022,Arona,1001,Hombres,48,20220101_38006_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,1,2022,Arona,1001,Mujeres,53,20220101_38006_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,1,2023,Arona,1001,Hombres,42,20230101_38006_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,1,2023,Arona,1001,Mujeres,57,20230101_38006_D01_S001
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,2,2021,Arona,1002,Hombres,54,20210101_38006_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,2,2021,Arona,1002,Mujeres,52,20210101_38006_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,2,2022,Arona,1002,Hombres,61,20220101_38006_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,2,2022,Arona,1002,Mujeres,65,20220101_38006_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,2,2023,Arona,1002,Hombres,63,20230101_38006_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,2,2023,Arona,1002,Mujeres,60,20230101_38006_D01_S002
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,3,2021,Arona,1003,Hombres,102,20210101_38006_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,3,2021,Arona,1003,Mujeres,98,20210101_38006_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,3,2022,Arona,1003,Hombres,116,20220101_38006_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,3,2022,Arona,1003,Mujeres,100,20220101_38006_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,3,2023,Arona,1003,Hombres,125,20230101_38006_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,3,2023,Arona,1003,Mujeres,96,20230101_38006_D01_S003
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,4,2021,Arona,1004,Hombres,69,20210101_38006_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,4,2021,Arona,1004,Mujeres,57,20210101_38006_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,4,2022,Arona,1004,Hombres,77,20220101_38006_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,4,2022,Arona,1004,Mujeres,84,20220101_38006_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,4,2023,Arona,1004,Hombres,83,20230101_38006_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,4,2023,Arona,1004,Mujeres,76,20230101_38006_D01_S004
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,5,2021,Arona,1005,Hombres,61,20210101_38006_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,5,2021,Arona,1005,Mujeres,52,20210101_38006_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,5,2022,Arona,1005,Hombres,74,20220101_38006_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,5,2022,Arona,1005,Mujeres,72,20220101_38006_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,5,2023,Arona,1005,Hombres,82,20230101_38006_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,5,2023,Arona,1005,Mujeres,71,20230101_38006_D01_S005
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,6,2021,Arona,1006,Hombres,62,20210101_38006_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,6,2021,Arona,1006,Mujeres,67,20210101_38006_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,6,2022,Arona,1006,Hombres,74,20220101_38006_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,6,2022,Arona,1006,Mujeres,77,20220101_38006_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,6,2023,Arona,1006,Hombres,74,20230101_38006_D01_S006
Directores/gerentes y profesionales/técnicos de nivel medio o alto,38006,1,6,2023,Arona,1006,Mujeres,76,20230101_38006_D01_S006
