fecha,sexo,edad,Codigo Territorio,Municipio,isla,Mercado local de trabajo,Nivel formativo,CNAE09,Actividad económica,CNO11,Ocupaciones,Tipo Contrato,Duración Contrato,Nacionalidad,Contratos
202603,Hombres,45 o más,35001,Agaete,GRAN CANARIA,Gran Canaria Noroeste,Educación primaria,42,Ingeniería civil,3202,Supervisores de la construcción,Conversión a Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35001,Agaete,GRAN CANARIA,Gran Canaria Noroeste,Educación primaria,42,Ingeniería civil,8332,"Operadores de grúas, montacargas y de maquinaria similar de movimiento de materiales",Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35001,Agaete,GRAN CANARIA,Gran Canaria Noroeste,Educación secundaria,56,Servicios de comidas y bebidas,5110,Cocineros asalariados,Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35001,Agaete,GRAN CANARIA,Gran Canaria Noroeste,Educación secundaria,56,Servicios de comidas y bebidas,5120,Camareros asalariados,Temporal Tiempo Completo,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35001,Agaete,GRAN CANARIA,Gran Canaria Noroeste,Educación secundaria,56,Servicios de comidas y bebidas,5120,Camareros asalariados,Temporal Tiempo Parcial,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35001,Agaete,GRAN CANARIA,Gran Canaria Noroeste,Educación secundaria,85,Educación,9310,Ayudantes de cocina,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35001,Agaete,GRAN CANARIA,Gran Canaria Noroeste,Estudios Universitarios,50,Transporte marítimo y por vías navegables interiores,9811,Peones del transporte de mercancías y descargadores,Temporal Tiempo Completo,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35001,Agaete,GRAN CANARIA,Gran Canaria Noroeste,Estudios Universitarios,72,Investigación y desarrollo,3121,Técnicos en ciencias físicas y químicas,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,2
202603,Hombres,45 o más,35001,Agaete,GRAN CANARIA,Gran Canaria Noroeste,Formación Profesional,55,Servicios de alojamiento,5120,Camareros asalariados,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Analfabetos,10,Industria alimentaria,3160,"Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías",Temporal Tiempo Completo,Menos de 6 meses,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Analfabetos,10,Industria alimentaria,8160,"Operadores de máquinas para elaborar productos alimenticios, bebidas y tabaco",Temporal Tiempo Completo,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Analfabetos,52,"Depósito, almacenamiento y actividades auxiliares del transporte",9811,Peones del transporte de mercancías y descargadores,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Analfabetos,81,Servicios a edificios y actividades de jardinería,9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines",Indefinido,Duración indeterminada/Sin información de la duración,Nacional,10
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Analfabetos,84,Administración pública y defensa; seguridad social obligatoria,9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines",Temporal Tiempo Parcial,De 6 a 12 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Analfabetos,91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",3132,"Técnicos en instalaciones de tratamiento de residuos, de aguas y otros operadores en plantas similares",Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,1,"Agricultura, ganadería, caza y servicios relacionados con las mismas",9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines",Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,1,"Agricultura, ganadería, caza y servicios relacionados con las mismas",9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines",Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,1,"Agricultura, ganadería, caza y servicios relacionados con las mismas",9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines",Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,1,"Agricultura, ganadería, caza y servicios relacionados con las mismas",9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines",Temporal Tiempo Completo,Menos de 6 meses,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,10,Industria alimentaria,9320,Preparadores de comidas rápidas,Temporal Tiempo Completo,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",7312,Soldadores y oxicortadores,Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",7314,Montadores de estructuras metálicas,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",7403,Mecánicos y ajustadores de maquinaria agrícola e industrial,Temporal Tiempo Completo,Menos de 6 meses,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,31,Fabricación de muebles,7131,Carpinteros (excepto ebanistas),Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,33,"Reparación, mantenimiento e instalación de maquinaria y equipos",8199,Operadores de instalaciones y maquinaria fijas no clasificados bajo otros epígrafes,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,33,"Reparación, mantenimiento e instalación de maquinaria y equipos",9811,Peones del transporte de mercancías y descargadores,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,41,Construcción de edificios,7121,Albañiles,Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros Comunitarios,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,41,Construcción de edificios,7121,Albañiles,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,7
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,41,Construcción de edificios,9602,Peones de la construcción de edificios,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,6
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,42,Ingeniería civil,7121,Albañiles,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,43,Actividades de construcción especializada,7121,Albañiles,Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,43,Actividades de construcción especializada,7221,Fontaneros,Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,43,Actividades de construcción especializada,7231,Pintores y empapeladores,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,5
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,46,Comercio al por mayor,3510,Agentes y representantes comerciales,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,46,Comercio al por mayor,8432,Conductores asalariados de camiones,Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,46,Comercio al por mayor,8432,Conductores asalariados de camiones,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,46,Comercio al por mayor,9811,Peones del transporte de mercancías y descargadores,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,46,Comercio al por mayor,9811,Peones del transporte de mercancías y descargadores,Temporal Tiempo Completo,Menos de 6 meses,Nacional,3
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,46,Comercio al por mayor,9811,Peones del transporte de mercancías y descargadores,Temporal Tiempo Parcial,Menos de 6 meses,Extranjeros Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,47,Comercio al por menor,9310,Ayudantes de cocina,Temporal Tiempo Parcial,Menos de 6 meses,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,47,Comercio al por menor,9433,"Repartidores, recadistas y mensajeros a pie",Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,56,Servicios de comidas y bebidas,5120,Camareros asalariados,Conversión a Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,56,Servicios de comidas y bebidas,5120,Camareros asalariados,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,56,Servicios de comidas y bebidas,5120,Camareros asalariados,Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,56,Servicios de comidas y bebidas,8412,"Conductores asalariados de automóviles, taxis y furgonetas",Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,56,Servicios de comidas y bebidas,9310,Ayudantes de cocina,Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,56,Servicios de comidas y bebidas,9310,Ayudantes de cocina,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,68,Actividades inmobiliarias,9433,"Repartidores, recadistas y mensajeros a pie",Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,71,Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos,4121,Empleados de control de abastecimientos e inventario,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,72,Investigación y desarrollo,9700,Peones de las industrias manufactureras,Temporal Tiempo Completo,Menos de 6 meses,Extranjeros no Comunitarios,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,72,Investigación y desarrollo,9700,Peones de las industrias manufactureras,Temporal Tiempo Completo,Menos de 6 meses,Nacional,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,77,Actividades de alquiler,7232,Pintores en las industrias manufactureras,Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,77,Actividades de alquiler,7401,Mecánicos y ajustadores de vehículos de motor,Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,80,Servicios de investigación y seguridad,5941,Vigilantes de seguridad y similares habilitados para ir armados,Temporal Tiempo Completo,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,9700,Peones de las industrias manufactureras,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,82,Actividades administrativas de oficina y otras actividades auxiliares a las empresas,9700,Peones de las industrias manufactureras,Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Nacional,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,84,Administración pública y defensa; seguridad social obligatoria,9601,Peones de obras públicas,Temporal Tiempo Parcial,De 6 a 12 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,90,Actividades de creación artística y artes escénicas,3532,Organizadores de conferencias y eventos,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,96,Servicios personales,7191,Mantenedores de edificios,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,96,Servicios personales,9221,Limpiadores en seco a mano y afines,Conversión a Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación primaria,97,Actividades de los hogares como empleadores de personal doméstico,9210,"Personal de limpieza de oficinas, hoteles y otros establecimientos similares",Temporal Tiempo Parcial,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,1,"Agricultura, ganadería, caza y servicios relacionados con las mismas",3205,"Supervisores de industrias de transformación de plásticos, caucho y resinas naturales",Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,1,"Agricultura, ganadería, caza y servicios relacionados con las mismas",9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines",Temporal Tiempo Completo,Menos de 6 meses,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,1,"Agricultura, ganadería, caza y servicios relacionados con las mismas",9700,Peones de las industrias manufactureras,Temporal Tiempo Completo,Menos de 6 meses,Nacional,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,10,Industria alimentaria,9700,Peones de las industrias manufactureras,Temporal Tiempo Parcial,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,18,Artes gráficas y reproducción de soportes grabados,8145,Operadores en instalaciones para la preparación de pasta de papel y fabricación de papel,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,18,Artes gráficas y reproducción de soportes grabados,9811,Peones del transporte de mercancías y descargadores,Temporal Tiempo Completo,Menos de 6 meses,Nacional,4
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,23,Fabricación de otros productos minerales no metálicos,9602,Peones de la construcción de edificios,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,25,"Fabricación de productos metálicos, excepto maquinaria y equipo",9602,Peones de la construcción de edificios,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,27,Fabricación de material y equipo eléctrico,9700,Peones de las industrias manufactureras,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,33,"Reparación, mantenimiento e instalación de maquinaria y equipos",3510,Agentes y representantes comerciales,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,35,"Suministro de energía eléctrica, gas, vapor y aire acondicionado",9700,Peones de las industrias manufactureras,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,38,"Actividades de recogida, tratamiento y eliminación de residuos",9700,Peones de las industrias manufactureras,Temporal Tiempo Completo,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,41,Construcción de edificios,3202,Supervisores de la construcción,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,41,Construcción de edificios,7121,Albañiles,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,41,Construcción de edificios,7221,Fontaneros,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,41,Construcción de edificios,9602,Peones de la construcción de edificios,Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,41,Construcción de edificios,9602,Peones de la construcción de edificios,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,43,Actividades de construcción especializada,7131,Carpinteros (excepto ebanistas),Indefinido,Duración indeterminada/Sin información de la duración,Nacional,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,43,Actividades de construcción especializada,7322,"Trabajadores de la fabricación de herramientas, mecánico-ajustadores, modelistas, matriceros y afines",Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,43,Actividades de construcción especializada,7510,Electricistas de la construcción y afines,Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,46,Comercio al por mayor,3510,Agentes y representantes comerciales,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,46,Comercio al por mayor,5220,Vendedores en tiendas y almacenes,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,46,Comercio al por mayor,8432,Conductores asalariados de camiones,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,3
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,46,Comercio al por mayor,9700,Peones de las industrias manufactureras,Temporal Tiempo Parcial,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,46,Comercio al por mayor,9811,Peones del transporte de mercancías y descargadores,Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,46,Comercio al por mayor,9811,Peones del transporte de mercancías y descargadores,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,3
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,46,Comercio al por mayor,9811,Peones del transporte de mercancías y descargadores,Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,47,Comercio al por menor,1432,Directores y gerentes de empresas de comercio al por menor,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,47,Comercio al por menor,5220,Vendedores en tiendas y almacenes,Temporal Tiempo Completo,Menos de 6 meses,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,47,Comercio al por menor,5220,Vendedores en tiendas y almacenes,Temporal Tiempo Parcial,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,47,Comercio al por menor,9811,Peones del transporte de mercancías y descargadores,Conversión a Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,49,Transporte terrestre y por tubería,8420,Conductores de autobuses y tranvías,Temporal Tiempo Completo,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,49,Transporte terrestre y por tubería,8432,Conductores asalariados de camiones,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,49,Transporte terrestre y por tubería,9811,Peones del transporte de mercancías y descargadores,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,56,Servicios de comidas y bebidas,2932,"Compositores, músicos y cantantes",Temporal Tiempo Parcial,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,56,Servicios de comidas y bebidas,5110,Cocineros asalariados,Temporal Tiempo Parcial,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,56,Servicios de comidas y bebidas,5120,Camareros asalariados,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,56,Servicios de comidas y bebidas,9310,Ayudantes de cocina,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,68,Actividades inmobiliarias,4500,Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,77,Actividades de alquiler,7401,Mecánicos y ajustadores de vehículos de motor,Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,77,Actividades de alquiler,8202,Ensambladores de equipos eléctricos y electrónicos,Temporal Tiempo Parcial,Menos de 6 meses,Nacional,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,77,Actividades de alquiler,9811,Peones del transporte de mercancías y descargadores,Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,77,Actividades de alquiler,9811,Peones del transporte de mercancías y descargadores,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,77,Actividades de alquiler,9811,Peones del transporte de mercancías y descargadores,Temporal Tiempo Completo,Menos de 6 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,81,Servicios a edificios y actividades de jardinería,7191,Mantenedores de edificios,Indefinido,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,81,Servicios a edificios y actividades de jardinería,9210,"Personal de limpieza de oficinas, hoteles y otros establecimientos similares",Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,84,Administración pública y defensa; seguridad social obligatoria,6120,"Trabajadores cualificados en huertas, invernaderos, viveros y jardines",Temporal Tiempo Parcial,De 6 a 12 meses,Nacional,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,84,Administración pública y defensa; seguridad social obligatoria,9512,"Peones agrícolas en huertas, invernaderos, viveros y jardines",Temporal Tiempo Parcial,De 6 a 12 meses,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,84,Administración pública y defensa; seguridad social obligatoria,9601,Peones de obras públicas,Temporal Tiempo Parcial,De 6 a 12 meses,Extranjeros Comunitarios,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,84,Administración pública y defensa; seguridad social obligatoria,9601,Peones de obras públicas,Temporal Tiempo Parcial,De 6 a 12 meses,Nacional,2
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,85,Educación,4309,Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes,Temporal Tiempo Completo,Duración indeterminada/Sin información de la duración,Nacional,1
202603,Hombres,45 o más,35002,Agüimes,GRAN CANARIA,Gran Canaria Sur,Educación secundaria,90,Actividades de creación artística y artes escénicas,5942,Auxiliares de vigilante de seguridad y similares no habilitados para ir armados,Indefinido,Duración indeterminada/Sin información de la duración,Extranjeros no Comunitarios,1
