TERRITORIO,TIME_PERIOD,MEDIDAS,OBS_VALUE,tipo_territorio
Puntallana,2019,Índice de Gini,29.9,municipio
Agaete,2020,Índice de Gini,29.9,municipio
Tazacorte,2022,Índice de Gini,29.9,municipio
Ingenio,2015,Índice de Gini,29.9,municipio
La Guancha,2015,Índice de Gini,29.9,municipio
Tegueste,2021,Índice de Gini,29.9,municipio
San Bartolomé,2018,Índice de Gini,29.9,municipio
Santa María de Guía de Gran Canaria,2017,Índice de Gini,29.9,municipio
Agulo,2019,Índice de Gini,29.9,municipio
Santa Lucía de Tirajana,2020,Índice de Gini,29.9,municipio
Agulo,2018,Índice de Gini,29.9,municipio
La Victoria de Acentejo,2017,Índice de Gini,30.0,municipio
Icod de los Vinos,2022,Índice de Gini,30.0,municipio
Vilaflor de Chasna,2022,Índice de Gini,30.0,municipio
La Matanza de Acentejo,2020,Índice de Gini,30.0,municipio
Betancuria,2021,Índice de Gini,30.0,municipio
Buenavista del Norte,2015,Índice de Gini,30.0,municipio
Vilaflor de Chasna,2021,Índice de Gini,30.0,municipio
San Sebastián de La Gomera,2019,Índice de Gini,30.0,municipio
Teguise,2022,Índice de Gini,30.1,municipio
Valsequillo de Gran Canaria,2018,Índice de Gini,30.1,municipio
Haría,2019,Índice de Gini,30.1,municipio
Candelaria,2023,Índice de Gini,30.1,municipio
Valleseco,2018,Índice de Gini,30.1,municipio
Agaete,2019,Índice de Gini,30.1,municipio
Fuencaliente de La Palma,2020,Índice de Gini,30.1,municipio
Garachico,2017,Índice de Gini,30.1,municipio
Moya,2023,Índice de Gini,30.1,municipio
Arrecife,2018,Índice de Gini,30.1,municipio
Tazacorte,2020,Índice de Gini,30.1,municipio
La Victoria de Acentejo,2018,Índice de Gini,30.1,municipio
Arucas,2018,Índice de Gini,30.2,municipio
Vallehermoso,2016,Índice de Gini,30.2,municipio
Firgas,2017,Índice de Gini,30.2,municipio
Arrecife,2019,Índice de Gini,30.2,municipio
Agulo,2020,Índice de Gini,30.2,municipio
Vilaflor de Chasna,2019,Índice de Gini,30.2,municipio
La Gomera,2023,Índice de Gini,30.2,isla
Agulo,2021,Índice de Gini,30.2,municipio
Puerto del Rosario,2023,Índice de Gini,30.3,municipio
Agaete,2018,Índice de Gini,30.3,municipio
Fuencaliente de La Palma,2017,Índice de Gini,30.3,municipio
Arico,2022,Índice de Gini,30.3,municipio
Tejeda,2021,Índice de Gini,30.3,municipio
Tegueste,2019,Índice de Gini,30.3,municipio
San Juan de la Rambla,2019,Índice de Gini,30.3,municipio
La Orotava,2021,Índice de Gini,30.3,municipio
Icod de los Vinos,2019,Índice de Gini,30.3,municipio
Telde,2021,Índice de Gini,30.4,municipio
Hermigua,2021,Índice de Gini,30.4,municipio
Puntallana,2020,Índice de Gini,30.4,municipio
Güímar,2019,Índice de Gini,30.4,municipio
Haría,2022,Índice de Gini,30.4,municipio
Hermigua,2016,Índice de Gini,30.4,municipio
Candelaria,2022,Índice de Gini,30.5,municipio
Arico,2019,Índice de Gini,30.5,municipio
Agüimes,2016,Índice de Gini,30.5,municipio
Fuerteventura,2023,Índice de Gini,30.5,isla
Güímar,2021,Índice de Gini,30.5,municipio
Moya,2021,Índice de Gini,30.5,municipio
Hermigua,2015,Índice de Gini,30.5,municipio
Yaiza,2022,Índice de Gini,30.5,municipio
Yaiza,2019,Índice de Gini,30.5,municipio
San Andrés y Sauces,2020,Índice de Gini,30.5,municipio
Vilaflor de Chasna,2018,Índice de Gini,30.5,municipio
San Bartolomé,2017,Índice de Gini,30.5,municipio
Telde,2019,Índice de Gini,30.6,municipio
San Sebastián de La Gomera,2018,Índice de Gini,30.6,municipio
San Andrés y Sauces,2015,Índice de Gini,30.6,municipio
Puntallana,2021,Índice de Gini,30.6,municipio
Arrecife,2017,Índice de Gini,30.6,municipio
Lanzarote,2022,Índice de Gini,30.6,isla
La Matanza de Acentejo,2019,Índice de Gini,30.6,municipio
Icod de los Vinos,2020,Índice de Gini,30.6,municipio
Fasnia,2018,Índice de Gini,30.6,municipio
Tegueste,2020,Índice de Gini,30.6,municipio
Vega de San Mateo,2022,Índice de Gini,30.6,municipio
Güímar,2020,Índice de Gini,30.7,municipio
Moya,2020,Índice de Gini,30.7,municipio
Fasnia,2019,Índice de Gini,30.7,municipio
San Miguel de Abona,2023,Índice de Gini,30.7,municipio
Garachico,2016,Índice de Gini,30.7,municipio
Arucas,2017,Índice de Gini,30.7,municipio
La Orotava,2019,Índice de Gini,30.7,municipio
Moya,2018,Índice de Gini,30.7,municipio
El Sauzal,2023,Índice de Gini,30.7,municipio
Tazacorte,2019,Índice de Gini,30.7,municipio
La Orotava,2020,Índice de Gini,30.7,municipio
Teror,2020,Índice de Gini,30.7,municipio
San Bartolomé,2021,Índice de Gini,30.7,municipio
Barlovento,2021,Índice de Gini,30.7,municipio
La Victoria de Acentejo,2016,Índice de Gini,30.7,municipio
Fasnia,2021,Índice de Gini,30.7,municipio
La Gomera,2022,Índice de Gini,30.7,isla
Telde,2020,Índice de Gini,30.8,municipio
Teror,2019,Índice de Gini,30.8,municipio
Moya,2022,Índice de Gini,30.8,municipio
San Andrés y Sauces,2021,Índice de Gini,30.8,municipio
San Juan de la Rambla,2020,Índice de Gini,30.8,municipio
Haría,2021,Índice de Gini,30.8,municipio
Tazacorte,2021,Índice de Gini,30.8,municipio
Los Realejos,2016,Índice de Gini,30.8,municipio
La Gomera,2019,Índice de Gini,30.8,isla
Guía de Isora,2015,Índice de Gini,30.8,municipio
Granadilla de Abona,2022,Índice de Gini,30.8,municipio
Gáldar,2016,Índice de Gini,30.9,municipio
Agaete,2017,Índice de Gini,30.9,municipio
Güímar,2018,Índice de Gini,30.9,municipio
Moya,2019,Índice de Gini,30.9,municipio
Arafo,2019,Índice de Gini,30.9,municipio
Fasnia,2020,Índice de Gini,30.9,municipio
Fuencaliente de La Palma,2015,Índice de Gini,30.9,municipio
Teguise,2019,Índice de Gini,30.9,municipio
Tejeda,2022,Índice de Gini,30.9,municipio
Teguise,2021,Índice de Gini,31.0,municipio
Santa María de Guía de Gran Canaria,2016,Índice de Gini,31.0,municipio
San Sebastián de La Gomera,2020,Índice de Gini,31.0,municipio
Tacoronte,2023,Índice de Gini,31.0,municipio
Lanzarote,2019,Índice de Gini,31.0,isla
Puntallana,2016,Índice de Gini,31.0,municipio
Fuencaliente de La Palma,2016,Índice de Gini,31.0,municipio
Puerto del Rosario,2022,Índice de Gini,31.0,municipio
Fuencaliente de La Palma,2018,Índice de Gini,31.0,municipio
San Juan de la Rambla,2018,Índice de Gini,31.0,municipio
Yaiza,2018,Índice de Gini,31.0,municipio
San Andrés y Sauces,2017,Índice de Gini,31.0,municipio
San Andrés y Sauces,2018,Índice de Gini,31.0,municipio
Vega de San Mateo,2019,Índice de Gini,31.0,municipio
Vega de San Mateo,2021,Índice de Gini,31.0,municipio
La Matanza de Acentejo,2018,Índice de Gini,31.1,municipio
San Bartolomé,2020,Índice de Gini,31.1,municipio
Agulo,2017,Índice de Gini,31.1,municipio
Mogán,2023,Índice de Gini,31.1,municipio
Betancuria,2020,Índice de Gini,31.1,municipio
Puntallana,2015,Índice de Gini,31.1,municipio
Puntallana,2022,Índice de Gini,31.1,municipio
Los Realejos,2015,Índice de Gini,31.2,municipio
Santiago del Teide,2023,Índice de Gini,31.2,municipio
Granadilla de Abona,2019,Índice de Gini,31.2,municipio
Tegueste,2018,Índice de Gini,31.2,municipio
La Gomera,2021,Índice de Gini,31.2,isla
Arico,2020,Índice de Gini,31.2,municipio
Agüimes,2015,Índice de Gini,31.2,municipio
Firgas,2016,Índice de Gini,31.2,municipio
Candelaria,2021,Índice de Gini,31.2,municipio
Valleseco,2017,Índice de Gini,31.2,municipio
Santa Lucía de Tirajana,2016,Índice de Gini,31.2,municipio
Valleseco,2015,Índice de Gini,31.2,municipio
Vega de San Mateo,2020,Índice de Gini,31.2,municipio
Las Palmas,2023,Índice de Gini,31.3,provincia
Yaiza,2017,Índice de Gini,31.3,municipio
Fuencaliente de La Palma,2023,Índice de Gini,31.3,municipio
San Sebastián de La Gomera,2017,Índice de Gini,31.3,municipio
Arico,2021,Índice de Gini,31.3,municipio
Mogán,2019,Índice de Gini,31.3,municipio
Arico,2018,Índice de Gini,31.3,municipio
Icod de los Vinos,2017,Índice de Gini,31.3,municipio
Barlovento,2019,Índice de Gini,31.3,municipio
Guía de Isora,2016,Índice de Gini,31.3,municipio
Fasnia,2017,Índice de Gini,31.3,municipio
Lanzarote,2018,Índice de Gini,31.3,isla
Puerto del Rosario,2018,Índice de Gini,31.3,municipio
Telde,2018,Índice de Gini,31.3,municipio
Valsequillo de Gran Canaria,2017,Índice de Gini,31.3,municipio
Teguise,2018,Índice de Gini,31.3,municipio
Teror,2018,Índice de Gini,31.3,municipio
Fuerteventura,2022,Índice de Gini,31.4,isla
Arafo,2020,Índice de Gini,31.4,municipio
Haría,2018,Índice de Gini,31.4,municipio
Icod de los Vinos,2018,Índice de Gini,31.4,municipio
La Orotava,2018,Índice de Gini,31.4,municipio
Moya,2017,Índice de Gini,31.4,municipio
Vilaflor de Chasna,2020,Índice de Gini,31.4,municipio
Vilaflor de Chasna,2017,Índice de Gini,31.4,municipio
La Victoria de Acentejo,2015,Índice de Gini,31.4,municipio
Tejeda,2020,Índice de Gini,31.4,municipio
Barlovento,2020,Índice de Gini,31.5,municipio
Santa Lucía de Tirajana,2015,Índice de Gini,31.5,municipio
La Gomera,2018,Índice de Gini,31.5,isla
Gáldar,2015,Índice de Gini,31.5,municipio
Fuerteventura,2018,Índice de Gini,31.5,isla
Fasnia,2015,Índice de Gini,31.5,municipio
Arrecife,2021,Índice de Gini,31.5,municipio
San Miguel de Abona,2022,Índice de Gini,31.5,municipio
Villa de Mazo,2021,Índice de Gini,31.5,municipio
Breña Alta,2021,Índice de Gini,31.5,municipio
Arico,2017,Índice de Gini,31.5,municipio
San Sebastián de La Gomera,2015,Índice de Gini,31.5,municipio
San Andrés y Sauces,2016,Índice de Gini,31.6,municipio
Fuerteventura,2019,Índice de Gini,31.6,isla
San Juan de la Rambla,2017,Índice de Gini,31.6,municipio
Granadilla de Abona,2018,Índice de Gini,31.6,municipio
Puerto del Rosario,2019,Índice de Gini,31.6,municipio
La Matanza de Acentejo,2017,Índice de Gini,31.6,municipio
Gran Canaria,2023,Índice de Gini,31.6,isla
Tazacorte,2023,Índice de Gini,31.6,municipio
Breña Baja,2021,Índice de Gini,31.6,municipio
Haría,2020,Índice de Gini,31.6,municipio
Fasnia,2016,Índice de Gini,31.7,municipio
Tegueste,2017,Índice de Gini,31.7,municipio
Canarias,2023,Índice de Gini,31.7,isla
San Andrés y Sauces,2019,Índice de Gini,31.7,municipio
Breña Baja,2020,Índice de Gini,31.7,municipio
Mogán,2022,Índice de Gini,31.7,municipio
Fuencaliente de La Palma,2022,Índice de Gini,31.7,municipio
Lanzarote,2017,Índice de Gini,31.7,isla
Puerto del Rosario,2017,Índice de Gini,31.7,municipio
El Sauzal,2022,Índice de Gini,31.7,municipio
Villa de Mazo,2019,Índice de Gini,31.7,municipio
Santa María de Guía de Gran Canaria,2015,Índice de Gini,31.7,municipio
Tejeda,2019,Índice de Gini,31.7,municipio
La Gomera,2020,Índice de Gini,31.7,isla
La Gomera,2017,Índice de Gini,31.7,isla
Santa Úrsula,2023,Índice de Gini,31.7,municipio
Vega de San Mateo,2017,Índice de Gini,31.8,municipio
Santiago del Teide,2021,Índice de Gini,31.8,municipio
Fuerteventura,2017,Índice de Gini,31.8,isla
Arafo,2018,Índice de Gini,31.8,municipio
Valleseco,2016,Índice de Gini,31.8,municipio
Teror,2017,Índice de Gini,31.8,municipio
Betancuria,2015,Índice de Gini,31.8,municipio
Villa de Mazo,2020,Índice de Gini,31.8,municipio
Tazacorte,2017,Índice de Gini,31.8,municipio
Santiago del Teide,2022,Índice de Gini,31.8,municipio
El Paso,2021,Índice de Gini,31.8,municipio
Arona,2023,Índice de Gini,31.9,municipio
Breña Alta,2023,Índice de Gini,31.9,municipio
Teguise,2020,Índice de Gini,31.9,municipio
Santiago del Teide,2019,Índice de Gini,31.9,municipio
Breña Baja,2019,Índice de Gini,31.9,municipio
Breña Alta,2020,Índice de Gini,31.9,municipio
Granadilla de Abona,2020,Índice de Gini,31.9,municipio
Firgas,2015,Índice de Gini,31.9,municipio
La Orotava,2017,Índice de Gini,31.9,municipio
Garachico,2015,Índice de Gini,31.9,municipio
San Cristóbal de La Laguna,2023,Índice de Gini,31.9,municipio
Arrecife,2020,Índice de Gini,31.9,municipio
Mogán,2018,Índice de Gini,32.0,municipio
San Andrés y Sauces,2022,Índice de Gini,32.0,municipio
Tejeda,2017,Índice de Gini,32.0,municipio
Granadilla de Abona,2017,Índice de Gini,32.0,municipio
Telde,2017,Índice de Gini,32.0,municipio
Valsequillo de Gran Canaria,2016,Índice de Gini,32.0,municipio
Vega de San Mateo,2018,Índice de Gini,32.0,municipio
Tenerife,2023,Índice de Gini,32.0,isla
San Andrés y Sauces,2023,Índice de Gini,32.0,municipio
El Pinar de El Hierro,2023,Índice de Gini,32.0,municipio
Güímar,2017,Índice de Gini,32.0,municipio
Villa de Mazo,2022,Índice de Gini,32.1,municipio
Teguise,2017,Índice de Gini,32.1,municipio
Santa Cruz de Tenerife,2023,Índice de Gini,32.1,municipio
Yaiza,2020,Índice de Gini,32.1,municipio
Las Palmas,2022,Índice de Gini,32.1,provincia
Arrecife,2016,Índice de Gini,32.1,municipio
Arucas,2016,Índice de Gini,32.1,municipio
Breña Alta,2019,Índice de Gini,32.1,municipio
Candelaria,2019,Índice de Gini,32.1,municipio
Barlovento,2018,Índice de Gini,32.1,municipio
Tazacorte,2018,Índice de Gini,32.1,municipio
Yaiza,2021,Índice de Gini,32.2,municipio
Mogán,2017,Índice de Gini,32.2,municipio
Mogán,2020,Índice de Gini,32.2,municipio
Barlovento,2015,Índice de Gini,32.2,municipio
Tejeda,2018,Índice de Gini,32.2,municipio
La Gomera,2015,Índice de Gini,32.2,isla
Granadilla de Abona,2021,Índice de Gini,32.2,municipio
Moya,2015,Índice de Gini,32.2,municipio
Tacoronte,2022,Índice de Gini,32.2,municipio
Villa de Mazo,2018,Índice de Gini,32.2,municipio
Haría,2017,Índice de Gini,32.2,municipio
Moya,2016,Índice de Gini,32.3,municipio
Puerto del Rosario,2021,Índice de Gini,32.3,municipio
Candelaria,2020,Índice de Gini,32.3,municipio
El Rosario,2023,Índice de Gini,32.3,municipio
El Rosario,2022,Índice de Gini,32.3,municipio
Lanzarote,2021,Índice de Gini,32.3,isla
El Pinar de El Hierro,2021,Índice de Gini,32.3,municipio
Frontera,2021,Índice de Gini,32.3,municipio
Vilaflor de Chasna,2016,Índice de Gini,32.4,municipio
El Sauzal,2021,Índice de Gini,32.4,municipio
Villa de Mazo,2023,Índice de Gini,32.4,municipio
Barlovento,2017,Índice de Gini,32.4,municipio
Gran Canaria,2022,Índice de Gini,32.4,isla
Santiago del Teide,2018,Índice de Gini,32.4,municipio
Santa Cruz de La Palma,2021,Índice de Gini,32.4,municipio
Santiago del Teide,2017,Índice de Gini,32.4,municipio
El Paso,2022,Índice de Gini,32.4,municipio
El Pinar de El Hierro,2022,Índice de Gini,32.4,municipio
Breña Alta,2022,Índice de Gini,32.4,municipio
Santa Úrsula,2022,Índice de Gini,32.5,municipio
Valsequillo de Gran Canaria,2015,Índice de Gini,32.5,municipio
Valverde,2021,Índice de Gini,32.5,municipio
Tijarafe,2021,Índice de Gini,32.5,municipio
Betancuria,2016,Índice de Gini,32.5,municipio
Canarias,2022,Índice de Gini,32.5,isla
Frontera,2020,Índice de Gini,32.5,municipio
Valverde,2022,Índice de Gini,32.5,municipio
El Pinar de El Hierro,2020,Índice de Gini,32.5,municipio
Puerto del Rosario,2020,Índice de Gini,32.6,municipio
Tazacorte,2016,Índice de Gini,32.6,municipio
Lanzarote,2020,Índice de Gini,32.6,isla
Arucas,2015,Índice de Gini,32.6,municipio
El Rosario,2021,Índice de Gini,32.6,municipio
Betancuria,2019,Índice de Gini,32.6,municipio
Barlovento,2022,Índice de Gini,32.6,municipio
La Palma,2021,Índice de Gini,32.6,isla
Arona,2022,Índice de Gini,32.6,municipio
San Bartolomé,2015,Índice de Gini,32.6,municipio
Arafo,2017,Índice de Gini,32.6,municipio
San Bartolomé,2016,Índice de Gini,32.6,municipio
Santiago del Teide,2020,Índice de Gini,32.6,municipio
San Miguel de Abona,2019,Índice de Gini,32.6,municipio
Puntallana,2023,Índice de Gini,32.6,municipio
San Sebastián de La Gomera,2016,Índice de Gini,32.7,municipio
San Bartolomé de Tirajana,2023,Índice de Gini,32.7,municipio
El Rosario,2020,Índice de Gini,32.7,municipio
El Hierro,2021,Índice de Gini,32.7,isla
Breña Baja,2018,Índice de Gini,32.7,municipio
Candelaria,2018,Índice de Gini,32.7,municipio
Frontera,2019,Índice de Gini,32.8,municipio
Tacoronte,2021,Índice de Gini,32.8,municipio
Las Palmas,2019,Índice de Gini,32.8,provincia
Fuerteventura,2021,Índice de Gini,32.8,isla
Mogán,2021,Índice de Gini,32.8,municipio
San Cristóbal de La Laguna,2022,Índice de Gini,32.8,municipio
La Gomera,2016,Índice de Gini,32.8,isla
Arico,2015,Índice de Gini,32.8,municipio
Breña Alta,2017,Índice de Gini,32.9,municipio
Breña Alta,2018,Índice de Gini,32.9,municipio
Güímar,2016,Índice de Gini,32.9,municipio
Icod de los Vinos,2015,Índice de Gini,32.9,municipio
Agaete,2015,Índice de Gini,32.9,municipio
Frontera,2022,Índice de Gini,32.9,municipio
Las Palmas,2021,Índice de Gini,32.9,provincia
Arona,2019,Índice de Gini,32.9,municipio
Teror,2016,Índice de Gini,32.9,municipio
Fuerteventura,2020,Índice de Gini,32.9,isla
Tenerife,2022,Índice de Gini,32.9,isla
Betancuria,2022,Índice de Gini,32.9,municipio
Santa Cruz de Tenerife,2022,Índice de Gini,32.9,municipio
Santa Úrsula,2021,Índice de Gini,32.9,municipio
San Juan de la Rambla,2016,Índice de Gini,32.9,municipio
Gran Canaria,2021,Índice de Gini,32.9,isla
Frontera,2023,Índice de Gini,32.9,municipio
San Miguel de Abona,2021,Índice de Gini,32.9,municipio
Arrecife,2015,Índice de Gini,33.0,municipio
Telde,2016,Índice de Gini,33.0,municipio
El Hierro,2022,Índice de Gini,33.0,isla
Tías,2023,Índice de Gini,33.0,municipio
La Matanza de Acentejo,2016,Índice de Gini,33.1,municipio
Santa Cruz de La Palma,2020,Índice de Gini,33.1,municipio
Yaiza,2015,Índice de Gini,33.1,municipio
Teguise,2016,Índice de Gini,33.1,municipio
Haría,2016,Índice de Gini,33.1,municipio
Valverde,2023,Índice de Gini,33.1,municipio
Icod de los Vinos,2016,Índice de Gini,33.1,municipio
Breña Baja,2022,Índice de Gini,33.1,municipio
Yaiza,2016,Índice de Gini,33.1,municipio
El Hierro,2023,Índice de Gini,33.1,isla
Valverde,2020,Índice de Gini,33.1,municipio
Teror,2015,Índice de Gini,33.1,municipio
El Hierro,2020,Índice de Gini,33.2,isla
Tijarafe,2019,Índice de Gini,33.2,municipio
El Sauzal,2019,Índice de Gini,33.2,municipio
Barlovento,2023,Índice de Gini,33.2,municipio
Agaete,2016,Índice de Gini,33.2,municipio
El Paso,2023,Índice de Gini,33.2,municipio
Canarias,2021,Índice de Gini,33.2,isla
Breña Baja,2023,Índice de Gini,33.2,municipio
Tejeda,2016,Índice de Gini,33.2,municipio
La Palma,2020,Índice de Gini,33.2,isla
Las Palmas,2020,Índice de Gini,33.3,provincia
Canarias,2019,Índice de Gini,33.3,isla
Lanzarote,2016,Índice de Gini,33.3,isla
El Pinar de El Hierro,2019,Índice de Gini,33.3,municipio
Güímar,2015,Índice de Gini,33.3,municipio
San Cristóbal de La Laguna,2021,Índice de Gini,33.3,municipio
Gran Canaria,2019,Índice de Gini,33.3,isla
Vilaflor de Chasna,2015,Índice de Gini,33.3,municipio
La Palma,2019,Índice de Gini,33.3,isla
La Orotava,2016,Índice de Gini,33.3,municipio
Los Llanos de Aridane,2021,Índice de Gini,33.3,municipio
Tijarafe,2020,Índice de Gini,33.3,municipio
San Bartolomé de Tirajana,2022,Índice de Gini,33.3,municipio
Las Palmas,2018,Índice de Gini,33.3,provincia
Tijarafe,2023,Índice de Gini,33.3,municipio
Breña Baja,2017,Índice de Gini,33.4,municipio
El Rosario,2019,Índice de Gini,33.4,municipio
El Sauzal,2020,Índice de Gini,33.4,municipio
Vega de San Mateo,2015,Índice de Gini,33.4,municipio
Puerto del Rosario,2016,Índice de Gini,33.4,municipio
El Paso,2020,Índice de Gini,33.4,municipio
Candelaria,2017,Índice de Gini,33.4,municipio
Barlovento,2016,Índice de Gini,33.4,municipio
Gran Canaria,2020,Índice de Gini,33.4,isla
Santa Cruz de La Palma,2019,Índice de Gini,33.5,municipio
Villa de Mazo,2017,Índice de Gini,33.5,municipio
San Bartolomé de Tirajana,2019,Índice de Gini,33.5,municipio
Tejeda,2015,Índice de Gini,33.5,municipio
Haría,2015,Índice de Gini,33.5,municipio
Tacoronte,2020,Índice de Gini,33.5,municipio
Tacoronte,2019,Índice de Gini,33.5,municipio
Frontera,2018,Índice de Gini,33.5,municipio
Tegueste,2016,Índice de Gini,33.5,municipio
Vega de San Mateo,2016,Índice de Gini,33.6,municipio
Santa Úrsula,2020,Índice de Gini,33.6,municipio
La Palma,2022,Índice de Gini,33.6,isla
Santa Cruz de Tenerife,2021,Índice de Gini,33.6,municipio
Fuerteventura,2016,Índice de Gini,33.6,isla
Teguise,2015,Índice de Gini,33.6,municipio
Los Llanos de Aridane,2020,Índice de Gini,33.6,municipio
Tazacorte,2015,Índice de Gini,33.7,municipio
La Matanza de Acentejo,2015,Índice de Gini,33.7,municipio
Arico,2016,Índice de Gini,33.7,municipio
San Miguel de Abona,2018,Índice de Gini,33.7,municipio
Santa Cruz de La Palma,2023,Índice de Gini,33.7,municipio
El Paso,2019,Índice de Gini,33.7,municipio
Canarias,2020,Índice de Gini,33.8,isla
Fuerteventura,2015,Índice de Gini,33.8,isla
Las Palmas,2017,Índice de Gini,33.8,provincia
Telde,2015,Índice de Gini,33.8,municipio
Santa Cruz de Tenerife,2019,Índice de Gini,33.8,municipio
El Rosario,2018,Índice de Gini,33.8,municipio
Tenerife,2021,Índice de Gini,33.8,isla
La Palma,2023,Índice de Gini,33.8,isla
Lanzarote,2015,Índice de Gini,33.9,isla
Gran Canaria,2018,Índice de Gini,33.9,isla
Tijarafe,2017,Índice de Gini,33.9,municipio
Canarias,2018,Índice de Gini,33.9,isla
San Juan de la Rambla,2015,Índice de Gini,33.9,municipio
Tenerife,2019,Índice de Gini,33.9,isla
Adeje,2023,Índice de Gini,33.9,municipio
Arona,2020,Índice de Gini,33.9,municipio
Santa Cruz de La Palma,2022,Índice de Gini,33.9,municipio
San Miguel de Abona,2020,Índice de Gini,34.0,municipio
Arona,2021,Índice de Gini,34.0,municipio
Arona,2018,Índice de Gini,34.0,municipio
El Hierro,2019,Índice de Gini,34.0,isla
Tijarafe,2022,Índice de Gini,34.0,municipio
Los Llanos de Aridane,2022,Índice de Gini,34.0,municipio
El Sauzal,2018,Índice de Gini,34.1,municipio
La Palma,2018,Índice de Gini,34.1,isla
San Bartolomé de Tirajana,2020,Índice de Gini,34.1,municipio
San Bartolomé de Tirajana,2018,Índice de Gini,34.1,municipio
Tías,2022,Índice de Gini,34.1,municipio
Los Llanos de Aridane,2019,Índice de Gini,34.1,municipio
Puerto del Rosario,2015,Índice de Gini,34.1,municipio
Tacoronte,2018,Índice de Gini,34.1,municipio
Granadilla de Abona,2016,Índice de Gini,34.1,municipio
Breña Alta,2016,Índice de Gini,34.1,municipio
La Orotava,2015,Índice de Gini,34.2,municipio
San Cristóbal de La Laguna,2020,Índice de Gini,34.2,municipio
Tegueste,2015,Índice de Gini,34.2,municipio
Granadilla de Abona,2015,Índice de Gini,34.2,municipio
San Cristóbal de La Laguna,2019,Índice de Gini,34.2,municipio
Santa Cruz de Tenerife,2020,Índice de Gini,34.2,municipio
Las Palmas de Gran Canaria,2023,Índice de Gini,34.2,municipio
Santa Cruz de La Palma,2018,Índice de Gini,34.2,municipio
San Miguel de Abona,2017,Índice de Gini,34.2,municipio
El Sauzal,2017,Índice de Gini,34.3,municipio
La Palma,2017,Índice de Gini,34.3,isla
La Oliva,2023,Índice de Gini,34.3,municipio
El Paso,2018,Índice de Gini,34.3,municipio
Santa Úrsula,2019,Índice de Gini,34.3,municipio
Antigua,2023,Índice de Gini,34.3,municipio
Villa de Mazo,2016,Índice de Gini,34.3,municipio
El Pinar de El Hierro,2018,Índice de Gini,34.3,municipio
Arona,2017,Índice de Gini,34.4,municipio
Canarias,2017,Índice de Gini,34.4,isla
Los Llanos de Aridane,2023,Índice de Gini,34.4,municipio
Arafo,2016,Índice de Gini,34.4,municipio
Puerto de la Cruz,2023,Índice de Gini,34.4,municipio
Tenerife,2020,Índice de Gini,34.4,isla
Valverde,2019,Índice de Gini,34.4,municipio
Gran Canaria,2017,Índice de Gini,34.4,isla
Santa Cruz de La Palma,2017,Índice de Gini,34.4,municipio
El Pinar de El Hierro,2017,Índice de Gini,34.5,municipio
Valle Gran Rey,2019,Índice de Gini,34.5,municipio
Santiago del Teide,2016,Índice de Gini,34.5,municipio
El Rosario,2017,Índice de Gini,34.5,municipio
El Paso,2017,Índice de Gini,34.5,municipio
San Bartolomé de Tirajana,2021,Índice de Gini,34.6,municipio
Puntagorda,2023,Índice de Gini,34.6,municipio
El Pinar de El Hierro,2015,Índice de Gini,34.6,municipio
Santiago del Teide,2015,Índice de Gini,34.6,municipio
Valle Gran Rey,2023,Índice de Gini,34.7,municipio
Santa Cruz de Tenerife,2018,Índice de Gini,34.7,municipio
Arafo,2015,Índice de Gini,34.7,municipio
Breña Baja,2016,Índice de Gini,34.7,municipio
San Bartolomé de Tirajana,2017,Índice de Gini,34.7,municipio
Mogán,2016,Índice de Gini,34.7,municipio
Candelaria,2016,Índice de Gini,34.7,municipio
Valle Gran Rey,2022,Índice de Gini,34.7,municipio
Mogán,2015,Índice de Gini,34.7,municipio
Frontera,2017,Índice de Gini,34.7,municipio
Breña Alta,2015,Índice de Gini,34.7,municipio
Tenerife,2018,Índice de Gini,34.8,isla
El Hierro,2018,Índice de Gini,34.8,isla
Las Palmas de Gran Canaria,2022,Índice de Gini,34.8,municipio
Valverde,2015,Índice de Gini,34.8,municipio
Tías,2019,Índice de Gini,34.8,municipio
Adeje,2022,Índice de Gini,34.8,municipio
La Oliva,2022,Índice de Gini,34.9,municipio
Santa Cruz de La Palma,2016,Índice de Gini,34.9,municipio
Breña Baja,2015,Índice de Gini,34.9,municipio
Adeje,2019,Índice de Gini,34.9,municipio
Tías,2018,Índice de Gini,34.9,municipio
Villa de Mazo,2015,Índice de Gini,34.9,municipio
Santa Brígida,2021,Índice de Gini,34.9,municipio
San Cristóbal de La Laguna,2018,Índice de Gini,34.9,municipio
Puerto de la Cruz,2022,Índice de Gini,34.9,municipio
Los Llanos de Aridane,2017,Índice de Gini,35.0,municipio
Garafía,2015,Índice de Gini,35.0,municipio
La Oliva,2019,Índice de Gini,35.0,municipio
Tijarafe,2016,Índice de Gini,35.0,municipio
Las Palmas de Gran Canaria,2021,Índice de Gini,35.0,municipio
Tías,2017,Índice de Gini,35.0,municipio
Puerto de la Cruz,2021,Índice de Gini,35.0,municipio
Los Llanos de Aridane,2018,Índice de Gini,35.0,municipio
Candelaria,2015,Índice de Gini,35.1,municipio
Tacoronte,2017,Índice de Gini,35.1,municipio
Santa Cruz de Tenerife,2017,Índice de Gini,35.1,municipio
Las Palmas,2016,Índice de Gini,35.2,provincia
Tenerife,2017,Índice de Gini,35.2,isla
La Palma,2016,Índice de Gini,35.2,isla
