Territorio,Año,Fuente_Renta,Fuente_Renta_Code,Porcentaje,ISLA_clean
Gáldar,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,Gran Canaria
Ingenio,2015,Sueldos y salarios,SUELDOS_SALARIOS,64.9,Gran Canaria
Ingenio,2016,Sueldos y salarios,SUELDOS_SALARIOS,66.1,Gran Canaria
Ingenio,2017,Sueldos y salarios,SUELDOS_SALARIOS,65.8,Gran Canaria
Ingenio,2018,Sueldos y salarios,SUELDOS_SALARIOS,66.4,Gran Canaria
Ingenio,2019,Sueldos y salarios,SUELDOS_SALARIOS,65.6,Gran Canaria
Ingenio,2020,Sueldos y salarios,SUELDOS_SALARIOS,57.5,Gran Canaria
Ingenio,2021,Sueldos y salarios,SUELDOS_SALARIOS,60.2,Gran Canaria
Ingenio,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.4,Gran Canaria
Ingenio,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.5,Gran Canaria
Ingenio,2015,Otros ingresos,OTROS_INGRESOS,7.9,Gran Canaria
Ingenio,2016,Otros ingresos,OTROS_INGRESOS,7.5,Gran Canaria
Ingenio,2017,Otros ingresos,OTROS_INGRESOS,8.0,Gran Canaria
Ingenio,2018,Otros ingresos,OTROS_INGRESOS,7.9,Gran Canaria
Ingenio,2019,Otros ingresos,OTROS_INGRESOS,8.1,Gran Canaria
Ingenio,2020,Otros ingresos,OTROS_INGRESOS,7.2,Gran Canaria
Ingenio,2021,Otros ingresos,OTROS_INGRESOS,8.2,Gran Canaria
Ingenio,2022,Otros ingresos,OTROS_INGRESOS,8.3,Gran Canaria
Ingenio,2023,Otros ingresos,OTROS_INGRESOS,8.5,Gran Canaria
Ingenio,2015,Otras prestaciones,OTRAS_PRESTACIONES,5.1,Gran Canaria
Ingenio,2016,Otras prestaciones,OTRAS_PRESTACIONES,5.2,Gran Canaria
Ingenio,2017,Otras prestaciones,OTRAS_PRESTACIONES,5.5,Gran Canaria
Ingenio,2018,Otras prestaciones,OTRAS_PRESTACIONES,5.4,Gran Canaria
Ingenio,2019,Otras prestaciones,OTRAS_PRESTACIONES,5.6,Gran Canaria
Ingenio,2020,Otras prestaciones,OTRAS_PRESTACIONES,6.4,Gran Canaria
Ingenio,2021,Otras prestaciones,OTRAS_PRESTACIONES,6.8,Gran Canaria
Ingenio,2022,Otras prestaciones,OTRAS_PRESTACIONES,6.7,Gran Canaria
Ingenio,2023,Otras prestaciones,OTRAS_PRESTACIONES,6.9,Gran Canaria
Ingenio,2015,Pensiones,PENSIONES,17.2,Gran Canaria
Ingenio,2016,Pensiones,PENSIONES,17.0,Gran Canaria
Ingenio,2017,Pensiones,PENSIONES,16.7,Gran Canaria
Ingenio,2018,Pensiones,PENSIONES,16.5,Gran Canaria
Ingenio,2019,Pensiones,PENSIONES,16.8,Gran Canaria
Ingenio,2020,Pensiones,PENSIONES,17.7,Gran Canaria
Ingenio,2021,Pensiones,PENSIONES,17.5,Gran Canaria
Ingenio,2022,Pensiones,PENSIONES,17.5,Gran Canaria
Ingenio,2023,Pensiones,PENSIONES,17.3,Gran Canaria
Ingenio,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.0,Gran Canaria
Ingenio,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,Gran Canaria
Ingenio,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.0,Gran Canaria
Ingenio,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,Gran Canaria
Ingenio,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,Gran Canaria
Ingenio,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,11.1,Gran Canaria
Ingenio,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7.3,Gran Canaria
Ingenio,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,Gran Canaria
Ingenio,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,Gran Canaria
Mogán,2015,Sueldos y salarios,SUELDOS_SALARIOS,60.3,Gran Canaria
Mogán,2016,Sueldos y salarios,SUELDOS_SALARIOS,62.1,Gran Canaria
Mogán,2017,Sueldos y salarios,SUELDOS_SALARIOS,61.8,Gran Canaria
Mogán,2018,Sueldos y salarios,SUELDOS_SALARIOS,61.0,Gran Canaria
Mogán,2019,Sueldos y salarios,SUELDOS_SALARIOS,61.0,Gran Canaria
Mogán,2020,Sueldos y salarios,SUELDOS_SALARIOS,45.8,Gran Canaria
Mogán,2021,Sueldos y salarios,SUELDOS_SALARIOS,47.4,Gran Canaria
Mogán,2022,Sueldos y salarios,SUELDOS_SALARIOS,59.4,Gran Canaria
Mogán,2023,Sueldos y salarios,SUELDOS_SALARIOS,59.7,Gran Canaria
Mogán,2015,Otros ingresos,OTROS_INGRESOS,17.9,Gran Canaria
Mogán,2016,Otros ingresos,OTROS_INGRESOS,17.2,Gran Canaria
Mogán,2017,Otros ingresos,OTROS_INGRESOS,17.4,Gran Canaria
Mogán,2018,Otros ingresos,OTROS_INGRESOS,17.8,Gran Canaria
Mogán,2019,Otros ingresos,OTROS_INGRESOS,17.0,Gran Canaria
Mogán,2020,Otros ingresos,OTROS_INGRESOS,12.8,Gran Canaria
Mogán,2021,Otros ingresos,OTROS_INGRESOS,16.4,Gran Canaria
Mogán,2022,Otros ingresos,OTROS_INGRESOS,17.6,Gran Canaria
Mogán,2023,Otros ingresos,OTROS_INGRESOS,17.8,Gran Canaria
Mogán,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.7,Gran Canaria
Mogán,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.7,Gran Canaria
Mogán,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.9,Gran Canaria
Mogán,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.2,Gran Canaria
Mogán,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Gran Canaria
Mogán,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.4,Gran Canaria
Mogán,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.5,Gran Canaria
Mogán,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.1,Gran Canaria
Mogán,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.4,Gran Canaria
Mogán,2015,Pensiones,PENSIONES,14.5,Gran Canaria
Mogán,2016,Pensiones,PENSIONES,14.2,Gran Canaria
Mogán,2017,Pensiones,PENSIONES,14.2,Gran Canaria
Mogán,2018,Pensiones,PENSIONES,14.5,Gran Canaria
Mogán,2019,Pensiones,PENSIONES,14.9,Gran Canaria
Mogán,2020,Pensiones,PENSIONES,17.3,Gran Canaria
Mogán,2021,Pensiones,PENSIONES,16.9,Gran Canaria
Mogán,2022,Pensiones,PENSIONES,15.8,Gran Canaria
Mogán,2023,Pensiones,PENSIONES,15.5,Gran Canaria
Mogán,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6,Gran Canaria
Mogán,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.9,Gran Canaria
Mogán,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7,Gran Canaria
Mogán,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,Gran Canaria
Mogán,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7,Gran Canaria
Mogán,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,19.8,Gran Canaria
Mogán,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,14.8,Gran Canaria
Mogán,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,Gran Canaria
Mogán,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,Gran Canaria
Moya,2015,Sueldos y salarios,SUELDOS_SALARIOS,54.8,Gran Canaria
Moya,2016,Sueldos y salarios,SUELDOS_SALARIOS,57.1,Gran Canaria
Moya,2017,Sueldos y salarios,SUELDOS_SALARIOS,56.5,Gran Canaria
Moya,2018,Sueldos y salarios,SUELDOS_SALARIOS,57.7,Gran Canaria
Moya,2019,Sueldos y salarios,SUELDOS_SALARIOS,57.6,Gran Canaria
Moya,2020,Sueldos y salarios,SUELDOS_SALARIOS,55.2,Gran Canaria
Moya,2021,Sueldos y salarios,SUELDOS_SALARIOS,56.1,Gran Canaria
Moya,2022,Sueldos y salarios,SUELDOS_SALARIOS,56.1,Gran Canaria
Moya,2023,Sueldos y salarios,SUELDOS_SALARIOS,55.1,Gran Canaria
Moya,2015,Otros ingresos,OTROS_INGRESOS,12.3,Gran Canaria
Moya,2016,Otros ingresos,OTROS_INGRESOS,11.8,Gran Canaria
Moya,2017,Otros ingresos,OTROS_INGRESOS,13.3,Gran Canaria
Moya,2018,Otros ingresos,OTROS_INGRESOS,13.5,Gran Canaria
Moya,2019,Otros ingresos,OTROS_INGRESOS,12.6,Gran Canaria
Moya,2020,Otros ingresos,OTROS_INGRESOS,11.2,Gran Canaria
Moya,2021,Otros ingresos,OTROS_INGRESOS,12.4,Gran Canaria
Moya,2022,Otros ingresos,OTROS_INGRESOS,13.6,Gran Canaria
Moya,2023,Otros ingresos,OTROS_INGRESOS,14.7,Gran Canaria
Moya,2015,Otras prestaciones,OTRAS_PRESTACIONES,5.9,Gran Canaria
Moya,2016,Otras prestaciones,OTRAS_PRESTACIONES,5.5,Gran Canaria
Moya,2017,Otras prestaciones,OTRAS_PRESTACIONES,6.0,Gran Canaria
Moya,2018,Otras prestaciones,OTRAS_PRESTACIONES,5.6,Gran Canaria
Moya,2019,Otras prestaciones,OTRAS_PRESTACIONES,6.0,Gran Canaria
Moya,2020,Otras prestaciones,OTRAS_PRESTACIONES,6.6,Gran Canaria
Moya,2021,Otras prestaciones,OTRAS_PRESTACIONES,6.9,Gran Canaria
Moya,2022,Otras prestaciones,OTRAS_PRESTACIONES,6.7,Gran Canaria
Moya,2023,Otras prestaciones,OTRAS_PRESTACIONES,7.3,Gran Canaria
Moya,2015,Pensiones,PENSIONES,22.9,Gran Canaria
Moya,2016,Pensiones,PENSIONES,22.1,Gran Canaria
Moya,2017,Pensiones,PENSIONES,21.1,Gran Canaria
Moya,2018,Pensiones,PENSIONES,20.5,Gran Canaria
Moya,2019,Pensiones,PENSIONES,21.0,Gran Canaria
Moya,2020,Pensiones,PENSIONES,21.3,Gran Canaria
Moya,2021,Pensiones,PENSIONES,20.8,Gran Canaria
Moya,2022,Pensiones,PENSIONES,21.0,Gran Canaria
Moya,2023,Pensiones,PENSIONES,20.4,Gran Canaria
Moya,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.1,Gran Canaria
Moya,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,Gran Canaria
Moya,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,Gran Canaria
Moya,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8,Gran Canaria
Moya,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,Gran Canaria
Moya,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.7,Gran Canaria
Moya,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,Gran Canaria
Moya,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,Gran Canaria
Moya,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,Gran Canaria
Las Palmas De Gran Canaria,2015,Sueldos y salarios,SUELDOS_SALARIOS,59.6,Gran Canaria
Las Palmas De Gran Canaria,2016,Sueldos y salarios,SUELDOS_SALARIOS,60.0,Gran Canaria
Las Palmas De Gran Canaria,2017,Sueldos y salarios,SUELDOS_SALARIOS,59.7,Gran Canaria
Las Palmas De Gran Canaria,2018,Sueldos y salarios,SUELDOS_SALARIOS,60.1,Gran Canaria
Las Palmas De Gran Canaria,2019,Sueldos y salarios,SUELDOS_SALARIOS,59.6,Gran Canaria
Las Palmas De Gran Canaria,2020,Sueldos y salarios,SUELDOS_SALARIOS,56.7,Gran Canaria
Las Palmas De Gran Canaria,2021,Sueldos y salarios,SUELDOS_SALARIOS,58.2,Gran Canaria
Las Palmas De Gran Canaria,2022,Sueldos y salarios,SUELDOS_SALARIOS,58.6,Gran Canaria
Las Palmas De Gran Canaria,2023,Sueldos y salarios,SUELDOS_SALARIOS,58.6,Gran Canaria
Las Palmas De Gran Canaria,2015,Otros ingresos,OTROS_INGRESOS,13.4,Gran Canaria
Las Palmas De Gran Canaria,2016,Otros ingresos,OTROS_INGRESOS,13.4,Gran Canaria
Las Palmas De Gran Canaria,2017,Otros ingresos,OTROS_INGRESOS,14.1,Gran Canaria
Las Palmas De Gran Canaria,2018,Otros ingresos,OTROS_INGRESOS,14.2,Gran Canaria
Las Palmas De Gran Canaria,2019,Otros ingresos,OTROS_INGRESOS,14.5,Gran Canaria
Las Palmas De Gran Canaria,2020,Otros ingresos,OTROS_INGRESOS,12.6,Gran Canaria
Las Palmas De Gran Canaria,2021,Otros ingresos,OTROS_INGRESOS,13.7,Gran Canaria
Las Palmas De Gran Canaria,2022,Otros ingresos,OTROS_INGRESOS,14.5,Gran Canaria
Las Palmas De Gran Canaria,2023,Otros ingresos,OTROS_INGRESOS,14.8,Gran Canaria
Las Palmas De Gran Canaria,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.7,Gran Canaria
Las Palmas De Gran Canaria,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.9,Gran Canaria
Las Palmas De Gran Canaria,2017,Otras prestaciones,OTRAS_PRESTACIONES,4.1,Gran Canaria
Las Palmas De Gran Canaria,2018,Otras prestaciones,OTRAS_PRESTACIONES,4.1,Gran Canaria
Las Palmas De Gran Canaria,2019,Otras prestaciones,OTRAS_PRESTACIONES,4.2,Gran Canaria
Las Palmas De Gran Canaria,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.7,Gran Canaria
Las Palmas De Gran Canaria,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.9,Gran Canaria
Las Palmas De Gran Canaria,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.0,Gran Canaria
Las Palmas De Gran Canaria,2023,Otras prestaciones,OTRAS_PRESTACIONES,5.1,Gran Canaria
Las Palmas De Gran Canaria,2015,Pensiones,PENSIONES,20.3,Gran Canaria
Las Palmas De Gran Canaria,2016,Pensiones,PENSIONES,20.2,Gran Canaria
Las Palmas De Gran Canaria,2017,Pensiones,PENSIONES,19.8,Gran Canaria
Las Palmas De Gran Canaria,2018,Pensiones,PENSIONES,19.5,Gran Canaria
Las Palmas De Gran Canaria,2019,Pensiones,PENSIONES,19.6,Gran Canaria
Las Palmas De Gran Canaria,2020,Pensiones,PENSIONES,20.9,Gran Canaria
Las Palmas De Gran Canaria,2021,Pensiones,PENSIONES,19.8,Gran Canaria
Las Palmas De Gran Canaria,2022,Pensiones,PENSIONES,19.8,Gran Canaria
Las Palmas De Gran Canaria,2023,Pensiones,PENSIONES,19.6,Gran Canaria
Las Palmas De Gran Canaria,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.0,Gran Canaria
Las Palmas De Gran Canaria,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.6,Gran Canaria
Las Palmas De Gran Canaria,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.3,Gran Canaria
Las Palmas De Gran Canaria,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2,Gran Canaria
Las Palmas De Gran Canaria,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2,Gran Canaria
Las Palmas De Gran Canaria,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.1,Gran Canaria
Las Palmas De Gran Canaria,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3,Gran Canaria
Las Palmas De Gran Canaria,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.1,Gran Canaria
Las Palmas De Gran Canaria,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.9,Gran Canaria
San Bartolomé De Tirajana,2015,Sueldos y salarios,SUELDOS_SALARIOS,60.5,Gran Canaria
San Bartolomé De Tirajana,2016,Sueldos y salarios,SUELDOS_SALARIOS,60.6,Gran Canaria
San Bartolomé De Tirajana,2017,Sueldos y salarios,SUELDOS_SALARIOS,60.3,Gran Canaria
San Bartolomé De Tirajana,2018,Sueldos y salarios,SUELDOS_SALARIOS,59.6,Gran Canaria
San Bartolomé De Tirajana,2019,Sueldos y salarios,SUELDOS_SALARIOS,59.4,Gran Canaria
San Bartolomé De Tirajana,2020,Sueldos y salarios,SUELDOS_SALARIOS,47.7,Gran Canaria
San Bartolomé De Tirajana,2021,Sueldos y salarios,SUELDOS_SALARIOS,49.7,Gran Canaria
San Bartolomé De Tirajana,2022,Sueldos y salarios,SUELDOS_SALARIOS,56.9,Gran Canaria
San Bartolomé De Tirajana,2023,Sueldos y salarios,SUELDOS_SALARIOS,56.2,Gran Canaria
San Bartolomé De Tirajana,2015,Otros ingresos,OTROS_INGRESOS,17.6,Gran Canaria
San Bartolomé De Tirajana,2016,Otros ingresos,OTROS_INGRESOS,18.1,Gran Canaria
San Bartolomé De Tirajana,2017,Otros ingresos,OTROS_INGRESOS,18.6,Gran Canaria
San Bartolomé De Tirajana,2018,Otros ingresos,OTROS_INGRESOS,18.8,Gran Canaria
San Bartolomé De Tirajana,2019,Otros ingresos,OTROS_INGRESOS,17.9,Gran Canaria
San Bartolomé De Tirajana,2020,Otros ingresos,OTROS_INGRESOS,14.0,Gran Canaria
San Bartolomé De Tirajana,2021,Otros ingresos,OTROS_INGRESOS,17.5,Gran Canaria
San Bartolomé De Tirajana,2022,Otros ingresos,OTROS_INGRESOS,18.5,Gran Canaria
San Bartolomé De Tirajana,2023,Otros ingresos,OTROS_INGRESOS,20.1,Gran Canaria
San Bartolomé De Tirajana,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.0,Gran Canaria
San Bartolomé De Tirajana,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.1,Gran Canaria
San Bartolomé De Tirajana,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.2,Gran Canaria
San Bartolomé De Tirajana,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Gran Canaria
San Bartolomé De Tirajana,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.6,Gran Canaria
San Bartolomé De Tirajana,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.5,Gran Canaria
San Bartolomé De Tirajana,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.4,Gran Canaria
San Bartolomé De Tirajana,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.4,Gran Canaria
San Bartolomé De Tirajana,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.3,Gran Canaria
San Bartolomé De Tirajana,2015,Pensiones,PENSIONES,15.0,Gran Canaria
San Bartolomé De Tirajana,2016,Pensiones,PENSIONES,14.8,Gran Canaria
San Bartolomé De Tirajana,2017,Pensiones,PENSIONES,14.8,Gran Canaria
San Bartolomé De Tirajana,2018,Pensiones,PENSIONES,15.1,Gran Canaria
San Bartolomé De Tirajana,2019,Pensiones,PENSIONES,15.8,Gran Canaria
San Bartolomé De Tirajana,2020,Pensiones,PENSIONES,18.9,Gran Canaria
San Bartolomé De Tirajana,2021,Pensiones,PENSIONES,18.1,Gran Canaria
San Bartolomé De Tirajana,2022,Pensiones,PENSIONES,17.5,Gran Canaria
San Bartolomé De Tirajana,2023,Pensiones,PENSIONES,17.1,Gran Canaria
San Bartolomé De Tirajana,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.9,Gran Canaria
San Bartolomé De Tirajana,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.5,Gran Canaria
San Bartolomé De Tirajana,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,Gran Canaria
San Bartolomé De Tirajana,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,Gran Canaria
San Bartolomé De Tirajana,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,Gran Canaria
San Bartolomé De Tirajana,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,15.0,Gran Canaria
San Bartolomé De Tirajana,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,10.2,Gran Canaria
San Bartolomé De Tirajana,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,Gran Canaria
San Bartolomé De Tirajana,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.3,Gran Canaria
La Aldea De San Nicolás,2015,Sueldos y salarios,SUELDOS_SALARIOS,51.1,Gran Canaria
La Aldea De San Nicolás,2016,Sueldos y salarios,SUELDOS_SALARIOS,52.7,Gran Canaria
La Aldea De San Nicolás,2017,Sueldos y salarios,SUELDOS_SALARIOS,53.3,Gran Canaria
La Aldea De San Nicolás,2018,Sueldos y salarios,SUELDOS_SALARIOS,53.9,Gran Canaria
La Aldea De San Nicolás,2019,Sueldos y salarios,SUELDOS_SALARIOS,53.1,Gran Canaria
La Aldea De San Nicolás,2020,Sueldos y salarios,SUELDOS_SALARIOS,49.8,Gran Canaria
La Aldea De San Nicolás,2021,Sueldos y salarios,SUELDOS_SALARIOS,51.0,Gran Canaria
La Aldea De San Nicolás,2022,Sueldos y salarios,SUELDOS_SALARIOS,53.0,Gran Canaria
La Aldea De San Nicolás,2023,Sueldos y salarios,SUELDOS_SALARIOS,52.4,Gran Canaria
La Aldea De San Nicolás,2015,Otros ingresos,OTROS_INGRESOS,9.1,Gran Canaria
La Aldea De San Nicolás,2016,Otros ingresos,OTROS_INGRESOS,8.9,Gran Canaria
La Aldea De San Nicolás,2017,Otros ingresos,OTROS_INGRESOS,9.5,Gran Canaria
La Aldea De San Nicolás,2018,Otros ingresos,OTROS_INGRESOS,9.9,Gran Canaria
La Aldea De San Nicolás,2019,Otros ingresos,OTROS_INGRESOS,10.2,Gran Canaria
La Aldea De San Nicolás,2020,Otros ingresos,OTROS_INGRESOS,8.1,Gran Canaria
La Aldea De San Nicolás,2021,Otros ingresos,OTROS_INGRESOS,9.1,Gran Canaria
La Aldea De San Nicolás,2022,Otros ingresos,OTROS_INGRESOS,10.8,Gran Canaria
La Aldea De San Nicolás,2023,Otros ingresos,OTROS_INGRESOS,11.5,Gran Canaria
La Aldea De San Nicolás,2015,Otras prestaciones,OTRAS_PRESTACIONES,6.6,Gran Canaria
La Aldea De San Nicolás,2016,Otras prestaciones,OTRAS_PRESTACIONES,6.1,Gran Canaria
La Aldea De San Nicolás,2017,Otras prestaciones,OTRAS_PRESTACIONES,6.5,Gran Canaria
La Aldea De San Nicolás,2018,Otras prestaciones,OTRAS_PRESTACIONES,6.6,Gran Canaria
La Aldea De San Nicolás,2019,Otras prestaciones,OTRAS_PRESTACIONES,6.9,Gran Canaria
La Aldea De San Nicolás,2020,Otras prestaciones,OTRAS_PRESTACIONES,7.7,Gran Canaria
La Aldea De San Nicolás,2021,Otras prestaciones,OTRAS_PRESTACIONES,7.9,Gran Canaria
La Aldea De San Nicolás,2022,Otras prestaciones,OTRAS_PRESTACIONES,7.4,Gran Canaria
La Aldea De San Nicolás,2023,Otras prestaciones,OTRAS_PRESTACIONES,7.8,Gran Canaria
La Aldea De San Nicolás,2015,Pensiones,PENSIONES,26.2,Gran Canaria
La Aldea De San Nicolás,2016,Pensiones,PENSIONES,25.9,Gran Canaria
La Aldea De San Nicolás,2017,Pensiones,PENSIONES,24.9,Gran Canaria
La Aldea De San Nicolás,2018,Pensiones,PENSIONES,24.2,Gran Canaria
La Aldea De San Nicolás,2019,Pensiones,PENSIONES,24.3,Gran Canaria
La Aldea De San Nicolás,2020,Pensiones,PENSIONES,25.2,Gran Canaria
La Aldea De San Nicolás,2021,Pensiones,PENSIONES,24.8,Gran Canaria
La Aldea De San Nicolás,2022,Pensiones,PENSIONES,24.3,Gran Canaria
La Aldea De San Nicolás,2023,Pensiones,PENSIONES,23.9,Gran Canaria
La Aldea De San Nicolás,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7.1,Gran Canaria
La Aldea De San Nicolás,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.5,Gran Canaria
La Aldea De San Nicolás,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.0,Gran Canaria
La Aldea De San Nicolás,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.4,Gran Canaria
La Aldea De San Nicolás,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.5,Gran Canaria
La Aldea De San Nicolás,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,9.2,Gran Canaria
La Aldea De San Nicolás,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7.2,Gran Canaria
La Aldea De San Nicolás,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6,Gran Canaria
La Aldea De San Nicolás,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.5,Gran Canaria
Santa Brígida,2015,Sueldos y salarios,SUELDOS_SALARIOS,58.9,Gran Canaria
Santa Brígida,2016,Sueldos y salarios,SUELDOS_SALARIOS,56.4,Gran Canaria
Santa Brígida,2017,Sueldos y salarios,SUELDOS_SALARIOS,55.8,Gran Canaria
Santa Brígida,2018,Sueldos y salarios,SUELDOS_SALARIOS,55.5,Gran Canaria
Santa Brígida,2019,Sueldos y salarios,SUELDOS_SALARIOS,54.8,Gran Canaria
Santa Brígida,2020,Sueldos y salarios,SUELDOS_SALARIOS,54.3,Gran Canaria
Santa Brígida,2021,Sueldos y salarios,SUELDOS_SALARIOS,56.3,Gran Canaria
Santa Brígida,2022,Sueldos y salarios,SUELDOS_SALARIOS,54.7,Gran Canaria
Santa Brígida,2023,Sueldos y salarios,SUELDOS_SALARIOS,54.6,Gran Canaria
Santa Brígida,2015,Otros ingresos,OTROS_INGRESOS,20.9,Gran Canaria
Santa Brígida,2016,Otros ingresos,OTROS_INGRESOS,23.9,Gran Canaria
Santa Brígida,2017,Otros ingresos,OTROS_INGRESOS,24.1,Gran Canaria
Santa Brígida,2018,Otros ingresos,OTROS_INGRESOS,23.6,Gran Canaria
Santa Brígida,2019,Otros ingresos,OTROS_INGRESOS,25.2,Gran Canaria
Santa Brígida,2020,Otros ingresos,OTROS_INGRESOS,21.3,Gran Canaria
Santa Brígida,2021,Otros ingresos,OTROS_INGRESOS,21.2,Gran Canaria
Santa Brígida,2022,Otros ingresos,OTROS_INGRESOS,24.2,Gran Canaria
Santa Brígida,2023,Otros ingresos,OTROS_INGRESOS,24.0,Gran Canaria
Santa Brígida,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.8,Gran Canaria
Santa Brígida,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.7,Gran Canaria
Santa Brígida,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.9,Gran Canaria
Santa Brígida,2018,Otras prestaciones,OTRAS_PRESTACIONES,2.8,Gran Canaria
Santa Brígida,2019,Otras prestaciones,OTRAS_PRESTACIONES,2.9,Gran Canaria
Santa Brígida,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.4,Gran Canaria
Santa Brígida,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.6,Gran Canaria
Santa Brígida,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.6,Gran Canaria
Santa Brígida,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.8,Gran Canaria
Santa Brígida,2015,Pensiones,PENSIONES,15.6,Gran Canaria
