Sexo,Nacionalidad,Nivel de estudios en curso,Periodo,Total,Municipio_clean,ISLA_clean
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2021,1,La Guancha,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Hermigua,La Gomera
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Hermigua,La Gomera
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,La Matanza De Acentejo,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1,La Matanza De Acentejo,Tenerife
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2021,1,La Matanza De Acentejo,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Puntagorda,La Palma
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1,Puntagorda,La Palma
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Puntallana,La Palma
Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2021,1,Los Silos,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1,Los Silos,Tenerife
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1,Los Silos,Tenerife
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2021,1,Los Silos,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2021,1,El Tanque,Tenerife
Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Tazacorte,La Palma
Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1,Tazacorte,La Palma
Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2021,1,Tazacorte,La Palma
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Tazacorte,La Palma
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2021,1,Tazacorte,La Palma
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1,Tazacorte,La Palma
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Tijarafe,La Palma
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1,Tijarafe,La Palma
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Tijarafe,La Palma
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Valverde,El Hierro
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1,Valverde,El Hierro
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Vallehermoso,La Gomera
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Vallehermoso,La Gomera
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1,Vallehermoso,La Gomera
Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,La Victoria De Acentejo,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,La Victoria De Acentejo,Tenerife
Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2021,1,Vilaflor De Chasna,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Vilaflor De Chasna,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2021,1,Vilaflor De Chasna,Tenerife
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Vilaflor De Chasna,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,Villa De Mazo,La Palma
Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,El Pinar De El Hierro,El Hierro
Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1,El Pinar De El Hierro,El Hierro
Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2021,1,El Pinar De El Hierro,El Hierro
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2023,1,El Pinar De El Hierro,El Hierro
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1,El Pinar De El Hierro,El Hierro
Mujeres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2021,1,El Pinar De El Hierro,El Hierro
Mujeres,Española,Primera etapa de Educación Secundaria y similar,2023,1,Artenara,Gran Canaria
Hombres,Española,Primera etapa de Educación Secundaria y similar,2023,1,Betancuria,Fuerteventura
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,1,Betancuria,Fuerteventura
Mujeres,Española,Primera etapa de Educación Secundaria y similar,2022,1,Betancuria,Fuerteventura
Mujeres,Española,Primera etapa de Educación Secundaria y similar,2023,1,Tejeda,Gran Canaria
Mujeres,Española,Primera etapa de Educación Secundaria y similar,2023,1,Agulo,La Gomera
Mujeres,Española,Primera etapa de Educación Secundaria y similar,2022,1,Agulo,La Gomera
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,1,Fasnia,Tenerife
Mujeres,Española,Primera etapa de Educación Secundaria y similar,2023,1,Fasnia,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2023,1,Garafía,La Palma
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Agaete,Gran Canaria
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Agaete,Gran Canaria
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Firgas,Gran Canaria
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Firgas,Gran Canaria
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Haría,Lanzarote
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Haría,Lanzarote
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Haría,Lanzarote
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Ingenio,Gran Canaria
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Moya,Gran Canaria
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,La Aldea De San Nicolás,Gran Canaria
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Santa Brígida,Gran Canaria
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Santa Brígida,Gran Canaria
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Santa María De Guía De Gran Canaria,Gran Canaria
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Santa María De Guía De Gran Canaria,Gran Canaria
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Santa María De Guía De Gran Canaria,Gran Canaria
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Tejeda,Gran Canaria
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Tejeda,Gran Canaria
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Teror,Gran Canaria
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Valsequillo De Gran Canaria,Gran Canaria
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Valsequillo De Gran Canaria,Gran Canaria
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Valsequillo De Gran Canaria,Gran Canaria
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Valleseco,Gran Canaria
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Valleseco,Gran Canaria
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Valleseco,Gran Canaria
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Valleseco,Gran Canaria
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Vega De San Mateo,Gran Canaria
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Vega De San Mateo,Gran Canaria
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Agulo,La Gomera
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Agulo,La Gomera
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Alajeró,La Gomera
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Alajeró,La Gomera
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Alajeró,La Gomera
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Alajeró,La Gomera
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Arafo,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Arafo,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Arafo,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Arico,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Barlovento,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Barlovento,La Palma
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Breña Alta,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Breña Alta,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Breña Alta,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Breña Alta,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Breña Alta,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Breña Baja,La Palma
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Buenavista Del Norte,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Buenavista Del Norte,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Buenavista Del Norte,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Buenavista Del Norte,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Candelaria,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Fasnia,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Fasnia,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Fasnia,Tenerife
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Frontera,El Hierro
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Frontera,El Hierro
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Frontera,El Hierro
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Frontera,El Hierro
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Fuencaliente De La Palma,La Palma
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Fuencaliente De La Palma,La Palma
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Fuencaliente De La Palma,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Fuencaliente De La Palma,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Fuencaliente De La Palma,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Fuencaliente De La Palma,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Garachico,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Garafía,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,La Guancha,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,La Guancha,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,La Matanza De Acentejo,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,La Matanza De Acentejo,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,La Matanza De Acentejo,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,El Paso,La Palma
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Puntagorda,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Puntagorda,La Palma
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Puntallana,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Puntallana,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Los Realejos,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,El Rosario,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,El Rosario,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,El Rosario,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,El Rosario,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,El Rosario,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,San Andrés Y Sauces,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,San Andrés Y Sauces,La Palma
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,San Juan De La Rambla,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,San Juan De La Rambla,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,San Juan De La Rambla,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,San Sebastián De La Gomera,La Gomera
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Santa Úrsula,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,El Sauzal,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,El Sauzal,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,El Sauzal,Tenerife
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Los Silos,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Los Silos,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Los Silos,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,El Tanque,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,El Tanque,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,El Tanque,Tenerife
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Tazacorte,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Tazacorte,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Tegueste,Tenerife
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Tijarafe,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Tijarafe,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Tijarafe,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Tijarafe,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Tijarafe,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Tijarafe,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Valle Gran Rey,La Gomera
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Vallehermoso,La Gomera
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Vallehermoso,La Gomera
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,La Victoria De Acentejo,Tenerife
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,La Victoria De Acentejo,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,La Victoria De Acentejo,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,La Victoria De Acentejo,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,La Victoria De Acentejo,Tenerife
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Vilaflor De Chasna,Tenerife
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,Vilaflor De Chasna,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Villa De Mazo,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Villa De Mazo,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,Villa De Mazo,La Palma
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,1,Villa De Mazo,La Palma
Total,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,El Pinar De El Hierro,El Hierro
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2023,1,El Pinar De El Hierro,El Hierro
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,El Pinar De El Hierro,El Hierro
Mujeres,Extranjera,Primera etapa de Educación Secundaria y similar,2021,1,El Pinar De El Hierro,El Hierro
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Agaete,Gran Canaria
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Agaete,Gran Canaria
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Agaete,Gran Canaria
Total,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Betancuria,Fuerteventura
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Betancuria,Fuerteventura
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Betancuria,Fuerteventura
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Betancuria,Fuerteventura
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Firgas,Gran Canaria
Total,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Haría,Lanzarote
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Haría,Lanzarote
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Haría,Lanzarote
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Haría,Lanzarote
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,Moya,Gran Canaria
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,La Aldea De San Nicolás,Gran Canaria
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,La Aldea De San Nicolás,Gran Canaria
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Santa Brígida,Gran Canaria
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Santa Brígida,Gran Canaria
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Santa María De Guía De Gran Canaria,Gran Canaria
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Tejeda,Gran Canaria
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Tejeda,Gran Canaria
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Teror,Gran Canaria
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Valsequillo De Gran Canaria,Gran Canaria
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Valsequillo De Gran Canaria,Gran Canaria
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Valleseco,Gran Canaria
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,Valleseco,Gran Canaria
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Vega De San Mateo,Gran Canaria
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Vega De San Mateo,Gran Canaria
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Agulo,La Gomera
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Agulo,La Gomera
Total,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,Alajeró,La Gomera
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Alajeró,La Gomera
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Alajeró,La Gomera
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,Alajeró,La Gomera
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Arico,Tenerife
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Arico,Tenerife
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Barlovento,La Palma
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Barlovento,La Palma
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Barlovento,La Palma
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Barlovento,La Palma
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Breña Alta,La Palma
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Breña Baja,La Palma
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Buenavista Del Norte,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,Buenavista Del Norte,Tenerife
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Buenavista Del Norte,Tenerife
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Buenavista Del Norte,Tenerife
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Buenavista Del Norte,Tenerife
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Buenavista Del Norte,Tenerife
Total,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Fasnia,Tenerife
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Fasnia,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Fasnia,Tenerife
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Fasnia,Tenerife
Total,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Fuencaliente De La Palma,La Palma
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Fuencaliente De La Palma,La Palma
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,Fuencaliente De La Palma,La Palma
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Fuencaliente De La Palma,La Palma
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,Fuencaliente De La Palma,La Palma
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Fuencaliente De La Palma,La Palma
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Fuencaliente De La Palma,La Palma
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Fuencaliente De La Palma,La Palma
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Garachico,Tenerife
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Garachico,Tenerife
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,Garachico,Tenerife
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Garachico,Tenerife
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Garachico,Tenerife
Total,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Garafía,La Palma
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Garafía,La Palma
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,Garafía,La Palma
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Garafía,La Palma
Total,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,La Guancha,Tenerife
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,La Guancha,Tenerife
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,La Guancha,Tenerife
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,La Guancha,Tenerife
Mujeres,Española,Cursa estudios pero no hay información sobre los mismos,2023,1,La Guancha,Tenerife
Mujeres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,La Guancha,Tenerife
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,1,Güímar,Tenerife
Total,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Hermigua,La Gomera
Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Hermigua,La Gomera
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,1,Hermigua,La Gomera
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2023,1,Hermigua,La Gomera
