Sexo,Nacionalidad,Nivel de estudios en curso,Periodo,Total,Municipio_clean,ISLA_clean
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1248,San Cristóbal De La Laguna,Tenerife
Hombres,Española,Educación superior,2022,3938,San Cristóbal De La Laguna,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,69,San Cristóbal De La Laguna,Tenerife
Hombres,Española,No cursa estudios,2022,55170,San Cristóbal De La Laguna,Tenerife
Hombres,Extranjera,Total,2022,3837,San Cristóbal De La Laguna,Tenerife
Hombres,Extranjera,Educación primaria e inferior,2022,9,San Cristóbal De La Laguna,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,31,San Cristóbal De La Laguna,Tenerife
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,102,San Cristóbal De La Laguna,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,64,San Cristóbal De La Laguna,Tenerife
Hombres,Extranjera,Educación superior,2022,106,San Cristóbal De La Laguna,Tenerife
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,31,San Cristóbal De La Laguna,Tenerife
Hombres,Extranjera,No cursa estudios,2022,3494,San Cristóbal De La Laguna,Tenerife
Hombres,Española,Total,2022,7612,Los Llanos De Aridane,La Palma
Hombres,Española,Educación primaria e inferior,2022,11,Los Llanos De Aridane,La Palma
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,49,Los Llanos De Aridane,La Palma
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,271,Los Llanos De Aridane,La Palma
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,131,Los Llanos De Aridane,La Palma
Hombres,Española,Educación superior,2022,422,Los Llanos De Aridane,La Palma
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,5,Los Llanos De Aridane,La Palma
Hombres,Española,No cursa estudios,2022,6723,Los Llanos De Aridane,La Palma
Hombres,Extranjera,Total,2022,1106,Los Llanos De Aridane,La Palma
Hombres,Extranjera,Educación primaria e inferior,2022,5,Los Llanos De Aridane,La Palma
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,6,Los Llanos De Aridane,La Palma
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,14,Los Llanos De Aridane,La Palma
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,27,Los Llanos De Aridane,La Palma
Hombres,Extranjera,Educación superior,2022,11,Los Llanos De Aridane,La Palma
Hombres,Extranjera,No cursa estudios,2022,1039,Los Llanos De Aridane,La Palma
Hombres,Española,Total,2022,3718,La Matanza De Acentejo,Tenerife
Hombres,Española,Educación primaria e inferior,2022,7,La Matanza De Acentejo,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,43,La Matanza De Acentejo,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,112,La Matanza De Acentejo,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,71,La Matanza De Acentejo,Tenerife
Hombres,Española,Educación superior,2022,150,La Matanza De Acentejo,Tenerife
Hombres,Española,No cursa estudios,2022,3332,La Matanza De Acentejo,Tenerife
Hombres,Extranjera,Total,2022,220,La Matanza De Acentejo,Tenerife
Hombres,Extranjera,No cursa estudios,2022,209,La Matanza De Acentejo,Tenerife
Hombres,Española,Total,2022,17203,La Orotava,Tenerife
Hombres,Española,Educación primaria e inferior,2022,21,La Orotava,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,132,La Orotava,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,602,La Orotava,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,352,La Orotava,Tenerife
Hombres,Española,Educación superior,2022,831,La Orotava,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,11,La Orotava,Tenerife
Hombres,Española,No cursa estudios,2022,15254,La Orotava,Tenerife
Hombres,Extranjera,Total,2022,903,La Orotava,Tenerife
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,15,La Orotava,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,35,La Orotava,Tenerife
Hombres,Extranjera,Educación superior,2022,31,La Orotava,Tenerife
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,7,La Orotava,Tenerife
Hombres,Extranjera,No cursa estudios,2022,812,La Orotava,Tenerife
Hombres,Española,Total,2022,2983,El Paso,La Palma
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,14,El Paso,La Palma
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,93,El Paso,La Palma
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,70,El Paso,La Palma
Hombres,Española,Educación superior,2022,157,El Paso,La Palma
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,5,El Paso,La Palma
Hombres,Española,No cursa estudios,2022,2640,El Paso,La Palma
Hombres,Extranjera,Total,2022,506,El Paso,La Palma
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,8,El Paso,La Palma
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,8,El Paso,La Palma
Hombres,Extranjera,No cursa estudios,2022,488,El Paso,La Palma
Hombres,Española,Total,2022,10980,Puerto De La Cruz,Tenerife
Hombres,Española,Educación primaria e inferior,2022,13,Puerto De La Cruz,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,76,Puerto De La Cruz,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,241,Puerto De La Cruz,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,148,Puerto De La Cruz,Tenerife
Hombres,Española,Educación superior,2022,387,Puerto De La Cruz,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,26,Puerto De La Cruz,Tenerife
Hombres,Española,No cursa estudios,2022,10089,Puerto De La Cruz,Tenerife
Hombres,Extranjera,Total,2022,2541,Puerto De La Cruz,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,9,Puerto De La Cruz,Tenerife
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,30,Puerto De La Cruz,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,27,Puerto De La Cruz,Tenerife
Hombres,Extranjera,Educación superior,2022,24,Puerto De La Cruz,Tenerife
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,5,Puerto De La Cruz,Tenerife
Hombres,Extranjera,No cursa estudios,2022,2446,Puerto De La Cruz,Tenerife
Hombres,Española,Total,2022,765,Puntagorda,La Palma
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,14,Puntagorda,La Palma
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,15,Puntagorda,La Palma
Hombres,Española,Educación superior,2022,24,Puntagorda,La Palma
Hombres,Española,No cursa estudios,2022,707,Puntagorda,La Palma
Hombres,Extranjera,Total,2022,297,Puntagorda,La Palma
Hombres,Extranjera,No cursa estudios,2022,290,Puntagorda,La Palma
Hombres,Española,Total,2022,1016,Puntallana,La Palma
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,6,Puntallana,La Palma
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,35,Puntallana,La Palma
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,18,Puntallana,La Palma
Hombres,Española,Educación superior,2022,61,Puntallana,La Palma
Hombres,Española,No cursa estudios,2022,896,Puntallana,La Palma
Hombres,Extranjera,Total,2022,107,Puntallana,La Palma
Hombres,Extranjera,No cursa estudios,2022,102,Puntallana,La Palma
Hombres,Española,Total,2022,15122,Los Realejos,Tenerife
Hombres,Española,Educación primaria e inferior,2022,14,Los Realejos,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,144,Los Realejos,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,523,Los Realejos,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,271,Los Realejos,Tenerife
Hombres,Española,Educación superior,2022,670,Los Realejos,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,10,Los Realejos,Tenerife
Hombres,Española,No cursa estudios,2022,13490,Los Realejos,Tenerife
Hombres,Extranjera,Total,2022,864,Los Realejos,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,6,Los Realejos,Tenerife
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,24,Los Realejos,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,17,Los Realejos,Tenerife
Hombres,Extranjera,Educación superior,2022,13,Los Realejos,Tenerife
Hombres,Extranjera,No cursa estudios,2022,800,Los Realejos,Tenerife
Hombres,Española,Total,2022,7434,El Rosario,Tenerife
Hombres,Española,Educación primaria e inferior,2022,10,El Rosario,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,31,El Rosario,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,278,El Rosario,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,112,El Rosario,Tenerife
Hombres,Española,Educación superior,2022,438,El Rosario,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,6,El Rosario,Tenerife
Hombres,Española,No cursa estudios,2022,6559,El Rosario,Tenerife
Hombres,Extranjera,Total,2022,478,El Rosario,Tenerife
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,5,El Rosario,Tenerife
Hombres,Extranjera,Educación superior,2022,8,El Rosario,Tenerife
Hombres,Extranjera,No cursa estudios,2022,457,El Rosario,Tenerife
Hombres,Española,Total,2022,1854,San Andrés Y Sauces,La Palma
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,5,San Andrés Y Sauces,La Palma
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,40,San Andrés Y Sauces,La Palma
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,16,San Andrés Y Sauces,La Palma
Hombres,Española,Educación superior,2022,81,San Andrés Y Sauces,La Palma
Hombres,Española,No cursa estudios,2022,1708,San Andrés Y Sauces,La Palma
Hombres,Extranjera,Total,2022,126,San Andrés Y Sauces,La Palma
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,5,San Andrés Y Sauces,La Palma
Hombres,Extranjera,No cursa estudios,2022,116,San Andrés Y Sauces,La Palma
Hombres,Española,Total,2022,2059,San Juan De La Rambla,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,12,San Juan De La Rambla,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,69,San Juan De La Rambla,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,49,San Juan De La Rambla,Tenerife
Hombres,Española,Educación superior,2022,73,San Juan De La Rambla,Tenerife
Hombres,Española,No cursa estudios,2022,1853,San Juan De La Rambla,Tenerife
Hombres,Extranjera,Total,2022,91,San Juan De La Rambla,Tenerife
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,5,San Juan De La Rambla,Tenerife
Hombres,Extranjera,No cursa estudios,2022,82,San Juan De La Rambla,Tenerife
Hombres,Española,Total,2022,5826,San Miguel De Abona,Tenerife
Hombres,Española,Educación primaria e inferior,2022,5,San Miguel De Abona,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,46,San Miguel De Abona,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,219,San Miguel De Abona,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,94,San Miguel De Abona,Tenerife
Hombres,Española,Educación superior,2022,203,San Miguel De Abona,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,6,San Miguel De Abona,Tenerife
Hombres,Española,No cursa estudios,2022,5253,San Miguel De Abona,Tenerife
Hombres,Extranjera,Total,2022,3546,San Miguel De Abona,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,21,San Miguel De Abona,Tenerife
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,57,San Miguel De Abona,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,28,San Miguel De Abona,Tenerife
Hombres,Extranjera,Educación superior,2022,26,San Miguel De Abona,Tenerife
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,10,San Miguel De Abona,Tenerife
Hombres,Extranjera,No cursa estudios,2022,3403,San Miguel De Abona,Tenerife
Hombres,Española,Total,2022,3651,San Sebastián De La Gomera,La Gomera
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,38,San Sebastián De La Gomera,La Gomera
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,102,San Sebastián De La Gomera,La Gomera
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,94,San Sebastián De La Gomera,La Gomera
Hombres,Española,Educación superior,2022,256,San Sebastián De La Gomera,La Gomera
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,10,San Sebastián De La Gomera,La Gomera
Hombres,Española,No cursa estudios,2022,3148,San Sebastián De La Gomera,La Gomera
Hombres,Extranjera,Total,2022,467,San Sebastián De La Gomera,La Gomera
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,7,San Sebastián De La Gomera,La Gomera
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,8,San Sebastián De La Gomera,La Gomera
Hombres,Extranjera,Educación superior,2022,8,San Sebastián De La Gomera,La Gomera
Hombres,Extranjera,No cursa estudios,2022,438,San Sebastián De La Gomera,La Gomera
Hombres,Española,Total,2022,6254,Santa Cruz De La Palma,La Palma
Hombres,Española,Educación primaria e inferior,2022,6,Santa Cruz De La Palma,La Palma
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,30,Santa Cruz De La Palma,La Palma
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,184,Santa Cruz De La Palma,La Palma
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,127,Santa Cruz De La Palma,La Palma
Hombres,Española,Educación superior,2022,309,Santa Cruz De La Palma,La Palma
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,7,Santa Cruz De La Palma,La Palma
Hombres,Española,No cursa estudios,2022,5591,Santa Cruz De La Palma,La Palma
Hombres,Extranjera,Total,2022,450,Santa Cruz De La Palma,La Palma
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,10,Santa Cruz De La Palma,La Palma
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,14,Santa Cruz De La Palma,La Palma
Hombres,Extranjera,Educación superior,2022,6,Santa Cruz De La Palma,La Palma
Hombres,Extranjera,No cursa estudios,2022,413,Santa Cruz De La Palma,La Palma
Hombres,Española,Total,2022,80922,Santa Cruz De Tenerife,Tenerife
Hombres,Española,Educación primaria e inferior,2022,80,Santa Cruz De Tenerife,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,650,Santa Cruz De Tenerife,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,2719,Santa Cruz De Tenerife,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,1504,Santa Cruz De Tenerife,Tenerife
Hombres,Española,Educación superior,2022,4440,Santa Cruz De Tenerife,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,101,Santa Cruz De Tenerife,Tenerife
Hombres,Española,No cursa estudios,2022,71428,Santa Cruz De Tenerife,Tenerife
Hombres,Extranjera,Total,2022,5853,Santa Cruz De Tenerife,Tenerife
Hombres,Extranjera,Educación primaria e inferior,2022,9,Santa Cruz De Tenerife,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,45,Santa Cruz De Tenerife,Tenerife
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,142,Santa Cruz De Tenerife,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,104,Santa Cruz De Tenerife,Tenerife
Hombres,Extranjera,Educación superior,2022,121,Santa Cruz De Tenerife,Tenerife
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,26,Santa Cruz De Tenerife,Tenerife
Hombres,Extranjera,No cursa estudios,2022,5406,Santa Cruz De Tenerife,Tenerife
Hombres,Española,Total,2022,5904,Santa Úrsula,Tenerife
Hombres,Española,Educación primaria e inferior,2022,15,Santa Úrsula,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,42,Santa Úrsula,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,204,Santa Úrsula,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,138,Santa Úrsula,Tenerife
Hombres,Española,Educación superior,2022,276,Santa Úrsula,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,11,Santa Úrsula,Tenerife
Hombres,Española,No cursa estudios,2022,5218,Santa Úrsula,Tenerife
Hombres,Extranjera,Total,2022,559,Santa Úrsula,Tenerife
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,11,Santa Úrsula,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,7,Santa Úrsula,Tenerife
Hombres,Extranjera,Educación superior,2022,8,Santa Úrsula,Tenerife
Hombres,Extranjera,No cursa estudios,2022,530,Santa Úrsula,Tenerife
Hombres,Española,Total,2022,2999,Santiago Del Teide,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,17,Santiago Del Teide,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,88,Santiago Del Teide,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,44,Santiago Del Teide,Tenerife
Hombres,Española,Educación superior,2022,109,Santiago Del Teide,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,6,Santiago Del Teide,Tenerife
Hombres,Española,No cursa estudios,2022,2734,Santiago Del Teide,Tenerife
Hombres,Extranjera,Total,2022,1908,Santiago Del Teide,Tenerife
Hombres,Extranjera,Educación primaria e inferior,2022,6,Santiago Del Teide,Tenerife
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,31,Santiago Del Teide,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,14,Santiago Del Teide,Tenerife
Hombres,Extranjera,Educación superior,2022,12,Santiago Del Teide,Tenerife
Hombres,Extranjera,No cursa estudios,2022,1841,Santiago Del Teide,Tenerife
Hombres,Española,Total,2022,3639,El Sauzal,Tenerife
Hombres,Española,Educación primaria e inferior,2022,7,El Sauzal,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,25,El Sauzal,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,107,El Sauzal,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,70,El Sauzal,Tenerife
Hombres,Española,Educación superior,2022,196,El Sauzal,Tenerife
Hombres,Española,No cursa estudios,2022,3231,El Sauzal,Tenerife
Hombres,Extranjera,Total,2022,259,El Sauzal,Tenerife
Hombres,Extranjera,No cursa estudios,2022,244,El Sauzal,Tenerife
Hombres,Española,Total,2022,1881,Los Silos,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,9,Los Silos,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,36,Los Silos,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,33,Los Silos,Tenerife
Hombres,Española,Educación superior,2022,56,Los Silos,Tenerife
Hombres,Española,No cursa estudios,2022,1743,Los Silos,Tenerife
Hombres,Extranjera,Total,2022,168,Los Silos,Tenerife
Hombres,Extranjera,No cursa estudios,2022,165,Los Silos,Tenerife
Hombres,Española,Total,2022,10152,Tacoronte,Tenerife
Hombres,Española,Educación primaria e inferior,2022,22,Tacoronte,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,97,Tacoronte,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,347,Tacoronte,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,190,Tacoronte,Tenerife
Hombres,Española,Educación superior,2022,462,Tacoronte,Tenerife
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,8,Tacoronte,Tenerife
Hombres,Española,No cursa estudios,2022,9026,Tacoronte,Tenerife
Hombres,Extranjera,Total,2022,455,Tacoronte,Tenerife
Hombres,Extranjera,Primera etapa de Educación Secundaria y similar,2022,9,Tacoronte,Tenerife
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,12,Tacoronte,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,18,Tacoronte,Tenerife
Hombres,Extranjera,No cursa estudios,2022,408,Tacoronte,Tenerife
Hombres,Española,Total,2022,1135,El Tanque,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,6,El Tanque,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,29,El Tanque,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,18,El Tanque,Tenerife
Hombres,Española,Educación superior,2022,33,El Tanque,Tenerife
Hombres,Española,No cursa estudios,2022,1044,El Tanque,Tenerife
Hombres,Extranjera,Total,2022,103,El Tanque,Tenerife
Hombres,Extranjera,No cursa estudios,2022,99,El Tanque,Tenerife
Hombres,Española,Total,2022,1789,Tazacorte,La Palma
Hombres,Española,Educación primaria e inferior,2022,5,Tazacorte,La Palma
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,10,Tazacorte,La Palma
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,58,Tazacorte,La Palma
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,41,Tazacorte,La Palma
Hombres,Española,Educación superior,2022,55,Tazacorte,La Palma
Hombres,Española,No cursa estudios,2022,1619,Tazacorte,La Palma
Hombres,Extranjera,Total,2022,283,Tazacorte,La Palma
Hombres,Extranjera,No cursa estudios,2022,277,Tazacorte,La Palma
Hombres,Española,Total,2022,4734,Tegueste,Tenerife
Hombres,Española,Educación primaria e inferior,2022,11,Tegueste,Tenerife
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,21,Tegueste,Tenerife
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,171,Tegueste,Tenerife
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,82,Tegueste,Tenerife
Hombres,Española,Educación superior,2022,334,Tegueste,Tenerife
Hombres,Española,No cursa estudios,2022,4112,Tegueste,Tenerife
Hombres,Extranjera,Total,2022,141,Tegueste,Tenerife
Hombres,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,11,Tegueste,Tenerife
Hombres,Extranjera,No cursa estudios,2022,118,Tegueste,Tenerife
Hombres,Española,Total,2022,940,Tijarafe,La Palma
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,20,Tijarafe,La Palma
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,21,Tijarafe,La Palma
Hombres,Española,Educación superior,2022,38,Tijarafe,La Palma
Hombres,Española,No cursa estudios,2022,857,Tijarafe,La Palma
Hombres,Extranjera,Total,2022,268,Tijarafe,La Palma
Hombres,Extranjera,"Segunda etapa de educación secundaria, con orientación general",2022,5,Tijarafe,La Palma
Hombres,Extranjera,No cursa estudios,2022,254,Tijarafe,La Palma
Hombres,Española,Total,2022,2081,Valverde,El Hierro
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,9,Valverde,El Hierro
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,51,Valverde,El Hierro
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,37,Valverde,El Hierro
Hombres,Española,Educación superior,2022,96,Valverde,El Hierro
Hombres,Española,Cursa estudios pero no hay información sobre los mismos,2022,5,Valverde,El Hierro
Hombres,Española,No cursa estudios,2022,1881,Valverde,El Hierro
Hombres,Extranjera,Total,2022,186,Valverde,El Hierro
Hombres,Extranjera,Cursa estudios pero no hay información sobre los mismos,2022,5,Valverde,El Hierro
Hombres,Extranjera,No cursa estudios,2022,176,Valverde,El Hierro
Hombres,Española,Total,2022,1467,Valle Gran Rey,La Gomera
Hombres,Española,Primera etapa de Educación Secundaria y similar,2022,12,Valle Gran Rey,La Gomera
Hombres,Española,"Segunda etapa de educación secundaria, con orientación general",2022,34,Valle Gran Rey,La Gomera
Hombres,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",2022,21,Valle Gran Rey,La Gomera
Hombres,Española,Educación superior,2022,67,Valle Gran Rey,La Gomera
Hombres,Española,No cursa estudios,2022,1332,Valle Gran Rey,La Gomera
Hombres,Extranjera,Total,2022,673,Valle Gran Rey,La Gomera
