TERRITORIO	TIME_PERIOD	MEDIDAS	OBS_VALUE	ESTADO_OBSERVACION	CONFIDENCIALIDAD_OBSERVACION
Los Realejos	2022	Índice de Gini	27.2		
Los Realejos	2021	Índice de Gini	28		
Los Realejos	2020	Índice de Gini	28.4		
Los Realejos	2019	Índice de Gini	28		
Los Realejos	2018	Índice de Gini	28.7		
Los Realejos	2017	Índice de Gini	29		
Los Realejos	2016	Índice de Gini	30.8		
Los Realejos	2015	Índice de Gini	31.2		
Los Realejos	2023	Distribución de la renta P80/P20	2.2		
Los Realejos	2022	Distribución de la renta P80/P20	2.3		
Los Realejos	2021	Distribución de la renta P80/P20	2.3		
Los Realejos	2020	Distribución de la renta P80/P20	2.4		
Los Realejos	2019	Distribución de la renta P80/P20	2.2		
Los Realejos	2018	Distribución de la renta P80/P20	2.3		
Los Realejos	2017	Distribución de la renta P80/P20	2.3		
Los Realejos	2016	Distribución de la renta P80/P20	2.5		
Los Realejos	2015	Distribución de la renta P80/P20	2.8		
El Rosario	2023	Índice de Gini	32.3		
El Rosario	2022	Índice de Gini	32.3		
El Rosario	2021	Índice de Gini	32.6		
El Rosario	2020	Índice de Gini	32.7		
El Rosario	2019	Índice de Gini	33.4		
El Rosario	2018	Índice de Gini	33.8		
El Rosario	2017	Índice de Gini	34.5		
El Rosario	2016	Índice de Gini	35.2		
El Rosario	2015	Índice de Gini	35.9		
El Rosario	2023	Distribución de la renta P80/P20	2.8		
El Rosario	2022	Distribución de la renta P80/P20	2.8		
El Rosario	2021	Distribución de la renta P80/P20	2.9		
El Rosario	2020	Distribución de la renta P80/P20	2.8		
El Rosario	2019	Distribución de la renta P80/P20	2.8		
El Rosario	2018	Distribución de la renta P80/P20	3.1		
El Rosario	2017	Distribución de la renta P80/P20	2.9		
El Rosario	2016	Distribución de la renta P80/P20	3.1		
El Rosario	2015	Distribución de la renta P80/P20	3.3		
San Juan de la Rambla	2023	Índice de Gini	26.9		
San Juan de la Rambla	2022	Índice de Gini	28.4		
San Juan de la Rambla	2021	Índice de Gini	29.6		
San Juan de la Rambla	2020	Índice de Gini	30.8		
San Juan de la Rambla	2019	Índice de Gini	30.3		
San Juan de la Rambla	2018	Índice de Gini	31		
San Juan de la Rambla	2017	Índice de Gini	31.6		
San Juan de la Rambla	2016	Índice de Gini	32.9		
San Juan de la Rambla	2015	Índice de Gini	33.9		
San Juan de la Rambla	2023	Distribución de la renta P80/P20	2.2		
San Juan de la Rambla	2022	Distribución de la renta P80/P20	2.3		
San Juan de la Rambla	2021	Distribución de la renta P80/P20	2.6		
San Juan de la Rambla	2020	Distribución de la renta P80/P20	2.5		
San Juan de la Rambla	2019	Distribución de la renta P80/P20	2.4		
San Juan de la Rambla	2018	Distribución de la renta P80/P20	2.5		
San Juan de la Rambla	2017	Distribución de la renta P80/P20	2.7		
San Juan de la Rambla	2016	Distribución de la renta P80/P20	2.8		
San Juan de la Rambla	2015	Distribución de la renta P80/P20	2.8		
San Miguel de Abona	2023	Índice de Gini	30.7		
San Miguel de Abona	2022	Índice de Gini	31.5		
San Miguel de Abona	2021	Índice de Gini	32.9		
San Miguel de Abona	2020	Índice de Gini	34		
San Miguel de Abona	2019	Índice de Gini	32.6		
San Miguel de Abona	2018	Índice de Gini	33.7		
San Miguel de Abona	2017	Índice de Gini	34.2		
San Miguel de Abona	2016	Índice de Gini	37		
San Miguel de Abona	2015	Índice de Gini	35.5		
San Miguel de Abona	2023	Distribución de la renta P80/P20	2.6		
San Miguel de Abona	2022	Distribución de la renta P80/P20	2.6		
San Miguel de Abona	2021	Distribución de la renta P80/P20	2.7		
San Miguel de Abona	2020	Distribución de la renta P80/P20	2.9		
San Miguel de Abona	2019	Distribución de la renta P80/P20	2.7		
San Miguel de Abona	2018	Distribución de la renta P80/P20	2.9		
San Miguel de Abona	2017	Distribución de la renta P80/P20	2.8		
San Miguel de Abona	2016	Distribución de la renta P80/P20	3.4		
San Miguel de Abona	2015	Distribución de la renta P80/P20	3		
Santa Cruz de Tenerife	2023	Índice de Gini	33.9		
Santa Cruz de Tenerife	2022	Índice de Gini	34.7		
Santa Cruz de Tenerife	2021	Índice de Gini	35.2		
Santa Cruz de Tenerife	2020	Índice de Gini	36.1		
Santa Cruz de Tenerife	2019	Índice de Gini	36.2		
Santa Cruz de Tenerife	2018	Índice de Gini	37.4		
Santa Cruz de Tenerife	2017	Índice de Gini	37.8		
Santa Cruz de Tenerife	2016	Índice de Gini	38.5		
Santa Cruz de Tenerife	2015	Índice de Gini	39		
Santa Cruz de Tenerife	2023	Distribución de la renta P80/P20	2.9		
Santa Cruz de Tenerife	2022	Distribución de la renta P80/P20	3.2		
Santa Cruz de Tenerife	2021	Distribución de la renta P80/P20	3.2		
Santa Cruz de Tenerife	2020	Distribución de la renta P80/P20	3.4		
Santa Cruz de Tenerife	2019	Distribución de la renta P80/P20	3.3		
Santa Cruz de Tenerife	2018	Distribución de la renta P80/P20	3.5		
Santa Cruz de Tenerife	2017	Distribución de la renta P80/P20	3.4		
Santa Cruz de Tenerife	2016	Distribución de la renta P80/P20	3.6		
Santa Cruz de Tenerife	2015	Distribución de la renta P80/P20	3.9		
Santa Úrsula	2023	Índice de Gini	31.7		
Santa Úrsula	2022	Índice de Gini	32.5		
Santa Úrsula	2021	Índice de Gini	32.9		
Santa Úrsula	2020	Índice de Gini	33.6		
Santa Úrsula	2019	Índice de Gini	34.3		
Santa Úrsula	2018	Índice de Gini	35.2		
Santa Úrsula	2017	Índice de Gini	36.1		
Santa Úrsula	2016	Índice de Gini	37.7		
Santa Úrsula	2015	Índice de Gini	38.3		
Santa Úrsula	2023	Distribución de la renta P80/P20	2.5		
Santa Úrsula	2022	Distribución de la renta P80/P20	2.8		
Santa Úrsula	2021	Distribución de la renta P80/P20	2.7		
Santa Úrsula	2020	Distribución de la renta P80/P20	2.8		
Santa Úrsula	2019	Distribución de la renta P80/P20	2.9		
Santa Úrsula	2018	Distribución de la renta P80/P20	3		
Santa Úrsula	2017	Distribución de la renta P80/P20	2.9		
Santa Úrsula	2016	Distribución de la renta P80/P20	3.5		
Santa Úrsula	2015	Distribución de la renta P80/P20	3.5		
Santiago del Teide	2023	Índice de Gini	31.2		
Santiago del Teide	2022	Índice de Gini	31.8		
Santiago del Teide	2021	Índice de Gini	31.8		
Santiago del Teide	2020	Índice de Gini	32.6		
Santiago del Teide	2019	Índice de Gini	31.9		
Santiago del Teide	2018	Índice de Gini	32.4		
Santiago del Teide	2017	Índice de Gini	32.4		
Santiago del Teide	2016	Índice de Gini	34.5		
Santiago del Teide	2015	Índice de Gini	34.6		
Santiago del Teide	2023	Distribución de la renta P80/P20	2.7		
Santiago del Teide	2022	Distribución de la renta P80/P20	2.7		
Santiago del Teide	2021	Distribución de la renta P80/P20	2.6		
Santiago del Teide	2020	Distribución de la renta P80/P20	2.8		
Santiago del Teide	2019	Distribución de la renta P80/P20	2.6		
Santiago del Teide	2018	Distribución de la renta P80/P20	2.8		
Santiago del Teide	2017	Distribución de la renta P80/P20	2.7		
Santiago del Teide	2016	Distribución de la renta P80/P20	3.1		
Santiago del Teide	2015	Distribución de la renta P80/P20	3.1		
El Sauzal	2023	Índice de Gini	30.7		
El Sauzal	2022	Índice de Gini	31.7		
El Sauzal	2021	Índice de Gini	32.4		
El Sauzal	2020	Índice de Gini	33.4		
El Sauzal	2019	Índice de Gini	33.2		
El Sauzal	2018	Índice de Gini	34.1		
El Sauzal	2017	Índice de Gini	34.3		
El Sauzal	2016	Índice de Gini	36		
El Sauzal	2015	Índice de Gini	36.6		
El Sauzal	2023	Distribución de la renta P80/P20	2.6		
El Sauzal	2022	Distribución de la renta P80/P20	2.8		
El Sauzal	2021	Distribución de la renta P80/P20	2.9		
El Sauzal	2020	Distribución de la renta P80/P20	2.9		
El Sauzal	2019	Distribución de la renta P80/P20	2.9		
El Sauzal	2018	Distribución de la renta P80/P20	2.9		
El Sauzal	2017	Distribución de la renta P80/P20	3.1		
El Sauzal	2016	Distribución de la renta P80/P20	3.3		
El Sauzal	2015	Distribución de la renta P80/P20	3.2		
Los Silos	2023	Índice de Gini	28.2		
Los Silos	2022	Índice de Gini	28.4		
Los Silos	2021	Índice de Gini	29.3		
Los Silos	2020	Índice de Gini	28.9		
Los Silos	2019	Índice de Gini	28.7		
Los Silos	2018	Índice de Gini	29.1		
Los Silos	2017	Índice de Gini	28.3		
Los Silos	2016	Índice de Gini	28.4		
Los Silos	2015	Índice de Gini	29		
Los Silos	2023	Distribución de la renta P80/P20	2.3		
Los Silos	2022	Distribución de la renta P80/P20	2.2		
Los Silos	2021	Distribución de la renta P80/P20	2.4		
Los Silos	2020	Distribución de la renta P80/P20	2.3		
Los Silos	2019	Distribución de la renta P80/P20	2.3		
Los Silos	2018	Distribución de la renta P80/P20	2.2		
Los Silos	2017	Distribución de la renta P80/P20	2.2		
Los Silos	2016	Distribución de la renta P80/P20	2.1		
Los Silos	2015	Distribución de la renta P80/P20	2.4		
Tacoronte	2023	Índice de Gini	31		
Tacoronte	2022	Índice de Gini	32.2		
Tacoronte	2021	Índice de Gini	32.8		
Tacoronte	2020	Índice de Gini	33.5		
Tacoronte	2019	Índice de Gini	33.5		
Tacoronte	2018	Índice de Gini	34.1		
Tacoronte	2017	Índice de Gini	35.1		
Tacoronte	2016	Índice de Gini	36.3		
Tacoronte	2015	Índice de Gini	36.6		
Tacoronte	2023	Distribución de la renta P80/P20	2.6		
Tacoronte	2022	Distribución de la renta P80/P20	2.9		
Tacoronte	2021	Distribución de la renta P80/P20	2.9		
Tacoronte	2020	Distribución de la renta P80/P20	3		
Tacoronte	2019	Distribución de la renta P80/P20	3		
Tacoronte	2018	Distribución de la renta P80/P20	3.1		
Tacoronte	2017	Distribución de la renta P80/P20	3		
Tacoronte	2016	Distribución de la renta P80/P20	3.2		
Tacoronte	2015	Distribución de la renta P80/P20	3.6		
El Tanque	2023	Índice de Gini	26.1		
El Tanque	2022	Índice de Gini	26.4		
El Tanque	2021	Índice de Gini	26.8		
El Tanque	2020	Índice de Gini	26.4		
El Tanque	2019	Índice de Gini	27.5		
El Tanque	2018	Índice de Gini	27.9		
El Tanque	2017	Índice de Gini	27.9		
El Tanque	2016	Índice de Gini	28.8		
El Tanque	2015	Índice de Gini	27.7		
El Tanque	2023	Distribución de la renta P80/P20	2.1		
El Tanque	2022	Distribución de la renta P80/P20	2.1		
El Tanque	2021	Distribución de la renta P80/P20	2.2		
El Tanque	2020	Distribución de la renta P80/P20	2		
El Tanque	2019	Distribución de la renta P80/P20	2.4		
El Tanque	2018	Distribución de la renta P80/P20	2.2		
El Tanque	2017	Distribución de la renta P80/P20	2.4		
El Tanque	2016	Distribución de la renta P80/P20	2.5		
El Tanque	2015	Distribución de la renta P80/P20	2.2		
Tegueste	2023	Índice de Gini	29		
Tegueste	2022	Índice de Gini	29.8		
Tegueste	2021	Índice de Gini	29.9		
Tegueste	2020	Índice de Gini	30.6		
Tegueste	2019	Índice de Gini	30.3		
Tegueste	2018	Índice de Gini	31.2		
Tegueste	2017	Índice de Gini	31.7		
Tegueste	2016	Índice de Gini	33.5		
Tegueste	2015	Índice de Gini	34.2		
Tegueste	2023	Distribución de la renta P80/P20	2.5		
Tegueste	2022	Distribución de la renta P80/P20	2.4		
Tegueste	2021	Distribución de la renta P80/P20	2.6		
Tegueste	2020	Distribución de la renta P80/P20	2.7		
Tegueste	2019	Distribución de la renta P80/P20	2.6		
Tegueste	2018	Distribución de la renta P80/P20	2.7		
Tegueste	2017	Distribución de la renta P80/P20	2.8		
Tegueste	2016	Distribución de la renta P80/P20	3		
Tegueste	2015	Distribución de la renta P80/P20	2.9		
La Victoria de Acentejo	2023	Índice de Gini	27.4		
La Victoria de Acentejo	2022	Índice de Gini	28.5		
La Victoria de Acentejo	2021	Índice de Gini	28.8		
La Victoria de Acentejo	2020	Índice de Gini	29.3		
La Victoria de Acentejo	2019	Índice de Gini	29.4		
La Victoria de Acentejo	2018	Índice de Gini	30.1		
La Victoria de Acentejo	2017	Índice de Gini	30		
La Victoria de Acentejo	2016	Índice de Gini	30.7		
La Victoria de Acentejo	2015	Índice de Gini	31.4		
La Victoria de Acentejo	2023	Distribución de la renta P80/P20	2.3		
La Victoria de Acentejo	2022	Distribución de la renta P80/P20	2.4		
La Victoria de Acentejo	2021	Distribución de la renta P80/P20	2.4		
La Victoria de Acentejo	2020	Distribución de la renta P80/P20	2.5		
La Victoria de Acentejo	2019	Distribución de la renta P80/P20	2.5		
La Victoria de Acentejo	2018	Distribución de la renta P80/P20	2.6		
La Victoria de Acentejo	2017	Distribución de la renta P80/P20	2.5		
La Victoria de Acentejo	2016	Distribución de la renta P80/P20	2.6		
La Victoria de Acentejo	2015	Distribución de la renta P80/P20	2.5		
Vilaflor de Chasna	2023	Índice de Gini	29.3		
Vilaflor de Chasna	2022	Índice de Gini	30		
Vilaflor de Chasna	2021	Índice de Gini	30		
Vilaflor de Chasna	2020	Índice de Gini	31.4		
Vilaflor de Chasna	2019	Índice de Gini	30.2		
Vilaflor de Chasna	2018	Índice de Gini	30.5		
Vilaflor de Chasna	2017	Índice de Gini	31.4		
Vilaflor de Chasna	2016	Índice de Gini	32.4		
Vilaflor de Chasna	2015	Índice de Gini	33.3		
Vilaflor de Chasna	2023	Distribución de la renta P80/P20	2.5		
Vilaflor de Chasna	2022	Distribución de la renta P80/P20	2.5		
Vilaflor de Chasna	2021	Distribución de la renta P80/P20	2.4		
Vilaflor de Chasna	2020	Distribución de la renta P80/P20	2.6		
Vilaflor de Chasna	2019	Distribución de la renta P80/P20	2.5		
Vilaflor de Chasna	2018	Distribución de la renta P80/P20	2.4		
Vilaflor de Chasna	2017	Distribución de la renta P80/P20	2.7		
Vilaflor de Chasna	2016	Distribución de la renta P80/P20	2.6		
Vilaflor de Chasna	2015	Distribución de la renta P80/P20	2.6		
La Gomera	2023	Índice de Gini	30.2		
La Gomera	2022	Índice de Gini	30.7		
La Gomera	2021	Índice de Gini	31.2		
La Gomera	2020	Índice de Gini	31.7		
La Gomera	2019	Índice de Gini	30.8		
La Gomera	2018	Índice de Gini	31.5		
La Gomera	2017	Índice de Gini	31.7		
La Gomera	2016	Índice de Gini	32.8		
La Gomera	2015	Índice de Gini	32.2		
La Gomera	2023	Distribución de la renta P80/P20	2.6		
La Gomera	2022	Distribución de la renta P80/P20	2.6		
La Gomera	2021	Distribución de la renta P80/P20	2.6		
La Gomera	2020	Distribución de la renta P80/P20	2.6		
La Gomera	2019	Distribución de la renta P80/P20	2.7		
La Gomera	2018	Distribución de la renta P80/P20	2.5		
La Gomera	2017	Distribución de la renta P80/P20	2.7		
La Gomera	2016	Distribución de la renta P80/P20	2.7		
La Gomera	2015	Distribución de la renta P80/P20	2.7		
Agulo	2023	Índice de Gini	29		
Agulo	2022	Índice de Gini	29.8		
Agulo	2021	Índice de Gini	30.2		
Agulo	2020	Índice de Gini	30.2		
Agulo	2019	Índice de Gini	29.9		
Agulo	2018	Índice de Gini	29.9		
Agulo	2017	Índice de Gini	31.1		
Agulo	2016	Índice de Gini	29.5		
Agulo	2015	Índice de Gini	28.9		
Agulo	2023	Distribución de la renta P80/P20	2.4		
Agulo	2022	Distribución de la renta P80/P20	2.3		
Agulo	2021	Distribución de la renta P80/P20	2.4		
Agulo	2020	Distribución de la renta P80/P20	2.5		
Agulo	2019	Distribución de la renta P80/P20	2.7		
Agulo	2018	Distribución de la renta P80/P20	2.4		
Agulo	2017	Distribución de la renta P80/P20	2.4		
Agulo	2016	Distribución de la renta P80/P20	2.4		
Agulo	2015	Distribución de la renta P80/P20	2.3		
Alajeró	2023	Índice de Gini	26.2		
Alajeró	2022	Índice de Gini	26.4		
Alajeró	2021	Índice de Gini	26.8		
Alajeró	2020	Índice de Gini	28		
Alajeró	2019	Índice de Gini	28.2		
Alajeró	2018	Índice de Gini	28.5		
Alajeró	2017	Índice de Gini	28.7		
Alajeró	2016	Índice de Gini	29.5		
Alajeró	2015	Índice de Gini	28.9		
Alajeró	2023	Distribución de la renta P80/P20	2.2		
Alajeró	2022	Distribución de la renta P80/P20	2.2		
Alajeró	2021	Distribución de la renta P80/P20	2.2		
Alajeró	2020	Distribución de la renta P80/P20	2.3		
Alajeró	2019	Distribución de la renta P80/P20	2.3		
Alajeró	2018	Distribución de la renta P80/P20	2.4		
Alajeró	2017	Distribución de la renta P80/P20	2.3		
Alajeró	2016	Distribución de la renta P80/P20	2.5		
Alajeró	2015	Distribución de la renta P80/P20	2.4		
Hermigua	2023	Índice de Gini	28.7		
Hermigua	2022	Índice de Gini	29.8		
Hermigua	2021	Índice de Gini	30.4		
Hermigua	2020	Índice de Gini	29.7		
Hermigua	2019	Índice de Gini	27.8		
Hermigua	2018	Índice de Gini	29.5		
Hermigua	2017	Índice de Gini	29.4		
Hermigua	2016	Índice de Gini	30.4		
Hermigua	2015	Índice de Gini	30.5		
Hermigua	2023	Distribución de la renta P80/P20	2.6		
Hermigua	2022	Distribución de la renta P80/P20	2.5		
Hermigua	2021	Distribución de la renta P80/P20	2.5		
Hermigua	2020	Distribución de la renta P80/P20	2.5		
Hermigua	2019	Distribución de la renta P80/P20	2.3		
Hermigua	2018	Distribución de la renta P80/P20	2.4		
Hermigua	2017	Distribución de la renta P80/P20	2.4		
Hermigua	2016	Distribución de la renta P80/P20	2.5		
Hermigua	2015	Distribución de la renta P80/P20	2.8		
San Sebastián de La Gomera	2023	Índice de Gini	29		
San Sebastián de La Gomera	2022	Índice de Gini	29.8		
San Sebastián de La Gomera	2021	Índice de Gini	29.8		
San Sebastián de La Gomera	2020	Índice de Gini	31		
San Sebastián de La Gomera	2019	Índice de Gini	30		
San Sebastián de La Gomera	2018	Índice de Gini	30.6		
San Sebastián de La Gomera	2017	Índice de Gini	31.3		
San Sebastián de La Gomera	2016	Índice de Gini	32.7		
San Sebastián de La Gomera	2015	Índice de Gini	31.5		
San Sebastián de La Gomera	2023	Distribución de la renta P80/P20	2.4		
San Sebastián de La Gomera	2022	Distribución de la renta P80/P20	2.5		
San Sebastián de La Gomera	2021	Distribución de la renta P80/P20	2.5		
San Sebastián de La Gomera	2020	Distribución de la renta P80/P20	2.7		
San Sebastián de La Gomera	2019	Distribución de la renta P80/P20	2.7		
San Sebastián de La Gomera	2018	Distribución de la renta P80/P20	2.6		
San Sebastián de La Gomera	2017	Distribución de la renta P80/P20	2.7		
San Sebastián de La Gomera	2016	Distribución de la renta P80/P20	2.8		
San Sebastián de La Gomera	2015	Distribución de la renta P80/P20	2.7		
Valle Gran Rey	2023	Índice de Gini	34.7		
Valle Gran Rey	2022	Índice de Gini	34.7		
Valle Gran Rey	2021	Índice de Gini	36.1		
Valle Gran Rey	2020	Índice de Gini	36.6		
Valle Gran Rey	2019	Índice de Gini	34.5		
Valle Gran Rey	2018	Índice de Gini	35.6		
Valle Gran Rey	2017	Índice de Gini	35.6		
Valle Gran Rey	2016	Índice de Gini	36.5		
Valle Gran Rey	2015	Índice de Gini	37.4		
Valle Gran Rey	2023	Distribución de la renta P80/P20	2.9		
Valle Gran Rey	2022	Distribución de la renta P80/P20	3		
Valle Gran Rey	2021	Distribución de la renta P80/P20	3.1		
Valle Gran Rey	2020	Distribución de la renta P80/P20	3.1		
Valle Gran Rey	2019	Distribución de la renta P80/P20	2.7		
Valle Gran Rey	2018	Distribución de la renta P80/P20	3		
Valle Gran Rey	2017	Distribución de la renta P80/P20	2.8		
Valle Gran Rey	2016	Distribución de la renta P80/P20	3		
Valle Gran Rey	2015	Distribución de la renta P80/P20	3		
Vallehermoso	2023	Índice de Gini	28.6		
Vallehermoso	2022	Índice de Gini	29.5		
Vallehermoso	2021	Índice de Gini	29.8		
Vallehermoso	2020	Índice de Gini	28.2		
Vallehermoso	2019	Índice de Gini	28.9		
Vallehermoso	2018	Índice de Gini	29.2		
Vallehermoso	2017	Índice de Gini	28.6		
Vallehermoso	2016	Índice de Gini	30.2		
Vallehermoso	2015	Índice de Gini	28.8		
Vallehermoso	2023	Distribución de la renta P80/P20	2.5		
Vallehermoso	2022	Distribución de la renta P80/P20	2.5		
Vallehermoso	2021	Distribución de la renta P80/P20	2.4		
Vallehermoso	2020	Distribución de la renta P80/P20	2.3		
Vallehermoso	2019	Distribución de la renta P80/P20	2.5		
Vallehermoso	2018	Distribución de la renta P80/P20	2.6		
Vallehermoso	2017	Distribución de la renta P80/P20	2.4		
Vallehermoso	2016	Distribución de la renta P80/P20	2.2		
Vallehermoso	2015	Distribución de la renta P80/P20	2.2		
La Palma	2023	Índice de Gini	33.8		
La Palma	2022	Índice de Gini	33.6		
La Palma	2021	Índice de Gini	32.6		
La Palma	2020	Índice de Gini	33.2		
La Palma	2019	Índice de Gini	33.3		
La Palma	2018	Índice de Gini	34.1		
La Palma	2017	Índice de Gini	34.3		
La Palma	2016	Índice de Gini	35.2		
La Palma	2015	Índice de Gini	35.6		
La Palma	2023	Distribución de la renta P80/P20	2.9		
La Palma	2022	Distribución de la renta P80/P20	2.7		
La Palma	2021	Distribución de la renta P80/P20	2.7		
La Palma	2020	Distribución de la renta P80/P20	2.8		
La Palma	2019	Distribución de la renta P80/P20	2.7		
La Palma	2018	Distribución de la renta P80/P20	2.9		
La Palma	2017	Distribución de la renta P80/P20	2.8		
La Palma	2016	Distribución de la renta P80/P20	2.9		
La Palma	2015	Distribución de la renta P80/P20	3.1		
Barlovento	2023	Índice de Gini	33.2		
Barlovento	2022	Índice de Gini	32.6		
Barlovento	2021	Índice de Gini	30.7		
Barlovento	2020	Índice de Gini	31.5		
Barlovento	2019	Índice de Gini	31.3		
Barlovento	2018	Índice de Gini	32.1		
Barlovento	2017	Índice de Gini	32.4		
Barlovento	2016	Índice de Gini	33.4		
Barlovento	2015	Índice de Gini	32.2		
Barlovento	2023	Distribución de la renta P80/P20	2.8		
Barlovento	2022	Distribución de la renta P80/P20	2.9		
Barlovento	2021	Distribución de la renta P80/P20	2.5		
Barlovento	2020	Distribución de la renta P80/P20	2.7		
Barlovento	2019	Distribución de la renta P80/P20	2.6		
Barlovento	2018	Distribución de la renta P80/P20	2.9		
Barlovento	2017	Distribución de la renta P80/P20	2.5		
Barlovento	2016	Distribución de la renta P80/P20	2.8		
Barlovento	2015	Distribución de la renta P80/P20	2.6		
Breña Alta	2023	Índice de Gini	31.9		
Breña Alta	2022	Índice de Gini	32.4		
Breña Alta	2021	Índice de Gini	31.5		
Breña Alta	2020	Índice de Gini	31.9		
Breña Alta	2019	Índice de Gini	32.1		
Breña Alta	2018	Índice de Gini	32.9		
Breña Alta	2017	Índice de Gini	32.9		
Breña Alta	2016	Índice de Gini	34.1		
Breña Alta	2015	Índice de Gini	34.7		
Breña Alta	2023	Distribución de la renta P80/P20	2.8		
Breña Alta	2022	Distribución de la renta P80/P20	2.7		
Breña Alta	2021	Distribución de la renta P80/P20	2.6		
Breña Alta	2020	Distribución de la renta P80/P20	2.8		
Breña Alta	2019	Distribución de la renta P80/P20	2.7		
Breña Alta	2018	Distribución de la renta P80/P20	2.7		
Breña Alta	2017	Distribución de la renta P80/P20	2.9		
Breña Alta	2016	Distribución de la renta P80/P20	3		
Breña Alta	2015	Distribución de la renta P80/P20	3		
Breña Baja	2023	Índice de Gini	33.2		
Breña Baja	2022	Índice de Gini	33.1		
Breña Baja	2021	Índice de Gini	31.6		
Breña Baja	2020	Índice de Gini	31.7		
Breña Baja	2019	Índice de Gini	31.9		
Breña Baja	2018	Índice de Gini	32.7		
Breña Baja	2017	Índice de Gini	33.4		
Breña Baja	2016	Índice de Gini	34.7		
Breña Baja	2015	Índice de Gini	34.9		
Breña Baja	2023	Distribución de la renta P80/P20	2.9		
Breña Baja	2022	Distribución de la renta P80/P20	2.9		
Breña Baja	2021	Distribución de la renta P80/P20	2.8		
Breña Baja	2020	Distribución de la renta P80/P20	2.9		
Breña Baja	2019	Distribución de la renta P80/P20	2.8		
Breña Baja	2018	Distribución de la renta P80/P20	2.9		
Breña Baja	2017	Distribución de la renta P80/P20	3.1		
Breña Baja	2016	Distribución de la renta P80/P20	3.2		
Breña Baja	2015	Distribución de la renta P80/P20	3.1		
Fuencaliente de La Palma	2023	Índice de Gini	31.3		
Fuencaliente de La Palma	2022	Índice de Gini	31.7		
Fuencaliente de La Palma	2021	Índice de Gini	29.8		
Fuencaliente de La Palma	2020	Índice de Gini	30.1		
Fuencaliente de La Palma	2019	Índice de Gini	29.4		
Fuencaliente de La Palma	2018	Índice de Gini	31		
Fuencaliente de La Palma	2017	Índice de Gini	30.3		
Fuencaliente de La Palma	2016	Índice de Gini	31		
Fuencaliente de La Palma	2015	Índice de Gini	30.9		
Fuencaliente de La Palma	2023	Distribución de la renta P80/P20	2.6		
Fuencaliente de La Palma	2022	Distribución de la renta P80/P20	2.6		
Fuencaliente de La Palma	2021	Distribución de la renta P80/P20	2.4		
Fuencaliente de La Palma	2020	Distribución de la renta P80/P20	2.5		
Fuencaliente de La Palma	2019	Distribución de la renta P80/P20	2.6		
Fuencaliente de La Palma	2018	Distribución de la renta P80/P20	2.7		
Fuencaliente de La Palma	2017	Distribución de la renta P80/P20	2.5		
Fuencaliente de La Palma	2016	Distribución de la renta P80/P20	2.5		
Fuencaliente de La Palma	2015	Distribución de la renta P80/P20	2.7		
Garafía	2023	Índice de Gini	36.4		
Garafía	2022	Índice de Gini	36.1		
Garafía	2021	Índice de Gini	36.8		
Garafía	2020	Índice de Gini	36.8		
Garafía	2019	Índice de Gini	35.7		
Garafía	2018	Índice de Gini	36.6		
Garafía	2017	Índice de Gini	35.5		
Garafía	2016	Índice de Gini	37.3		
Garafía	2015	Índice de Gini	35		
Garafía	2023	Distribución de la renta P80/P20	3.5		
Garafía	2022	Distribución de la renta P80/P20	3.2		
Garafía	2021	Distribución de la renta P80/P20	3.4		
Garafía	2020	Distribución de la renta P80/P20	3.8		
Garafía	2019	Distribución de la renta P80/P20	3.3		
Garafía	2018	Distribución de la renta P80/P20	3.6		
Garafía	2017	Distribución de la renta P80/P20	3.5		
Garafía	2016	Distribución de la renta P80/P20	3.7		
Garafía	2015	Distribución de la renta P80/P20	3.2		
Los Llanos de Aridane	2023	Índice de Gini	34.4		
Los Llanos de Aridane	2022	Índice de Gini	34		
Los Llanos de Aridane	2021	Índice de Gini	33.3		
Los Llanos de Aridane	2020	Índice de Gini	33.6		
Los Llanos de Aridane	2019	Índice de Gini	34.1		
Los Llanos de Aridane	2018	Índice de Gini	35		
Los Llanos de Aridane	2017	Índice de Gini	35		
Los Llanos de Aridane	2016	Índice de Gini	36.2		
Los Llanos de Aridane	2015	Índice de Gini	37.1		
Los Llanos de Aridane	2023	Distribución de la renta P80/P20	2.9		
Los Llanos de Aridane	2022	Distribución de la renta P80/P20	2.8		
Los Llanos de Aridane	2021	Distribución de la renta P80/P20	2.7		
Los Llanos de Aridane	2020	Distribución de la renta P80/P20	2.9		
Los Llanos de Aridane	2019	Distribución de la renta P80/P20	2.8		
Los Llanos de Aridane	2018	Distribución de la renta P80/P20	3		
Los Llanos de Aridane	2017	Distribución de la renta P80/P20	2.9		
Los Llanos de Aridane	2016	Distribución de la renta P80/P20	3.1		
Los Llanos de Aridane	2015	Distribución de la renta P80/P20	3.3		
El Paso	2023	Índice de Gini	33.2		
El Paso	2022	Índice de Gini	32.4		
El Paso	2021	Índice de Gini	31.8		
El Paso	2020	Índice de Gini	33.4		
El Paso	2019	Índice de Gini	33.7		
El Paso	2018	Índice de Gini	34.3		
El Paso	2017	Índice de Gini	34.5		
El Paso	2016	Índice de Gini	35.7		
El Paso	2015	Índice de Gini	35.4		
El Paso	2023	Distribución de la renta P80/P20	2.6		
El Paso	2022	Distribución de la renta P80/P20	2.7		
El Paso	2021	Distribución de la renta P80/P20	2.6		
